ID,ADDRESS,TOWN,INTERSECTION,CLASSIFIED,GRADE
499,OVERBROOK,NATICK,,11/26/14,3
500,102 1/2 SPEEN,NATICK,,11/26/14,3
501,19 SPEEN,NATICK,,11/26/14,3
502,92 SPEEN,NATICK,,11/26/14,3
503,6 STRATHMORE,NATICK,,11/26/14,3
504,15 DUSTIN,WORCESTER,,11/26/14,3
505,39 DUSTIN,WORCESTER,,11/26/14,3
506,52 HOUSATONIC,WORCESTER,,11/26/14,3
507,64 HOUSATONIC,WORCESTER,,11/26/14,3
508,68 HOUSATONIC,WORCESTER,,11/26/14,3
509,1 IONIC,WORCESTER,,11/26/14,3
510,443-445 LAKE,WORCESTER,,11/26/14,3
511,LAKE,WORCESTER,,11/26/14,3
512,85 LOCUST,WORCESTER,,11/26/14,3
513,25 ROBERTS,CAMBRIDGE,,11/25/14,3
514,90 MIDDLE,FAIRHAVEN,,11/25/14,3
515,16 RUSSELL,FRAMINGHAM,,11/25/14,3
516,115 SALEM END,FRAMINGHAM,,11/25/14,3
517,21 SALEM END,FRAMINGHAM,,11/25/14,3
518,334 SALEM END,FRAMINGHAM,,11/25/14,3
519,441 SALEM END,FRAMINGHAM,,11/25/14,3
520,57 SALEM END,FRAMINGHAM,,11/25/14,3
521,600 SALEM END,FRAMINGHAM,,11/25/14,3
522,329 SINGLETARY,FRAMINGHAM,,11/25/14,3
523,1171 HYDE PARK,HYDE PARK,,11/25/14,3
524,262 KINGS GRANT,MARLBORO,,11/25/14,3
525,48 PAQUIN,MARLBORO,,11/25/14,3
526,565-571 BOSTON,SHREWSBURY,,11/25/14,3
527,NEWTON,WEST BOYLSTON,,11/25/14,3
528,504 PROSPECT,WEST BOYLSTON,,11/25/14,3
529,516 PROSPECT,WEST BOYLSTON,,11/25/14,3
530,184 WEST BOYLSTON,WEST BOYLSTON,,11/25/14,3
531,339 WEST BOYLSTON,WEST BOYLSTON,,11/25/14,3
532,65 WEST BOYLSTON,WEST BOYLSTON,,11/25/14,3
533,65 WEST BOYLSTON,WEST BOYLSTON,,11/25/14,3
534,21-23 CROWN,WORCESTER,,11/25/14,3
535,3 DOUGLAS,WORCESTER,,11/25/14,3
536,33 DOUGLAS,WORCESTER,,11/25/14,3
537,22 IONIC,WORCESTER,,11/25/14,3
538,1426 CAMBRIDGE,CAMBRIDGE,,11/24/14,3
539,40 GARDEN,CAMBRIDGE,,11/24/14,3
540,GARDEN,CAMBRIDGE,,11/24/14,3
541,GARDEN,CAMBRIDGE,,11/24/14,3
542,GARDEN,CAMBRIDGE,,11/24/14,3
543,106 HANCOCK,CAMBRIDGE,,11/24/14,3
544,110 IRVING,CAMBRIDGE,,11/24/14,3
545,72 KIRKLAND,CAMBRIDGE,,11/24/14,3
546,37 PURCHASE,CARVER,,11/24/14,3
547,1 WENHAM,CARVER,,11/24/14,3
548,17 WENHAM SHORES,CARVER,,11/24/14,3
549,20 ADAMS,MARLBORO,,11/24/14,3
550,137 BEACH,MARLBORO,,11/24/14,3
551,175 BEACH,MARLBORO,,11/24/14,3
552,BOLTON,MARLBORO,,11/24/14,3
553,BOLTON,MARLBORO,,11/24/14,3
554,294 DICENZO,MARLBORO,,11/24/14,3
555,389 HOSMER,MARLBORO,,11/24/14,3
556,133 KOSMAS,MARLBORO,,11/24/14,3
557,59 NEIL,MARLBORO,,11/24/14,3
558,43 SUDBURY,MAYNARD,,11/24/14,3
559,8 SUDBURY,MAYNARD,,11/24/14,3
560,5 TOURNAMENT,NATICK,,11/24/14,3
561,DOVER,NATICK,,11/24/14,3
562,ELIOT,NATICK,,11/24/14,3
563,7 HOME,NATICK,,11/24/14,3
564,39 OLMSTED,PLYMOUTH,,11/24/14,3
565,POLLACK,PLYMOUTH,,11/24/14,3
566,53 RUSSELL,PLYMOUTH,,11/24/14,3
567,11 NEWTON,WEST BOYLSTON,,11/24/14,3
568,51 NEWTON,WEST BOYLSTON,,11/24/14,3
569,7 NEWTON,WEST BOYLSTON,,11/24/14,3
570,114 WORCESTER,WEST BOYLSTON,,11/24/14,3
571,185 WORCESTER,WEST BOYLSTON,,11/24/14,3
572,24 WORCESTER,WEST BOYLSTON,,11/24/14,3
573,27 WORCESTER,WEST BOYLSTON,,11/24/14,3
574,35 WORCESTER,WEST BOYLSTON,,11/24/14,3
575,WORCESTER,WEST BOYLSTON,,11/24/14,3
576,WORCESTER,WEST BOYLSTON,,11/24/14,3
577,16 LENOX,WORCESTER,,11/24/14,3
578,114 MOUNT AUBURN,CAMBRIDGE,,11/21/14,3
579,MOUNT AUBURN,CAMBRIDGE,,11/21/14,3
580,79 DUNSTER,FRAMINGHAM,,11/21/14,3
581,109 EDGEWATER,FRAMINGHAM,,11/21/14,3
582,115 EDGEWATER,FRAMINGHAM,,11/21/14,3
583,WATER,FRAMINGHAM,,11/21/14,3
584,197 WINTER,FRAMINGHAM,,11/21/14,3
585,312 WINTER,FRAMINGHAM,,11/21/14,3
586,324 WINTER,FRAMINGHAM,,11/21/14,3
587,495 WINTER,FRAMINGHAM,,11/21/14,3
588,511 WINTER,FRAMINGHAM,,11/21/14,3
589,555 WINTER,FRAMINGHAM,,11/21/14,3
590,WINTER,FRAMINGHAM,,11/21/14,3
591,WINTER,FRAMINGHAM,,11/21/14,3
592,WINTER,FRAMINGHAM,@ RUSSELL RD,11/21/14,3
593,804 HYDE PARK,HYDE PARK,,11/21/14,2
594,1286 HYDE PARK,HYDE PARK,,11/21/14,3
595,62 WEST CENTRAL,NATICK,,11/21/14,3
596,5 LASCALA,PLYMOUTH,,11/21/14,3
597,119 CENTRAL,WEST BOYLSTON,,11/21/14,3
598,17 EVANS,WEST BOYLSTON,,11/21/14,3
599,21 EVANS,WEST BOYLSTON,,11/21/14,3
600,20 HARTWELL,WEST BOYLSTON,,11/21/14,3
601,235 LANCASTER,WEST BOYLSTON,,11/21/14,3
602,237 LANCASTER,WEST BOYLSTON,,11/21/14,3
603,304 LANCASTER,WEST BOYLSTON,,11/21/14,3
604,LANCASTER,WEST BOYLSTON,,11/21/14,3
605,41 PROSPECT,WEST BOYLSTON,,11/21/14,3
606,142 HIGHLAND,WORCESTER,,11/21/14,3
607,2 CORNELL,WORCESTER,,11/21/14,3
608,14 CREST,WORCESTER,,11/21/14,3
609,48 CREST,WORCESTER,,11/21/14,3
610,8 CREST,WORCESTER,,11/21/14,3
611,24 CRESWELL,WORCESTER,,11/21/14,3
612,19 CROWN,WORCESTER,,11/21/14,3
613,21-23 CROWN,WORCESTER,,11/21/14,3
614,13 CROYDON,WORCESTER,,11/21/14,3
615,20 CRYSTAL,WORCESTER,,11/21/14,3
616,34 CRYSTAL,WORCESTER,,11/21/14,3
617,3 CUTTING,WORCESTER,,11/21/14,3
618,HIGHLAND,WORCESTER,,11/21/14,3
619,11 SEVER,WORCESTER,,11/21/14,3
620,333 FAUNCE CORNER,DARTMOUTH,,11/20/14,3
621,153 FRANKLIN,FRAMINGHAM,,11/20/14,3
622,72 MAIN,FRAMINGHAM,,11/20/14,3
623,79 MAIN,FRAMINGHAM,,11/20/14,3
624,35 NEWTON,FRAMINGHAM,,11/20/14,3
625,214 UNION,FRAMINGHAM,,11/20/14,3
626,UNION,FRAMINGHAM,,11/20/14,3
627,766 HYDE PARK,HYDE PARK,,11/20/14,3
628,778 HYDE PARK,HYDE PARK,,11/20/14,3
629,400 NICKERSON,MARLBORO,,11/20/14,3
630,97 RAFFAELE,MARLBORO,,11/20/14,3
631,11 SHERMAN,MAYNARD,,11/20/14,3
632,24 BOWEN,WEST BOYLSTON,,11/20/14,3
633,5 BOWEN,WEST BOYLSTON,,11/20/14,3
634,19 BRANDYWINE,WEST BOYLSTON,,11/20/14,3
635,3 BRANDYWINE,WEST BOYLSTON,,11/20/14,3
636,6 CHURCH,WEST BOYLSTON,,11/20/14,3
637,CHURCH,WEST BOYLSTON,,11/20/14,3
638,FRANKLIN,WEST BOYLSTON,,11/20/14,3
639,9 MAPLE,WEST BOYLSTON,,11/20/14,3
640,5 PAUL X TIVNAN,WEST BOYLSTON,,11/20/14,3
641,SHRINE,WEST BOYLSTON,,11/20/14,3
642,6 BECKMAN,WORCESTER,,11/20/14,3
643,31 FALMOUTH,WORCESTER,,11/20/14,3
644,33 FALMOUTH,WORCESTER,,11/20/14,3
645,88 GORDON,WORCESTER,,11/20/14,3
646,36 HAWTHORNE,CAMBRIDGE,,11/19/14,3
647,122 MOUNT AUBURN,CAMBRIDGE,,11/19/14,3
648,MOUNT AUBURN,CAMBRIDGE,,11/19/14,
649,BETHANY,FRAMINGHAM,,11/19/14,3
650,BETHANY,FRAMINGHAM,,11/19/14,3
651,155-157 CEDAR,FRAMINGHAM,,11/19/14,3
652,95 CEDAR,FRAMINGHAM,,11/19/14,3
653,39 COBURN,FRAMINGHAM,,11/19/14,3
654,635 WAVERLY,FRAMINGHAM,,11/19/14,3
655,WAVERLY,FRAMINGHAM,,11/19/14,3
656,113 CENTRAL,HYDE PARK,,11/19/14,3
657,HELEN,MARLBORO,,11/19/14,3
658,76-78 HIGHLAND,MARLBORO,,11/19/14,3
659,22 ASHLAND,SOMERVILLE,,11/19/14,3
660,3 BOSTON,SUTTON,,11/19/14,3
661,BOSTON,SUTTON,,11/19/14,3
662,68 PROVIDENCE,SUTTON,,11/19/14,3
663,PROVIDENCE,SUTTON,,11/19/14,3
664,PROVIDENCE,SUTTON,,11/19/14,3
665,PROVIDENCE,SUTTON,,11/19/14,3
666,24 BLUE RIDGE,WEST BOYLSTON,,11/19/14,3
667,DANIELIAN,WEST BOYLSTON,,11/19/14,3
668,DANIELIAN,WEST BOYLSTON,,11/19/14,3
669,88 CHANDLER,WORCESTER,,11/19/14,3
670,421 MASSASOIT,WORCESTER,,11/19/14,3
671,15 HUBBARD PARK,CAMBRIDGE,,11/18/14,3
672,7 MEADOW,CAMBRIDGE,,11/18/14,3
673,412 MOUNT AUBURN,CAMBRIDGE,,11/18/14,3
674,625 MOUNT AUBURN,CAMBRIDGE,,11/18/14,3
675,27 BELVIDERE,FRAMINGHAM,,11/18/14,3
676,35 BELVIDERE,FRAMINGHAM,,11/18/14,3
677,506 CONCORD,FRAMINGHAM,,11/18/14,3
678,510 CONCORD,FRAMINGHAM,,11/18/14,3
679,615 CONCORD,FRAMINGHAM,,11/18/14,3
680,673 CONCORD,FRAMINGHAM,,11/18/14,3
681,CONCORD,FRAMINGHAM,,11/18/14,3
682,19 DUFFETT,FRAMINGHAM,,11/18/14,3
683,4 SAINT LO,FRAMINGHAM,,11/18/14,3
684,396 HUNTINGTON,HYDE PARK,,11/18/14,3
685,1495 GRAFTON,MILLBURY,,11/18/14,3
686,41 RIVERLIN,MILLBURY,,11/18/14,3
687,RIVERLIN,MILLBURY,,11/18/14,3
688,11 FULTON,PLYMOUTH,,11/18/14,3
689,16 GABLE,PLYMOUTH,,11/18/14,3
690,20 OLD PROVIDENCE,SUTTON,,11/18/14,3
691,20A OLD PROVIDENCE,SUTTON,,11/18/14,3
692,OLD PROVIDENCE,SUTTON,,11/18/14,3
693,OLD PROVIDENCE,SUTTON,,11/18/14,3
694,OLD PROVIDENCE,SUTTON,,11/18/14,3
695,OLD PROVIDENCE,SUTTON,,11/18/14,3
696,334 CHANDLER,WORCESTER,,11/18/14,3
697,14 CENTRE,CAMBRIDGE,,11/17/14,3
698,DANFORTH,CAMBRIDGE,,11/17/14,3
699,2 DIVINITY,CAMBRIDGE,,11/17/14,3
700,18 ELLSWORTH,CAMBRIDGE,,11/17/14,3
701,188 FRANKLIN,CAMBRIDGE,,11/17/14,3
702,111 INMAN,CAMBRIDGE,,11/17/14,3
703,113 INMAN,CAMBRIDGE,,11/17/14,3
704,115 INMAN,CAMBRIDGE,,11/17/14,3
705,15 INMAN,CAMBRIDGE,,11/17/14,3
706,39 INMAN,CAMBRIDGE,,11/17/14,3
707,202 RIVER,CAMBRIDGE,,11/17/14,3
708,330 RIVER,CAMBRIDGE,,11/17/14,3
709,149-151 WINDSOR,CAMBRIDGE,,11/17/14,3
710,147 FAY,FRAMINGHAM,,11/17/14,3
711,25-27 HERBERT,FRAMINGHAM,,11/17/14,3
712,49 HERBERT,FRAMINGHAM,,11/17/14,3
713,351 HOLLIS,FRAMINGHAM,,11/17/14,3
714,48 OAKVALE,FRAMINGHAM,,11/17/14,3
715,11 ROYCE,FRAMINGHAM,,11/17/14,3
716,35 TRIPP,FRAMINGHAM,,11/17/14,3
717,98 HIGHLAND,HYDE PARK,,11/17/14,3
718,2 EAST BOSTON POST,MARLBORO,,11/17/14,3
719,547 EAST BOSTON POST,MARLBORO,,11/17/14,3
720,EAST BOSTON POST,MARLBORO,,11/17/14,3
721,178 EAST MAIN,MARLBORO,,11/17/14,3
722,9 EAST MAIN,MARLBORO,,11/17/14,3
723,280 APT 33 ELM,MARLBORO,,11/17/14,3
724,280 APT 36 ELM,MARLBORO,,11/17/14,3
725,237 MILLHAM,MARLBORO,,11/17/14,3
726,125 NORTH MAIN,MILLBURY,,11/17/14,3
727,154 NORTH MAIN,MILLBURY,,11/17/14,3
728,163 NORTH MAIN,MILLBURY,,11/17/14,3
729,178 NORTH MAIN,MILLBURY,,11/17/14,3
730,187 NORTH MAIN,MILLBURY,,11/17/14,3
731,29 NORTH MAIN,MILLBURY,,11/17/14,3
732,56 NORTH MAIN,MILLBURY,,11/17/14,3
733,NORTH MAIN,MILLBURY,,11/17/14,3
734,8 BARNESDALE,NATICK,,11/17/14,3
735,BODEN,NATICK,,11/17/14,3
736,28 CENTRE,NATICK,,11/17/14,3
737,8 CHURCH,NATICK,,11/17/14,3
738,44 HARTFORD,NATICK,,11/17/14,3
739,11 STRATFORD,NATICK,,11/17/14,3
740,9 STRATFORD,NATICK,,11/17/14,3
741,788 BOSTON,SHREWSBURY,,11/17/14,3
742,15 SHERWOOD,SHREWSBURY,,11/17/14,3
743,PLYMOUTH,CAMBRIDGE,,11/14/14,3
744,6 UNION,CAMBRIDGE,,11/14/14,3
745,WINDSOR,CAMBRIDGE,,11/14/14,3
746,134 HAYDEN ROWE,HOPKINTON,,11/14/14,3
747,71 HAYDEN ROWE,HOPKINTON,,11/14/14,3
748,27 HALSEY,HYDE PARK,,11/14/14,3
749,1-7 BRIERLY,MILLBURY,,11/14/14,3
750,2-6 BRIERLY,MILLBURY,,11/14/14,3
751,23 ELMWOOD,MILLBURY,,11/14/14,3
752,58-64 HORNE,MILLBURY,,11/14/14,3
753,49 MAPLE,MILLBURY,,11/14/14,3
754,28 SUTTON,MILLBURY,,11/14/14,3
755,4-6 SUTTON,MILLBURY,,11/14/14,3
756,THOMAS HILL,MILLBURY,,11/14/14,3
757,WHEELOCK,MILLBURY,,11/14/14,3
758,70 CRESCENT,WEST BOYLSTON,,11/14/14,3
759,8 OLDE HICKORY,WESTBOROUGH,,11/14/14,3
760,WEST MAIN,WESTBOROUGH,,11/14/14,3
761,535 CHANDLER,WORCESTER,,11/14/14,3
762,WILLOW,CAMBRIDGE,,11/13/14,3
763,190 ARTHUR,FRAMINGHAM,,11/13/14,3
764,300 GRANT,FRAMINGHAM,,11/13/14,3
765,99 MANSFIELD,FRAMINGHAM,,11/13/14,3
766,12 CEDAR,HOPKINTON,,11/13/14,3
767,25 GWINNETT,HYDE PARK,,11/13/14,3
768,50 VAN BRUNT,HYDE PARK,,11/13/14,3
769,119 WINDHAM,HYDE PARK,,11/13/14,3
770,23 WINDHAM,HYDE PARK,,11/13/14,3
771,87 WINDHAM,HYDE PARK,,11/13/14,3
772,129 WOOD,HYDE PARK,,11/13/14,3
773,97-99 WOOD,HYDE PARK,,11/13/14,3
774,114 POWDER MILL,MAYNARD,,11/13/14,3
775,13-15 POWDER MILL,MAYNARD,,11/13/14,3
776,30 GRAFTON,MILLBURY,,11/13/14,3
777,GRAFTON,MILLBURY,,11/13/14,3
778,GRAFTON,MILLBURY,,11/13/14,3
779,27 PROVIDENCE,MILLBURY,,11/13/14,3
780,PROVIDENCE,MILLBURY,,11/13/14,3
781,PROVIDENCE,MILLBURY,,11/13/14,3
782,SUMMER,MILLBURY,,11/13/14,3
783,126 WEST MAIN,MILLBURY,,11/13/14,3
784,189 WEST MAIN,MILLBURY,,11/13/14,3
785,70 WORCESTER PROVIDENCE,MILLBURY,,11/13/14,3
786,169 INDIAN MEADOW,NORTHBORO,,11/13/14,3
787,1 THOREAU,NORTHBORO,,11/13/14,3
788,18 HUTCHINS,SHREWSBURY,,11/13/14,3
789,106 RUGGLES,WESTBOROUGH,,11/13/14,3
790,27 COLONIAL,WORCESTER,,11/13/14,3
791,HADWEN,WORCESTER,,11/13/14,3
792,5 HAVELOCK,WORCESTER,,11/13/14,3
793,286 HIGHLAND,WORCESTER,,11/13/14,3
794,328 HIGHLAND,WORCESTER,,11/13/14,3
795,334 HIGHLAND,WORCESTER,,11/13/14,3
796,HIGHLAND,WORCESTER,@ HIGHLAND TER,11/13/14,3
797,HOWLAND,WORCESTER,@ PLEASANT ST,11/13/14,3
798,33 MONROE,WORCESTER,,11/13/14,3
799,715 PLEASANT,WORCESTER,,11/13/14,3
800,756 PLEASANT,WORCESTER,,11/13/14,3
801,796 PLEASANT,WORCESTER,,11/13/14,3
802,7 SAINT ELMO,WORCESTER,,11/13/14,3
803,441 TEMPLE,WORCESTER,,11/13/14,3
804,MASSACHUSETTS,CAMBRIDGE,,11/12/14,3
805,MASSACHUSETTS,CAMBRIDGE,,11/12/14,3
806,47 BEAVER,FRAMINGHAM,,11/12/14,3
807,64 BEAVER PARK,FRAMINGHAM,,11/12/14,3
808,71A BEAVER PARK,FRAMINGHAM,,11/12/14,3
809,107 BEAVER TERRACE,FRAMINGHAM,,11/12/14,3
810,105 SECOND,FRAMINGHAM,,11/12/14,3
811,32B SECOND,FRAMINGHAM,,11/12/14,3
812,STILLMAN,FRAMINGHAM,@ HARDING RD,11/12/14,3
813,11 THIRD,FRAMINGHAM,,11/12/14,3
814,6 EXCHANGE,HOPKINTON,,11/12/14,3
815,MECHANIC,HOPKINTON,,11/12/14,3
816,22 GRASSMERE,HYDE PARK,,11/12/14,3
817,43 GRASSMERE,HYDE PARK,,11/12/14,3
818,6 PINE,MAYNARD,,11/12/14,3
819,9 BURBANK,MILLBURY,,11/12/14,3
820,1 CANAL,MILLBURY,,11/12/14,3
821,13 CAPTAIN PETER SIMPSON,MILLBURY,,11/12/14,3
822,5 CHURCH,MILLBURY,,11/12/14,3
823,7 FONTAINE,MILLBURY,,11/12/14,3
824,8 FONTAINE,MILLBURY,,11/12/14,3
825,38 HIGH,MILLBURY,,11/12/14,3
826,194 COLONY,PLYMOUTH,,11/12/14,3
827,14 SAVERY,PLYMOUTH,,11/12/14,3
828,78 WASHINGTON,SHREWSBURY,,11/12/14,3
829,WASHINGTON,SHREWSBURY,,11/12/14,3
830,119-121 HOPE,WORCESTER,,11/12/14,3
831,376 MAY,WORCESTER,,11/12/14,3
832,398 MAY,WORCESTER,,11/12/14,3
833,MAY,WORCESTER,,11/12/14,3
834,39 FAYERWEATHER,CAMBRIDGE,,11/10/14,3
835,MASSACHUSETTS,CAMBRIDGE,,11/10/14,3
836,348-350 WALDEN,CAMBRIDGE,,11/10/14,3
837,30 GRASSMERE,HYDE PARK,,11/10/14,3
838,31 GRASSMERE,HYDE PARK,,11/10/14,3
839,10 GARFIELD,MAYNARD,,11/10/14,3
840,17 WARREN,MAYNARD,,11/10/14,3
841,48 BEACH,MILLBURY,,11/10/14,3
842,23 LESLIE,MILLBURY,,11/10/14,3
843,9 LINCOLN,MILLBURY,,11/10/14,3
844,MARTIN,MILLBURY,,11/10/14,3
845,30 SOUTH MAIN,MILLBURY,,11/10/14,3
846,26 SULLIVAN,MILLBURY,,11/10/14,3
847,9 SULLIVAN,MILLBURY,,11/10/14,3
848,SULLIVAN,MILLBURY,,11/10/14,3
849,CRYSTAL POND,SOUTHBORO,,11/10/14,3
850,144 FREMONT,WORCESTER,,11/10/14,3
851,445 LAKE,WORCESTER,,11/10/14,3
852,179-181 FAYERWEATHER,CAMBRIDGE,,11/7/14,3
853,MASSACHUSETTS,CAMBRIDGE,,11/7/14,3
854,DEDHAM,DEDHAM,,11/7/14,3
855,353 WOOD,HOPKINTON,,11/7/14,2
856,2 EXCHANGE,HOPKINTON,,11/7/14,3
857,319 WOOD,HOPKINTON,,11/7/14,3
858,333 WOOD,HOPKINTON,,11/7/14,3
859,WOOD,HOPKINTON,,11/7/14,3
860,19 BEACH,MILLBURY,,11/7/14,3
861,BRIGHTSIDE,MILLBURY,,11/7/14,3
862,22 CROYDEN,MILLBURY,,11/7/14,3
863,234 MILLBURY,MILLBURY,,11/7/14,3
864,256 MILLBURY,MILLBURY,,11/7/14,3
865,266 MILLBURY,MILLBURY,,11/7/14,3
866,274 MILLBURY,MILLBURY,,11/7/14,3
867,294 MILLBURY,MILLBURY,,11/7/14,3
868,316 MILLBURY,MILLBURY,,11/7/14,3
869,322 MILLBURY,MILLBURY,,11/7/14,3
870,83 GATES,WORCESTER,,11/7/14,3
871,ENGLEWOOD,WORCESTER,,11/7/14,3
872,15 FAIRFIELD,WORCESTER,,11/7/14,3
873,FAIRFIELD,WORCESTER,,11/7/14,3
874,12 GLENDALE,WORCESTER,,11/7/14,3
875,163 GRAND,WORCESTER,,11/7/14,3
876,443 LAKE,WORCESTER,,11/7/14,3
877,101 SOUTHBRIDGE,AUBURN,,11/6/14,3
878,15 SOUTHBRIDGE,AUBURN,,11/6/14,3
879,385 SOUTHBRIDGE,AUBURN,,11/6/14,3
880,65 SOUTHBRIDGE,AUBURN,,11/6/14,3
881,SOUTHBRIDGE,AUBURN,,11/6/14,3
882,SOUTHBRIDGE,AUBURN,,11/6/14,3
883,1 ST MARK,AUBURN,,11/6/14,3
884,667 WASHINGTON,AUBURN,,11/6/14,3
885,1977-1979 MASSACHUSETTS,CAMBRIDGE,,11/6/14,3
886,2013 MASSACHUSETTS,CAMBRIDGE,,11/6/14,3
887,MASSACHUSETTS,CAMBRIDGE,,11/6/14,3
888,73 ORCHARD,CAMBRIDGE,,11/6/14,3
889,160 GARFIELD,HYDE PARK,,11/6/14,3
890,204 GARFIELD,HYDE PARK,,11/6/14,3
891,9 MACDONALD,HYDE PARK,,11/6/14,3
892,11 SUNNYSIDE,HYDE PARK,,11/6/14,3
893,27 SUNNYSIDE,HYDE PARK,,11/6/14,3
894,38 SUNNYSIDE,HYDE PARK,,11/6/14,3
895,42 SUNNYSIDE,HYDE PARK,,11/6/14,3
896,45 SUNNYSIDE,HYDE PARK,,11/6/14,3
897,51 BRIGHAM,MARLBORO,,11/6/14,3
898,602 BRIGHAM,MARLBORO,,11/6/14,3
899,100 GRACE,MARLBORO,,11/6/14,3
900,16 GRACE,MARLBORO,,11/6/14,3
901,MAPLE,MARLBORO,,11/6/14,3
902,27 PIONEER,MARLBORO,,11/6/14,3
903,37 PIONEER,MARLBORO,,11/6/14,3
904,26 WILSON,MARLBORO,,11/6/14,3
905,26 APT #9 WILSON,MARLBORO,,11/6/14,3
906,1-2 DARTMOUTH,MAYNARD,,11/6/14,3
907,OPP 3 CANAL,MILLBURY,,11/6/14,3
908,75 ELM,MILLBURY,,11/6/14,3
909,ELM,MILLBURY,,11/6/14,3
910,292 MAIN,NORTHBORO,,11/6/14,3
911,82 SUNSET,NORTHBORO,,11/6/14,3
912,303 BOSTON,SHREWSBURY,,11/6/14,3
913,11 MOSSLAND,SOMERVILLE,,11/6/14,3
914,10-12 BOYLSTON,WORCESTER,,11/6/14,3
915,8 BOYLSTON,WORCESTER,,11/6/14,3
916,BOYLSTON,WORCESTER,,11/6/14,3
917,11 FIRGLADE,WORCESTER,,11/6/14,3
918,4 HARTSHORN,WORCESTER,,11/6/14,3
919,7 MANOR,WORCESTER,,11/6/14,3
920,251 MAY,WORCESTER,,11/6/14,3
921,MAY,WORCESTER,,11/6/14,3
922,MAY,WORCESTER,@ MANOR ST,11/6/14,3
923,65 PASADENA,WORCESTER,,11/6/14,3
924,SEWARD,WORCESTER,@ WILSON ST,11/6/14,3
925,8 VAN,WORCESTER,,11/6/14,3
926,28 WILSON,WORCESTER,,11/6/14,3
927,47 WILSON,WORCESTER,,11/6/14,3
928,102 NORTH OXFORD,AUBURN,,11/5/14,3
929,32 PAKACHOAG,AUBURN,,11/5/14,3
930,65 SCHOOL,AUBURN,,11/5/14,3
931,27 SWORD,AUBURN,,11/5/14,3
932,33 SWORD,AUBURN,,11/5/14,3
933,36 SWORD,AUBURN,,11/5/14,3
934,45 SWORD,AUBURN,,11/5/14,3
935,20 WELLMAN,AUBURN,,11/5/14,3
936,28 WOODLAND,AUBURN,,11/5/14,3
937,330 IRVING,FRAMINGHAM,,11/5/14,2
938,2 BOSWORTH,FRAMINGHAM,,11/5/14,3
939,LEDGEWOOD,FRAMINGHAM,,11/5/14,3
940,1339 OLD WORCESTER,FRAMINGHAM,,11/5/14,3
941,13 RED COAT,FRAMINGHAM,,11/5/14,3
942,15 FARRIN,HYDE PARK,,11/5/14,3
943,6 FARRIN,HYDE PARK,,11/5/14,3
944,60 COMMONS,SHREWSBURY,,11/5/14,3
945,5 WEST MAIN,UPTON,,11/5/14,3
946,32 WILLIAMS,UPTON,,11/5/14,3
947,42 WILLIAMS,UPTON,,11/5/14,3
948,28 ELM,WESTBOROUGH,,11/5/14,3
949,36 CASCADE,WORCESTER,,11/5/14,3
950,JUDITH,WORCESTER,@ JUNE ST,11/5/14,3
951,388 JUNE,WORCESTER,,11/5/14,3
952,205 LINCOLN,WORCESTER,,11/5/14,3
953,228 LINCOLN,WORCESTER,,11/5/14,3
954,1256 MAIN,WORCESTER,,11/5/14,3
955,1296 MAIN,WORCESTER,,11/5/14,3
956,1340 MAIN,WORCESTER,,11/5/14,3
957,26 MARLAND,WORCESTER,,11/5/14,3
958,48 MARLAND,WORCESTER,,11/5/14,3
959,14 ARLINGTON,AUBURN,,11/4/14,3
960,123 BOYCE,AUBURN,,11/4/14,3
961,143 BOYCE,AUBURN,,11/4/14,3
962,158 BOYCE,AUBURN,,11/4/14,3
963,BOYCE,AUBURN,,11/4/14,3
964,BOYCE,AUBURN,,11/4/14,3
965,19 HILLIARD,CAMBRIDGE,,11/4/14,3
966,777 MEMORIAL,CAMBRIDGE,,11/4/14,3
967,133 BUSSEY,DEDHAM,@ CONGRESS PL,11/4/14,3
968,47 AGNES,FRAMINGHAM,,11/4/14,3
969,17 CLAUDETTE,FRAMINGHAM,,11/4/14,3
970,26 LYMAN,FRAMINGHAM,,11/4/14,3
971,LYMAN,FRAMINGHAM,,11/4/14,3
972,34 MCADAMS,FRAMINGHAM,,11/4/14,3
973,10 WESTVIEW,FRAMINGHAM,,11/4/14,3
974,27 FARRAR,HYDE PARK,,11/4/14,3
975,43 FARRAR,HYDE PARK,,11/4/14,3
976,49 HAPGOOD,SHREWSBURY,,11/4/14,3
977,369-371 ALEWIFE BROOK,SOMERVILLE,,11/4/14,3
978,WILLIAMS,UPTON,,11/4/14,3
979,19 AMESBURY,WORCESTER,,11/4/14,3
980,3 ARBOR VITAE,WORCESTER,,11/4/14,3
981,9 ARBOR VITAE,WORCESTER,,11/4/14,3
982,7 BLAIR,WORCESTER,@ HILLCREST AVE,11/4/14,3
983,320 LINCOLN,WORCESTER,,11/4/14,3
984,354 LINCOLN,WORCESTER,,11/4/14,3
985,645 LINCOLN,WORCESTER,,11/4/14,3
986,340 PLANTATION,WORCESTER,,11/4/14,3
987,PLANTATION,WORCESTER,,11/4/14,3
988,PLANTATION,WORCESTER,,11/4/14,3
989,61 SUNDERLAND,WORCESTER,,11/4/14,3
990,193 RINDGE,CAMBRIDGE,,11/3/14,3
991,20 BERKELEY,FRAMINGHAM,,11/3/14,3
992,8 JOANNE,FRAMINGHAM,,11/3/14,3
