ID,ADDRESS,TOWN,INTERSECTION,CLASSIFIED,GRADE
993,13 KNIGHT,FRAMINGHAM,,11/3/14,3
994,24 KNIGHT,FRAMINGHAM,,11/3/14,3
995,25 KNIGHT,FRAMINGHAM,,11/3/14,3
996,KNIGHT,FRAMINGHAM,,11/3/14,3
997,TEMPLE,FRAMINGHAM,,11/3/14,3
998,FAIRMOUNT,HYDE PARK,,11/3/14,3
999,2 NANCY,MAYNARD,,11/3/14,3
1000,10 MILK PORRIDGE,NORTHBORO,,11/3/14,3
1001,62 COLONIAL,SHREWSBURY,,11/3/14,3
1002,CURTIS,SOMERVILLE,@ POWERHOUSE BLVD,11/3/14,3
1003,HOMESTEAD,WESTBOROUGH,,11/3/14,3
1004,1801 WINDSOR RIDGE,WESTBOROUGH,,11/3/14,3
1005,233 BEVERLY,WORCESTER,,11/3/14,3
1006,CLOVER,WORCESTER,@ KNOX ST,11/3/14,3
1007,195 PARK,WORCESTER,,11/3/14,3
1008,198 PARK,WORCESTER,,11/3/14,3
1009,226-228 PARK,WORCESTER,,11/3/14,3
1010,237 PARK,WORCESTER,,11/3/14,3
1011,287 PARK,WORCESTER,,11/3/14,3
1012,399 PARK,WORCESTER,,11/3/14,3
1013,400 PARK,WORCESTER,,11/3/14,3
1014,509 PARK,WORCESTER,,11/3/14,3
1015,OPP 442 PARK,WORCESTER,,11/3/14,3
1016,PARK,WORCESTER,,11/3/14,3
1017,PARK,WORCESTER,,11/3/14,3
1018,137 PLEASANT,WORCESTER,,11/3/14,3
1019,1 HOLLIS,CAMBRIDGE,,10/31/14,3
1020,45 SPINELLI,CAMBRIDGE,,10/31/14,3
1021,20 WILSON,CAMBRIDGE,,10/31/14,3
1022,234 ADAMS,FAIRHAVEN,,10/31/14,3
1023,ADAMS,FAIRHAVEN,,10/31/14,3
1024,ENNEKING,HYDE PARK,,10/31/14,3
1025,234 FAIRMOUNT,HYDE PARK,,10/31/14,3
1026,48-52 FAIRMOUNT,HYDE PARK,,10/31/14,3
1027,222 HUDSON,MARLBORO,,10/31/14,3
1028,AIRPORT,WORCESTER,,10/31/14,3
1029,32 FARMINGTON,WORCESTER,,10/31/14,3
1030,9 INDIAN LAKE,WORCESTER,,10/31/14,3
1031,117 PLANTATION,WORCESTER,,10/31/14,3
1032,123 PLANTATION,WORCESTER,,10/31/14,3
1033,136 PLANTATION,WORCESTER,,10/31/14,3
1034,152 PLANTATION,WORCESTER,,10/31/14,3
1035,166 PLANTATION,WORCESTER,,10/31/14,3
1036,300 PLANTATION,WORCESTER,,10/31/14,3
1037,PLANTATION,WORCESTER,,10/31/14,3
1038,PLANTATION,WORCESTER,,10/31/14,3
1039,STAFFORD,WORCESTER,@ LUDLOW ST,10/31/14,3
1040,9 VARNUM,WORCESTER,,10/31/14,3
1041,150 THORNDIKE,CAMBRIDGE,,10/30/14,3
1042,156 ADAMS,FAIRHAVEN,,10/30/14,3
1043,160 ADAMS,FAIRHAVEN,,10/30/14,3
1044,163 ADAMS,FAIRHAVEN,,10/30/14,3
1045,1 BROOKVALE,FRAMINGHAM,,10/30/14,3
1046,58 LINDA,FRAMINGHAM,,10/30/14,3
1047,107 ROUNDTOP,FRAMINGHAM,,10/30/14,3
1048,ROUNDTOP,FRAMINGHAM,@ JANEBAR,10/30/14,3
1049,227-233 SOUTH,HOPKINTON,,10/30/14,3
1050,59 SOUTH,HOPKINTON,,10/30/14,3
1051,1 DERRY,HYDE PARK,,10/30/14,3
1052,HOSMER,MARLBORO,,10/30/14,3
1053,50 BUTLER,MAYNARD,,10/30/14,3
1054,42 ADAMS,WORCESTER,,10/30/14,3
1055,148 BROOKLINE,WORCESTER,,10/30/14,3
1056,21 CRESTON,WORCESTER,,10/30/14,3
1057,8 NORTH,WORCESTER,,10/30/14,3
1058,520 PARK,WORCESTER,,10/30/14,3
1059,580 PARK,WORCESTER,,10/30/14,3
1060,582 PARK,WORCESTER,,10/30/14,3
1061,295 PLEASANT,WORCESTER,,10/30/14,3
1062,385 PLEASANT,WORCESTER,,10/30/14,3
1063,475 PLEASANT,WORCESTER,,10/30/14,3
1064,585 PLEASANT,WORCESTER,,10/30/14,3
1065,PLEASANT,WORCESTER,,10/30/14,3
1066,PLEASANT,WORCESTER,,10/30/14,3
1067,PLEASANT,WORCESTER,,10/30/14,3
1068,42 SEMINOLE,WORCESTER,,10/30/14,3
1069,49 SEMINOLE,WORCESTER,,10/30/14,3
1070,27 VINCENT,DEDHAM,,10/29/14,3
1071,VINCENT,DEDHAM,@ CRANSTON AVE,10/29/14,3
1072,ADAMS,FAIRHAVEN,,10/29/14,3
1073,5 GARDNER,FAIRHAVEN,,10/29/14,3
1074,9 GARDNER,FAIRHAVEN,,10/29/14,3
1075,27 HAWTHORNE,FAIRHAVEN,,10/29/14,3
1076,80 BEACON,FRAMINGHAM,,10/29/14,3
1077,10 CRESTWOOD,FRAMINGHAM,,10/29/14,3
1078,24 HIGHGATE,FRAMINGHAM,,10/29/14,3
1079,172 LOCKLAND,FRAMINGHAM,,10/29/14,3
1080,176 LOCKLAND,FRAMINGHAM,,10/29/14,3
1081,182 LOCKLAND,FRAMINGHAM,,10/29/14,3
1082,184 LOCKLAND,FRAMINGHAM,,10/29/14,3
1083,198 LOCKLAND,FRAMINGHAM,,10/29/14,3
1084,200 LOCKLAND,FRAMINGHAM,,10/29/14,3
1085,96 DANNY,HYDE PARK,,10/29/14,3
1086,DEDHAM,HYDE PARK,@ GEORGETOWN,10/29/14,3
1087,13 TREMONT,MAYNARD,,10/29/14,3
1088,120 EASTON,NEW BEDFORD,,10/29/14,3
1089,KINGS MOUNTAIN,WEST BOYLSTON,,10/29/14,3
1090,WASHINGTON,WESTWOOD,@ MARSHALL ST,10/29/14,3
1091,11 BURNCOAT,WORCESTER,,10/29/14,3
1092,BURNCOAT,WORCESTER,,10/29/14,3
1093,16 ELIZABETH,WORCESTER,@ EARLE ST,10/29/14,3
1094,7 MANOR,WORCESTER,,10/29/14,3
1095,251 MAY,WORCESTER,,10/29/14,3
1096,262 MAY,WORCESTER,,10/29/14,3
1097,280 MAY,WORCESTER,,10/29/14,3
1098,330 MAY,WORCESTER,,10/29/14,3
1099,340 MAY,WORCESTER,,10/29/14,3
1100,351 MAY,WORCESTER,,10/29/14,3
1101,532 PLEASANT,WORCESTER,,10/29/14,3
1102,544 PLEASANT,WORCESTER,,10/29/14,3
1103,548 PLEASANT,WORCESTER,,10/29/14,3
1104,727 PLEASANT,WORCESTER,,10/29/14,3
1105,730 PLEASANT,WORCESTER,,10/29/14,3
1106,756 PLEASANT,WORCESTER,,10/29/14,3
1107,766 PLEASANT,WORCESTER,,10/29/14,3
1108,774 PLEASANT,WORCESTER,,10/29/14,3
1109,782 PLEASANT,WORCESTER,,10/29/14,3
1110,792 PLEASANT,WORCESTER,,10/29/14,3
1111,56 SAVIN,DEDHAM,,10/28/14,3
1112,50 WILDING,FAIRHAVEN,,10/28/14,3
1113,9 WILDING,FAIRHAVEN,,10/28/14,3
1114,1 HALLETT,FRAMINGHAM,,10/28/14,2
1115,CENTRAL,FRAMINGHAM,,10/28/14,3
1116,1452 CONCORD,FRAMINGHAM,,10/28/14,3
1117,40 GLEASON,FRAMINGHAM,,10/28/14,3
1118,HAYNES,FRAMINGHAM,,10/28/14,3
1119,6 MICHAUD,FRAMINGHAM,,10/28/14,3
1120,118 SUMMER,FRAMINGHAM,,10/28/14,3
1121,2 WINCH PARK,FRAMINGHAM,,10/28/14,3
1122,6 WINCH PARK,FRAMINGHAM,,10/28/14,3
1123,11 NAZNEEN,HOPKINTON,,10/28/14,3
1124,227 DANA,HYDE PARK,,10/28/14,3
1125,DANA,HYDE PARK,,10/28/14,3
1126,140 PITMAN,NEW BEDFORD,,10/28/14,3
1127,9 HARRISON,SOMERVILLE,,10/28/14,3
1128,43 BARNARD,WORCESTER,,10/28/14,3
1129,51 BARNARD,WORCESTER,,10/28/14,3
1130,19 OLGA,WORCESTER,@ ADOLPH ST,10/28/14,3
1131,796 PLEASANT,WORCESTER,,10/28/14,3
1132,812 PLEASANT,WORCESTER,,10/28/14,3
1133,830 PLEASANT,WORCESTER,,10/28/14,3
1134,874 PLEASANT,WORCESTER,,10/28/14,3
1135,907 PLEASANT,WORCESTER,,10/28/14,3
1136,927 PLEASANT,WORCESTER,,10/28/14,3
1137,940 PLEASANT,WORCESTER,,10/28/14,3
1138,PLEASANT,WORCESTER,,10/28/14,3
1139,PLEASANT,WORCESTER,,10/28/14,3
1140,PLEASANT,WORCESTER,,10/28/14,3
1141,10 LIVESEY,FAIRHAVEN,,10/27/14,3
1142,17 NANCY,FAIRHAVEN,,10/27/14,3
1143,5 AUBURN,FRAMINGHAM,,10/27/14,3
1144,SHAWMUT,NEW BEDFORD,,10/27/14,3
1145,1010 PLEASANT,WORCESTER,,10/27/14,3
1146,1135 PLEASANT,WORCESTER,,10/27/14,3
1147,1145 PLEASANT,WORCESTER,,10/27/14,3
1148,1280 PLEASANT,WORCESTER,,10/27/14,3
1149,996 PLEASANT,WORCESTER,,10/27/14,3
1150,OPP 1057 PLEASANT,WORCESTER,,10/27/14,3
1151,PLEASANT,WORCESTER,,10/27/14,3
1152,PLEASANT,WORCESTER,,10/27/14,3
1153,PLEASANT,WORCESTER,,10/27/14,3
1154,255 SHREWSBURY,WORCESTER,,10/27/14,3
1155,359 SHREWSBURY,WORCESTER,,10/27/14,3
1156,26 RUSTCRAFT,DEDHAM,,10/24/14,3
1157,12 LIVESEY,FAIRHAVEN,,10/24/14,3
1158,3 NEWTON,FAIRHAVEN,,10/24/14,3
1159,BOLTON,MARLBORO,,10/24/14,3
1160,BOLTON,MARLBORO,,10/24/14,3
1161,7 CULLINANE,MARLBORO,,10/24/14,3
1162,32 HOSMER,MARLBORO,,10/24/14,3
1163,38 HOSMER,MARLBORO,,10/24/14,3
1164,5 BROOKMAN,WORCESTER,,10/24/14,3
1165,2 ESTABROOK,WORCESTER,,10/24/14,3
1166,354 HAMILTON,WORCESTER,,10/24/14,3
1167,401 HAMILTON,WORCESTER,,10/24/14,3
1168,HAMILTON,WORCESTER,,10/24/14,3
1169,HAMILTON,WORCESTER,,10/24/14,3
1170,16 HEALY,WORCESTER,,10/24/14,3
1171,118 NORFOLK,WORCESTER,,10/24/14,3
1172,30 NORTHRIDGE,WORCESTER,,10/24/14,3
1173,20 ORIENT,WORCESTER,,10/24/14,3
1174,15 PALISADES,WORCESTER,,10/24/14,3
1175,23 PALISADES,WORCESTER,,10/24/14,3
1176,PILGRIM,WORCESTER,,10/24/14,3
1177,OPP 92 BRATTLE,CAMBRIDGE,,10/23/14,3
1178,BRATTLE,CAMBRIDGE,,10/23/14,3
1179,BRATTLE,CAMBRIDGE,,10/23/14,3
1180,23 EVERETT,CAMBRIDGE,,10/23/14,3
1181,32 HOLDEN,CAMBRIDGE,,10/23/14,3
1182,190-192 HOLWORTHY,CAMBRIDGE,,10/23/14,3
1183,HOLWORTHY,CAMBRIDGE,,10/23/14,3
1184,62 HOMER,CAMBRIDGE,,10/23/14,3
1185,612 HURON,CAMBRIDGE,,10/23/14,3
1186,41-43 LINNAEAN,CAMBRIDGE,,10/23/14,3
1187,41-43 LINNAEAN,CAMBRIDGE,,10/23/14,3
1188,42498,CAMBRIDGE,,10/23/14,3
1189,703 MOUNT AUBURN,CAMBRIDGE,,10/23/14,3
1190,28 ALDER,FRAMINGHAM,,10/23/14,3
1191,27 BRIARWOOD,FRAMINGHAM,,10/23/14,3
1192,198 BROOK,FRAMINGHAM,,10/23/14,3
1193,8 CORRINE,FRAMINGHAM,,10/23/14,3
1194,22 DRISCOLL,FRAMINGHAM,,10/23/14,3
1195,8 DRISCOLL,FRAMINGHAM,,10/23/14,3
1196,14 PAMELA,FRAMINGHAM,,10/23/14,3
1197,83 COMO,HYDE PARK,,10/23/14,3
1198,84 COMO,HYDE PARK,,10/23/14,3
1199,88 COMO,HYDE PARK,,10/23/14,3
1200,COMO,HYDE PARK,,10/23/14,3
1201,15 CRANMORE,HYDE PARK,,10/23/14,3
1202,55 CRANMORE,HYDE PARK,,10/23/14,3
1203,112 DALE,HYDE PARK,,10/23/14,3
1204,AMES,MARLBORO,,10/23/14,3
1205,74 ESSEX,MARLBORO,,10/23/14,3
1206,42 HELEN,MARLBORO,,10/23/14,3
1207,22 LIBBY,MARLBORO,,10/23/14,3
1208,138 PLEASANT,MARLBORO,,10/23/14,3
1209,281 PLEASANT,MARLBORO,,10/23/14,3
1210,28 RUTH,MARLBORO,,10/23/14,3
1211,ELM,MAYNARD,,10/23/14,3
1212,33-35 GLENDALE,MAYNARD,,10/23/14,3
1213,105 MAIN,MAYNARD,,10/23/14,3
1214,143 MAIN,MAYNARD,,10/23/14,3
1215,145 MAIN,MAYNARD,,10/23/14,3
1216,251 MAIN,MAYNARD,,10/23/14,3
1217,3 PERCIVAL,MAYNARD,,10/23/14,3
1218,13-15 RICE,MAYNARD,,10/23/14,3
1219,35 GARNER,STOW,,10/23/14,3
1220,484 GLEASONDALE,STOW,,10/23/14,3
1221,GLEASONDALE,STOW,,10/23/14,3
1222,GLEASONDALE,STOW,,10/23/14,3
1223,117 GREAT,STOW,,10/23/14,3
1224,155 GREAT,STOW,,10/23/14,3
1225,55 HARTLEY,STOW,,10/23/14,3
1226,24 CLARIDGE,WORCESTER,,10/23/14,3
1227,14 FRATERNAL,WORCESTER,,10/23/14,3
1228,HADWEN,WORCESTER,,10/23/14,3
1229,50 HILLCROFT,WORCESTER,,10/23/14,3
1230,74 HILLCROFT,WORCESTER,,10/23/14,3
1231,118 HOLDEN,WORCESTER,,10/23/14,3
1232,124 HOLDEN,WORCESTER,,10/23/14,3
1233,140 HOLDEN,WORCESTER,,10/23/14,3
1234,189 HOLDEN,WORCESTER,,10/23/14,3
1235,29 METCALF,WORCESTER,,10/23/14,3
1236,243 MILLBURY,WORCESTER,,10/23/14,3
1237,278 MILLBURY,WORCESTER,,10/23/14,3
1238,93 MORNINGSIDE,WORCESTER,,10/23/14,3
1239,119 MOWER,WORCESTER,,10/23/14,3
1240,35 MOWER,WORCESTER,,10/23/14,3
1241,353 MOWER,WORCESTER,,10/23/14,3
1242,36 MOWER,WORCESTER,,10/23/14,3
1243,MULBERRY,WORCESTER,,10/23/14,3
1244,151 MURRAY,WORCESTER,,10/23/14,3
1245,26 NAVASOTA,WORCESTER,,10/23/14,3
1246,OLD BROOK,WORCESTER,,10/23/14,3
1247,PARK,WORCESTER,,10/23/14,3
1248,PARK,WORCESTER,,10/23/14,3
1249,91 PARKTON,WORCESTER,,10/23/14,3
1250,5 PIEHL,WORCESTER,,10/23/14,3
1251,41 PROUTY,WORCESTER,,10/23/14,3
1252,125 PROVIDENCE,WORCESTER,,10/23/14,3
1253,CARLETON,CAMBRIDGE,,10/22/14,3
1254,13 CEDAR,CAMBRIDGE,,10/22/14,3
1255,CEDAR,CAMBRIDGE,,10/22/14,3
1256,96 CONCORD,CAMBRIDGE,,10/22/14,3
1257,20 HOLDEN,CAMBRIDGE,,10/22/14,3
1258,34-38 KIRKLAND,CAMBRIDGE,,10/22/14,3
1259,42 KIRKLAND,CAMBRIDGE,,10/22/14,3
1260,NEW,CAMBRIDGE,,10/22/14,3
1261,23 HOPKINS,FAIRHAVEN,,10/22/14,3
1262,HOWLAND,FAIRHAVEN,,10/22/14,3
1263,154 WATER,FRAMINGHAM,,10/22/14,3
1264,214 WATER,FRAMINGHAM,,10/22/14,3
1265,380 WATER,FRAMINGHAM,,10/22/14,3
1266,514 WATER,FRAMINGHAM,,10/22/14,3
1267,677 WATER,FRAMINGHAM,,10/22/14,3
1268,1260 WORCESTER,FRAMINGHAM,,10/22/14,3
1269,MENDON,HOPEDALE,,10/22/14,3
1270,NORTHROP,HOPEDALE,,10/22/14,3
1271,NORTHROP,HOPEDALE,,10/22/14,3
1272,54 COMO,HYDE PARK,,10/22/14,2
1273,42 COMO,HYDE PARK,,10/22/14,3
1274,79 COMO,HYDE PARK,,10/22/14,3
1275,80 COMO,HYDE PARK,,10/22/14,3
1276,147 HELEN,MARLBORO,,10/22/14,3
1277,157 HELEN,MARLBORO,,10/22/14,3
1278,HEMENWAY,MARLBORO,,10/22/14,3
1279,62 RIPLEY,MARLBORO,,10/22/14,3
1280,46 TELLER,MARLBORO,,10/22/14,3
1281,67 VEGA,MARLBORO,,10/22/14,3
1282,27-29 CRANE,MAYNARD,,10/22/14,3
1283,10 NICK,MAYNARD,,10/22/14,3
1284,22 O'MOORE,MAYNARD,,10/22/14,3
1285,3 TIGER,MAYNARD,,10/22/14,3
1286,5 PINE,NATICK,,10/22/14,3
1287,13 STRATFORD,NATICK,,10/22/14,3
1288,395 WORCESTER,NATICK,,10/22/14,3
1289,MARION,NORTHBRIDGE,,10/22/14,3
1290,41 ROBIN,NORTHBRIDGE,,10/22/14,3
1291,125 SHERYL,NORTHBRIDGE,,10/22/14,3
1292,364 HAMILTON,WORCESTER,,10/22/14,3
1293,123 HIGHLAND,WORCESTER,,10/22/14,3
1294,299 HIGHLAND,WORCESTER,,10/22/14,3
1295,HIGHLAND,WORCESTER,,10/22/14,3
1296,HIGHLAND,WORCESTER,,10/22/14,3
1297,HIGHLAND,WORCESTER,,10/22/14,3
1298,13-17 NEPTUNE,WORCESTER,,10/22/14,3
1299,21 NEPTUNE,WORCESTER,,10/22/14,3
1300,6 OLD COLONY,WORCESTER,,10/22/14,3
1301,80 OREAD,WORCESTER,,10/22/14,3
1302,18 OTTER,WORCESTER,,10/22/14,3
1303,9 PATCH RESERVOIR,WORCESTER,,10/22/14,3
1304,3 PELHAM,WORCESTER,,10/22/14,3
1305,98 PIEDMONT,WORCESTER,,10/22/14,3
1306,80 ROBINWOOD,DEDHAM,,10/21/14,3
1307,392 ALDEN,FAIRHAVEN,,10/21/14,3
1308,86 HOWLAND,FAIRHAVEN,,10/21/14,3
1309,15 SARATOGA,FAIRHAVEN,,10/21/14,3
1310,11 SPRINGHILL,FAIRHAVEN,,10/21/14,3
1311,3 CHAPPELWOOD,FRAMINGHAM,,10/21/14,3
1312,14 COLBY,FRAMINGHAM,,10/21/14,3
1313,105 ELM,FRAMINGHAM,,10/21/14,3
1314,HILLSIDE,FRAMINGHAM,,10/21/14,3
1315,235 WORCESTER,FRAMINGHAM,,10/21/14,3
1316,1 WOODVIEW,HOPKINTON,,10/21/14,3
1317,2 WOODVIEW,HOPKINTON,,10/21/14,3
1318,4 WOODVIEW,HOPKINTON,,10/21/14,3
1319,COLLINS,HYDE PARK,,10/21/14,3
1320,20 COMO,HYDE PARK,,10/21/14,3
1321,10 PATTI,MAYNARD,,10/21/14,3
1322,3 PATTI,MAYNARD,,10/21/14,3
1323,29 KIDDER,SOMERVILLE,,10/21/14,3
1324,43 KIDDER,SOMERVILLE,,10/21/14,3
1325,KIDDER,SOMERVILLE,@ 77 LIBERTY,10/21/14,3
1326,18-20 BERKELY,WORCESTER,,10/21/14,3
1327,EPWORTH,WORCESTER,@ WHIPPLE,10/21/14,3
1328,81 HEYWOOD,WORCESTER,,10/21/14,3
1329,96 HEYWOOD,WORCESTER,,10/21/14,3
1330,98 HEYWOOD,WORCESTER,,10/21/14,3
1331,OPP 36 MONROE,WORCESTER,,10/21/14,3
1332,81 MOORE,WORCESTER,,10/21/14,3
1333,86 MOORE,WORCESTER,,10/21/14,3
1334,416 MOWER,WORCESTER,,10/21/14,3
1335,420 MOWER,WORCESTER,,10/21/14,3
1336,460 MOWER,WORCESTER,,10/21/14,3
1337,416 NEW BOND,WORCESTER,,10/21/14,3
1338,92 NEW BOND,WORCESTER,,10/21/14,3
1339,NEWTON,WORCESTER,,10/21/14,3
1340,13 PONIKEN,WORCESTER,,10/21/14,3
1341,16 PONIKEN,WORCESTER,,10/21/14,3
1342,15 PROCTOR,WORCESTER,,10/21/14,3
1343,19 PROCTOR,WORCESTER,,10/21/14,3
1344,54 FRESH POND,CAMBRIDGE,,10/20/14,3
1345,257 ADAMS,FAIRHAVEN,,10/20/14,3
1346,13 BROWN,FAIRHAVEN,,10/20/14,3
1347,MAIN,FAIRHAVEN,,10/20/14,3
1348,8 MINA,FAIRHAVEN,,10/20/14,3
1349,7 WILDING,FAIRHAVEN,,10/20/14,3
1350,154 BEACON,FRAMINGHAM,,10/20/14,3
1351,52 BEACON,FRAMINGHAM,,10/20/14,3
1352,79 BEACON,FRAMINGHAM,,10/20/14,3
1353,798 OLD CONNECTICUT,FRAMINGHAM,,10/20/14,3
1354,OLD CONNECTICUT,FRAMINGHAM,,10/20/14,3
1355,105 SCHOOL,FRAMINGHAM,,10/20/14,3
1356,120 CHITTICK,HYDE PARK,,10/20/14,3
1357,19 CLEVELAND,HYDE PARK,,10/20/14,3
1358,1 MICHAEL,MAYNARD,,10/20/14,3
1359,31-41 NEW VISTA,WORCESTER,,10/20/14,3
1360,67-77 NEW VISTA,WORCESTER,,10/20/14,3
1361,11 ORMOND,WORCESTER,,10/20/14,3
1362,6-8 OSCEOLA,WORCESTER,,10/20/14,3
1363,65 PASADENA,WORCESTER,,10/20/14,3
1364,68 PASADENA,WORCESTER,,10/20/14,3
1365,20-22 SEVEN PINES,CAMBRIDGE,,10/17/14,3
1366,10 SPRINGHILL,FAIRHAVEN,,10/17/14,3
1367,6 WOODVIEW,HOPKINTON,,10/17/14,3
1368,6 WOODVIEW,HOPKINTON,,10/17/14,3
1369,8 WOODVIEW,HOPKINTON,,10/17/14,3
1370,124 CHILD,HYDE PARK,,10/17/14,3
1371,97 CHILD,HYDE PARK,,10/17/14,3
1372,71 CHITTICK,HYDE PARK,,10/17/14,3
1373,19 KING-ARTHUR,SHREWSBURY,,10/17/14,3
1374,ELLIOTT,WORCESTER,,10/17/14,3
1375,GREEN,WORCESTER,@ WINTER,10/17/14,3
1376,GREEN,WORCESTER,@ GOLD,10/17/14,3
1377,22 NORTH,WORCESTER,,10/17/14,3
1378,67 NORTH,WORCESTER,,10/17/14,3
1379,8 NORTH,WORCESTER,,10/17/14,3
1380,NORTH,WORCESTER,,10/17/14,3
1381,9 NOTTINGHAM,WORCESTER,,10/17/14,3
1382,NOTTINGHAM,WORCESTER,,10/17/14,3
1383,31 SHELBY,WORCESTER,,10/17/14,3
1384,198 BRATTLE,CAMBRIDGE,,10/16/14,3
1385,224 BRATTLE,CAMBRIDGE,,10/16/14,3
1386,2218 MASSACHUSETTS,CAMBRIDGE,,10/16/14,3
1387,7505 MASSACHUSETTS,CAMBRIDGE,,10/16/14,3
1388,SECOND,CAMBRIDGE,,10/16/14,3
1389,29 CHARLES,HYDE PARK,,10/16/14,3
1390,44 CHESTERFIELD,HYDE PARK,,10/16/14,3
1391,233 SOUTH,NORTHBORO,,10/16/14,3
1392,101 WHITNEY,NORTHBORO,,10/16/14,3
1393,368 WHITNEY,NORTHBORO,,10/16/14,3
1394,9-11 ARCADE,NORTHBRIDGE,,10/16/14,3
1395,38-40 DOUGLAS,NORTHBRIDGE,,10/16/14,3
1396,1 ELM,NORTHBRIDGE,,10/16/14,3
1397,ELM,NORTHBRIDGE,,10/16/14,3
1398,447 HILL,NORTHBRIDGE,,10/16/14,3
1399,LELAND,NORTHBRIDGE,,10/16/14,3
1400,40 PIEDMONT,NORTHBRIDGE,,10/16/14,3
1401,11 PLUMMER,NORTHBRIDGE,,10/16/14,3
1402,181 SHINING ROCK,NORTHBRIDGE,,10/16/14,3
1403,WHITIN,NORTHBRIDGE,,10/16/14,3
1404,64 BOYLSTON,SHREWSBURY,,10/16/14,3
1405,137 GRAFTON,SHREWSBURY,,10/16/14,3
1406,7 LONGMEADOW,WORCESTER,,10/16/14,3
1407,253 LOVELL,WORCESTER,,10/16/14,3
1408,253 LOVELL,WORCESTER,,10/16/14,3
1409,257 LOVELL,WORCESTER,,10/16/14,3
1410,295 LOVELL,WORCESTER,,10/16/14,3
1411,372 LOVELL,WORCESTER,,10/16/14,3
1412,98 LOVELL,WORCESTER,,10/16/14,3
1413,LOVELL,WORCESTER,,10/16/14,3
1414,105 MAY,WORCESTER,,10/16/14,3
1415,137 MAY,WORCESTER,,10/16/14,3
1416,160 MAY,WORCESTER,,10/16/14,3
1417,240 MAY,WORCESTER,,10/16/14,3
1418,251 MAY,WORCESTER,,10/16/14,3
1419,124 PAINE,WORCESTER,,10/16/14,3
1420,PAINE,WORCESTER,,10/16/14,3
1421,18 PATTISON,WORCESTER,,10/16/14,3
1422,PENN,WORCESTER,,10/16/14,3
1423,228 PROVIDENCE,WORCESTER,,10/16/14,3
1424,2203 MASSACHUSETTS,CAMBRIDGE,,10/15/14,3
1425,MASSACHUSETTS,CAMBRIDGE,,10/15/14,3
1426,439 MAIN,FAIRHAVEN,,10/15/14,3
1427,17 NEWBURY,FAIRHAVEN,,10/15/14,3
1428,EASTVIEW,HOPKINTON,@ ROBBERN,10/15/14,3
1429,3 SUSAN,HOPKINTON,,10/15/14,3
1430,20 BRUSH HILL,HYDE PARK,,10/15/14,3
1431,113 CENTRAL,HYDE PARK,,10/15/14,3
1432,8-12 YALE,MILFORD,,10/15/14,3
1433,6-8 OTIS,NORTHBORO,,10/15/14,3
1434,27 FIFTH,CAMBRIDGE,,10/14/14,3
1435,FIFTH,CAMBRIDGE,,10/14/14,3
1436,73 GORE,CAMBRIDGE,,10/14/14,3
1437,GORE,CAMBRIDGE,,10/14/14,3
1438,PEARL,CAMBRIDGE,,10/14/14,3
1439,48 BRADLEE,HYDE PARK,,10/14/14,3
1440,6 BRADLEE,HYDE PARK,,10/14/14,3
1441,16 BRUSH HILL,HYDE PARK,,10/14/14,3
1442,55 GRANDVIEW,PLYMOUTH,,10/14/14,3
1443,TURNPIKE,WESTBOROUGH,,10/12/14,3
1444,BRATTLE,CAMBRIDGE,,10/10/14,3
1445,ALDEN,FAIRHAVEN,,10/10/14,3
1446,HARDING,FAIRHAVEN,,10/10/14,3
1447,65 HOWLAND,FAIRHAVEN,,10/10/14,3
1448,HOWLAND,FAIRHAVEN,@ RIVER,10/10/14,3
1449,HOWLAND,FAIRHAVEN,,10/10/14,3
1450,188 ASH,HOPKINTON,,10/10/14,3
1451,211 ASH,HOPKINTON,,10/10/14,3
1452,87 WINDHAM,HYDE PARK,,10/10/14,2
1453,196 AUSTIN,HYDE PARK,,10/10/14,3
1454,248-250 AUSTIN,HYDE PARK,,10/10/14,3
1455,22 STONE,NORTHBORO,,10/10/14,3
1456,9 STONE,NORTHBORO,,10/10/14,3
1457,24 BOSTON,SOMERVILLE,,10/10/14,3
1458,799 CONCORD,CAMBRIDGE,,10/9/14,3
1459,ALDEN,FAIRHAVEN,,10/9/14,3
1460,295 MAIN,FAIRHAVEN,,10/9/14,3
1461,378 MAIN,FAIRHAVEN,,10/9/14,3
1462,MAIN,FAIRHAVEN,,10/9/14,3
1463,MAIN,FAIRHAVEN,@ RYLE,10/9/14,3
1464,5 WOOD,FAIRHAVEN,,10/9/14,3
1465,180 ASH,HOPKINTON,,10/9/14,2
1466,6 THAYER HEIGHTS,HOPKINTON,,10/9/14,3
1467,126 AUSTIN,HYDE PARK,,10/9/14,3
1468,39-41 MEACHAM,SOMERVILLE,,10/9/14,3
1469,34 HOOPER,WORCESTER,,10/9/14,3
1470,294 ALDEN,FAIRHAVEN,,10/8/14,3
1471,ALDEN,FAIRHAVEN,,10/8/14,3
1472,ALDEN,FAIRHAVEN,,10/8/14,3
1473,205 MAIN,FAIRHAVEN,,10/8/14,3
1474,275 MAIN,FAIRHAVEN,,10/8/14,3
1475,MAIN,FAIRHAVEN,,10/8/14,3
1476,59 ASHEVILLE,HYDE PARK,,10/8/14,3
1477,68 ASHEVILLE,HYDE PARK,,10/8/14,3
1478,4 HOME,NATICK,,10/8/14,3
1479,HOLMAN,SHREWSBURY,@ SPRING,10/8/14,3
