ID,ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE
395,630 MAIN,HOLDEN,SHREWSBURY ST,3-Mar-15,1
396,410 NORFOLK,HOLLISTON,,3-Mar-15,1
397,120 WARREN,MARLBORO,,3-Mar-15,1
398,42 COMMODORE,WORCESTER,COPLEY RD,3-Mar-15,1
399,DANNY,HYDE PARK,@ SANFORD ST,4-Mar-15,1
400,8 FORDHAM,MILFORD,,4-Mar-15,2
401,FRANKLIN,WORCESTER,@ BLOOMINGDALE CT,4-Mar-15,1
402,446 FRANKLIN,WORCESTER,,4-Mar-15,1
403,186 ELM,SOMERVILLE,TENNEY ST,13-Mar-15,2
404,45 HERBERT,FRAMINGHAM,WELLINGTON AVE,19-Mar-15,2
405,3 NOBEL,DEDHAM,SPRAGUE ST,4-Mar-15,1
406,41 WATERVILLE,GRAFTON,,4-Mar-15,2
407,83 SPRAGUE,HYDE PARK,,4-Mar-15,1
408,400 BOLTON,MARLBORO,,4-Mar-15,2
409,37 PARKER,NEW BEDFORD,@ CHESTNUT ST,4-Mar-15,1
410,11 HUNTER,NEW BEDFORD,MIDDLE ST,4-Mar-15,1
411,348 HAMILTON,WORCESTER,ANDERSON AVE,4-Mar-15,1
412,33 ELMWOOD,CAMBRIDGE,BRATTLE ST,5-Mar-15,2
413,8 YALE,MILFORD,,6-Mar-15,2
414,183 COLUMBIA,CAMBRIDGE,BROADWAY,12-Mar-15,2
415,5 WALDEN,CAMBRIDGE,MASS AVE,5-Mar-15,1
416,22 MANNING,HUDSON,CROSS ST,5-Mar-15,1
417,139 READVILLE,HYDE PARK,,5-Mar-15,1
418,2 SEARS ISLAND,WORCESTER,HUNTINGTON AVE,5-Mar-15,1
419,RIDGE,HOLLISTON,@ CHAMBERLIN ST,6-Mar-15,2
420,QUINCY,FAIRHAVEN,@ ALDEN RD,6-Mar-15,2
421,72-78 LUBY,MILFORD,,6-Mar-15,1
422,129 PARKER,NEEDHAM,,6-Mar-15,1
423,6 CHANDLER,WORCESTER,MURRAY AVE,6-Mar-15,1
424,18 WELLS,WORCESTER,PLANTATION ST,6-Mar-15,1
425,CHESTNUT,DARTMOUTH,@ FRANKLIN ST,10-Mar-15,2
426,26 WASHINGTON,MARLBORO,WASHINGTON ST,12-Mar-15,2
427,870 CONCORD,MARLBORO,,7-Mar-15,1
428,191 BEACON,SOMERVILLE,PARK ST,7-Mar-15,1
429,20 BENSON,WORCESTER,,7-Mar-15,1
430,18-20 WELLS,WORCESTER,,7-Mar-15,1
431,42 ALPINE,FAIRHAVEN,MAIN ST,17-Mar-15,2
432,92 HUDSON,MARLBORO,UNION ST,8-Mar-15,1
433,157 ESSEX,MARLBORO,,8-Mar-15,1
434,3 WEST HARTFORD,UXBRIDGE,,8-Mar-15,1
435,99 SIXTH,CAMBRIDGE,CHARLES ST,6-Apr-15,2
436,GARDEN,CAMBRIDGE,@ BERKELEY ST,9-Mar-15,1
437,33 EVERETT,CAMBRIDGE,OXFORD ST,9-Mar-15,1
438,8 GRINNELL,DARTMOUTH,LAUREL LN,9-Mar-15,2
439,22 PLEASANT,GRAFTON,,9-Mar-15,1
440,42 CHURCH,HUDSON,,9-Mar-15,1
441,COUNTY,MATTAPOISETT,@ UPLAND WAY,9-Mar-15,2
442,17 RIVER,MATTAPOISETT,,9-Mar-15,2
443,216 CHURCH,NORTHBRIDGE,,9-Mar-15,1
444,29 NEWBERNE,SOMERVILLE,,9-Mar-15,1
445,MURRAY,WORCESTER,PRESTON ST,9-Mar-15,1
446,29 EVERETT,CAMBRIDGE,,10-Mar-15,1
447,127 EDGEWATER,FRAMINGHAM,CROYDON RD,10-Mar-15,1
448,3 MEMORY,MILFORD,WEST ST,11-Mar-15,2
449,220-226 FAIRMOUNT,HYDE PARK,HIGHLAND ST,15-Apr-15,2
450,WALDEN,CAMBRIDGE,@ SAVILLE ST,10-Mar-15,1
451,61-63 HOWARD,CAMBRIDGE,HAYES ST,10-Mar-15,1
452,19-21 BRISTOL,CAMBRIDGE,,10-Mar-15,1
453,145 FAIRHAVEN,MATTAPOISETT,,10-Mar-15,1
454,6 WOODBINE,MAYNARD,,10-Mar-15,2
455,4 KELSEY,NATICK,,10-Mar-15,1
456,19 FLORENCE,NATICK,,10-Mar-15,1
457,19 BEECHMONT,WORCESTER,BANCROFT TOWER RD,10-Mar-15,1
458,125 FARRAR,WORCESTER,BEDFORD ST,10-Mar-15,1
459,6 CHANDLER,WORCESTER,MURRAY AVE,10-Mar-15,1
460,233 CANTERBURY,WORCESTER,S. CRYSTAL ST,10-Mar-15,1
461,25 FEDERAL,WORCESTER,,10-Mar-15,1
462,7 DAY,FAIRHAVEN,SCONTICUT NECK RD,11-Mar-15,2
463,LORING,HYDE PARK,@ WILLIAMS AVE,11-Mar-15,2
464,3 MEMORY,MILFORD,WEST ST,11-Mar-15,2
465,COVE,NEW BEDFORD,@ BROCK AVE,11-Mar-15,2
466,1381 COVE,NEW BEDFORD,BONNEY ST,11-Mar-15,2
467,EAST UNION,ASHLAND,@ WESSON RD,16-Mar-15,2
468,176 MAPLE,MARLBORO,HARVARD ST,16-Mar-15,2
469,18 JODIE,FRAMINGHAM,SINGLETARY LANE,18-Mar-15,2
470,BROCK,NEW BEDFORD,@ HUDSON ST,18-Mar-15,2
471,CLINTON,DARTMOUTH,@ TERRY DR,25-Mar-15,2
472,90 MIDDLE,FAIRHAVEN,LOGAN CT,29-Jun-15,2
473,126 COUNTY,FREETOWN,,11-Mar-15,1
474,313 WAREHAM,MARION,HERMITAGE RD,11-Mar-15,1
475,190 EDGEWATER,NEEDHAM,,11-Mar-15,1
476,2629 ACUSHNET,NEW BEDFORD,ELLIOT ST,11-Mar-15,1
477,469 GLEASONDALE,STOW,,11-Mar-15,1
478,41 WILLIAMS,UPTON,DAIRY DR,11-Mar-15,1
479,28 PIEDMONT,WORCESTER,DAVIS ST,11-Mar-15,1
480,16 WORTH,WORCESTER,,11-Mar-15,1
481,74 NORTON,DARTMOUTH,HARVEY ST,12-Mar-15,2
482,2629 ACUSHNET,NEW BEDFORD,KENMORE ST,12-Mar-15,2
483,33 HOLLY,HOLLISTON,HIGH ROCK RD,12-Mar-15,1
484,33 HOLLY,HOLLISTON,HILL ROCK RD,12-Mar-15,1
485,4 NORTH BOW,MILFORD,MAIN ST,12-Mar-15,1
486,TARKILN HILL,NEW BEDFORD,@ CONDUIT ST,12-Mar-15,1
487,222 CHURCH,NORTHBRIDGE,,12-Mar-15,1
488,EAST UNION,ASHLAND,CEDAR ST,16-Mar-15,2
489,126 STACKHOUSE,DARTMOUTH,ROCKDALE AVE,14-May-15,2
490,ELM,SOMERVILLE,AT CEDAR ST,16-Oct-15,2
491,AIRPORT,WORCESTER,GODDARD MEMORIAL DR,21-Oct-15,2
492,MOUNT AUBURN,CAMBRIDGE,@ HILLIARD ST,13-Mar-15,1
493,29 MAPLE,CAMBRIDGE,MARIE AVE,13-Mar-15,2
494,88 RUSSELLS MILLS,DARTMOUTH,,13-Mar-15,2
495,66 KENT,HUDSON,,13-Mar-15,1
496,42 BOUDREAU,MARLBORO,,13-Mar-15,1
497,233 SAWYER,NEW BEDFORD,ACUSHNUT AVE,13-Mar-15,1
498,9 MONICA,WORCESTER,,13-Mar-15,1
499,WINTER,FRAMINGHAM,@ MAYHEM ST,15-Mar-15,1
500,150 GROVE,WORCESTER,,16-Mar-15,2
501,8 BUNKER,NATICK,COURSE BROOK LN,19-Mar-15,2
502,7 CENTRE,CAMBRIDGE,HANCOCK ST,3-Apr-15,2
503,133 STACKHOUSE,DARTMOUTH,,13-May-15,2
504,CONDUIT,ACUSHNET,@ MYRTLE AVE,14-May-15,2
505,WATER,FRAMINGHAM,@ PAMELA DR,30-Jun-15,2
506,1801 ACUSHNET,NEW BEDFORD,@ BATES ST,14-Mar-15,1
507,85 FORBES,WESTWOOD,,14-Mar-15,1
508,19 BEECHMONT,WORCESTER,BANCROFT TOWER ROAD,14-Mar-15,2
509,21 PEACEDALE,WORCESTER,DYBECK ST,14-Mar-15,1
510,167 KING PHILIP,WORCESTER,W. BOYLSTON ST,14-Mar-15,1
511,8 SARATOGA,FAIRHAVEN,SPRINGHILL ST,18-Mar-15,2
512,WATER,MILFORD,@ OLIVER ST,20-Mar-15,2
513,19 WINTER,FRAMINGHAM,MAYHEM ST,15-Mar-15,1
514,18 WORTH,WORCESTER,WARD ST,15-Mar-15,1
515,17 BROOK,FAIRHAVEN,HILL ST,16-Mar-15,2
516,916 HILLCREST,NEW BEDFORD,HOLLY TREE LN,16-Mar-15,2
517,4128 ACUSHNET,NEW BEDFORD,,16-Mar-15,2
518,1799-1801 ACUSHNET,NEW BEDFORD,,16-Mar-15,2
519,677 SOUTH,SHREWSBURY,ARCH ST,16-Mar-15,2
520,ELLIOTT,WORCESTER,@ MERRIFIELD ST,16-Mar-15,1
521,MURRAY,WORCESTER,PRESTON ST,16-Mar-15,1
522,257 MOWER,WORCESTER,WESTMORLAND DR,17-Mar-15,3
523,171 GREENSBORO,DEDHAM,,18-Mar-15,2
524,17 BEECHMONT,WORCESTER,BANCROFT TOWER RD,24-Mar-15,2
525,1550 WORCESTER,FRAMINGHAM,COUNTRY CLUB LANE,25-Mar-15,2
526,47 CLOUGH,DEDHAM,,17-Mar-15,1
527,200 HIGHLAND,DEDHAM,,17-Mar-15,2
528,35 DAVIS-BROOK,NATICK,,17-Mar-15,1
529,BELLEVILLE,NEW BEDFORD,@ COFFIN AVE,17-Mar-15,1
530,WING,NEW BEDFORD,@ PURCHASE ST,17-Mar-15,1
531,MURRAY,WORCESTER,DALE ST,17-Mar-15,1
532,47 ARROWHEAD,DARTMOUTH,ELM ST,18-Mar-15,2
533,18 JODIE,FRAMINGHAM,,18-Mar-15,2
534,17 RIVER,MATTAPOISETT,APPALOOSA LN,19-Mar-15,2
535,WEEDEN,FAIRHAVEN,@ MONTAUK AVE,20-Mar-15,2
536,33 SUMMIT,FRAMINGHAM,WELLINGTON AVE,30-Mar-15,2
537,58 ONTARIO,HUDSON,@ SARATOGA DR,18-Mar-15,1
538,33 MAPLE,MARLBORO,,18-Mar-15,1
539,81 APPLEWOOD,MARLBORO,RIDGE RD,19-Mar-15,2
540,MAPLE,CAMBRIDGE,@ MARIE AVE,12-Aug-15,2
541,60 VASSAR,CAMBRIDGE,,19-Mar-15,1
542,7 RIVER,NATICK,SCHALLER ST,19-Mar-15,1
543,140 CLARK,NEW BEDFORD,,19-Mar-15,2
544,140 CLARK,NEW BEDFORD,,19-Mar-15,2
545,54 MARKED TREE,NEEDHAM,,20-Mar-15,2
546,399 BELLEVILLE,NEW BEDFORD,COFFIN AVE,20-Mar-15,2
547,228 PROVIDENCE,WORCESTER,DOANE ST,20-Mar-15,1
548,9 DOLLY,WORCESTER,IDA RD,20-Mar-15,1
549,7 GOODRICH,MILFORD,COURT ST,23-Mar-15,2
550,18 JUDSON,WORCESTER,GROVE ST,23-Mar-15,2
551,4 WENZELL,ASHLAND,WILLIAMS RD,24-Mar-15,2
552,3 SPRING,HOPKINTON,SPRING ST,24-Mar-15,2
553,2294 MASSACHUSETTS,CAMBRIDGE,,25-Mar-15,2
554,31 THOMPSON,MAYNARD,ELMWOOD ST,30-Mar-15,2
555,65 CENTRAL,SOMERVILLE,HIGHLAND AVE,3-Apr-15,2
556,598 SLOCUM,DARTMOUTH,GOLF ST,21-May-15,2
557,184-186 LOCKLAND,FRAMINGHAM,,21-Mar-15,1
558,467 COTTAGE,NEW BEDFORD,PARKER ST,21-Mar-15,1
559,467 COTTAGE,NEW BEDFORD,,21-Mar-15,1
560,3 LUND,WORCESTER,,21-Mar-15,1
561,85.5 PROSPECT,WORCESTER,,21-Mar-15,1
562,7 GOODRICH,MILFORD,NORTH BOW ST,23-Mar-15,1
563,68 PROVIDENCE,SUTTON,BLACKSTONE ST,25-Mar-15,2
564,737 CHARLES RIVER,NEEDHAM,,22-Mar-15,1
565,13 ARCH,NEW BEDFORD,,23-Mar-15,2
566,396 BROCK,NEW BEDFORD,,23-Mar-15,2
567,212-218 SANDTRAP,NORTHBRIDGE,,23-Mar-15,2
568,18 COLUMBUS,DARTMOUTH,COVE RD,26-Mar-15,2
569,2 BAYVIEW,FAIRHAVEN,MANHATTAN AVE,27-Apr-15,2
570,BLISS,DARTMOUTH,@ HEMLOCK ST,1-May-15,2
571,15 CENTRE,CAMBRIDGE,DANA ST,24-Mar-15,1
572,12 WEBSTER,DARTMOUTH,,24-Mar-15,2
573,25 OAK,WORCESTER,KENDALL ST,24-Mar-15,1
574,58 ONTARIO,HUDSON,@ SARATOGA DR,25-Mar-15,1
575,41-43 ONTARIO,HUDSON,SARATOGA DR,26-Mar-15,2
576,33 KIRKLAND,CAMBRIDGE,,27-Mar-15,2
577,1550 WORCESTER,FRAMINGHAM,,25-Mar-15,1
578,602 BRIGHAM,MARLBORO,GUNNAR DR,30-Mar-15,2
579,33 WINTER,CAMBRIDGE,SCIARAPPA ST,26-Mar-15,1
580,15 FRONT,MARLBORO,EAST MAIN ST,26-Mar-15,1
581,20-24 MAPLE,NEEDHAM,,26-Mar-15,1
582,1215-1229 PROVIDENCE,NORTHBRIDGE,NORTHERN ST,26-Mar-15,1
583,83 WILLARD,WESTWOOD,ST. DENNIS DR,26-Mar-15,2
584,PARK,WORCESTER,@ RUSSELL ST,26-Mar-15,1
585,228 PROVIDENCE,WORCESTER,,26-Mar-15,1
586,184-186 WEST BOYLSTON,WEST BOYLSTON,SHRINE AVE,13-Apr-15,2
587,223 ARTHUR,FRAMINGHAM,ROUTE 126,27-Mar-15,1
588,327 WAVERLY,FRAMINGHAM,SECOND ST,27-Mar-15,1
589,46 LIZOTTE,MARLBORO,WILLIAMS ST,27-Mar-15,1
590,32 WALDEN,MILFORD,CEDAR ST,27-Mar-15,1
591,129 LINDEN,NEEDHAM,,27-Mar-15,2
592,7 ELLSMERE,WORCESTER,ADAMS ST,27-Mar-15,1
593,7 TRINITY,MILFORD,,28-Mar-15,1
594,93 WINFIELD,HOLDEN,,29-Mar-15,1
595,10 HIGLEY,ASHLAND,E. UNION ST,2-Apr-15,2
596,117 MAIN,ASHLAND,FRONT ST,28-Mar-15,1
597,96 NORTH MAIN,CARVER,,28-Mar-15,1
598,6 TORRINGTON,FAIRHAVEN,,30-Mar-15,2
599,245 HAMPSHIRE,CAMBRIDGE,DICKINSON ST,28-May-15,2
600,10 GARFIELD,ACUSHNET,,30-Mar-15,2
601,18 FIELD,CAMBRIDGE,CHILTON ST,30-Mar-15,1
602,155 NORTH MAIN,MILLBURY,,30-Mar-15,1
603,129 CARROLL,NEW BEDFORD,,30-Mar-15,2
604,180 TURNPIKE,WESTBOROUGH,,30-Mar-15,1
605,560 MAIN,HUDSON,,31-Mar-15,2
606,22 BYRON,NEW BEDFORD,,2-Apr-15,2
607,21 TANAGER,SHREWSBURY,,13-Apr-15,2
608,98 LAFAYETTE,NEW BEDFORD,IRVINGTON ST,5-May-15,2
609,FARMFIELD,FAIRHAVEN,@ STETSON AVE,14-May-15,2
610,41 MILL,MARION,,31-Mar-15,2
611,75 WALKER,MARLBORO,,31-Mar-15,1
612,107 CAMERON,MARLBORO,,31-Mar-15,1
613,25 LEWIS,MAYNARD,,31-Mar-15,1
614,12 STODDARD,UPTON,,31-Mar-15,1
615,108 WAVERLY,ASHLAND,ROBERTS RD,1-Apr-15,2
616,40 FITZGERALD,MARLBORO,SUNSET CIR,1-Apr-15,2
617,273 CAMBRIDGE,WORCESTER,HACKER ST,6-Apr-15,2
618,443 GREENLODGE,DEDHAM,FLINTLOCK LN,10-Apr-15,2
619,18 COLUMBUS,DARTMOUTH,COLE RD,16-Apr-15,2
620,52 CHECKERBERRY,FRAMINGHAM,@ RICKEY DR,27-Apr-15,2
621,6 FRANKLIN,DARTMOUTH,,1-Apr-15,1
622,10 OAK,WORCESTER,KENDALL ST,1-Apr-15,1
623,UNION,ASHLAND,COLUMBUS AVE,2-Apr-15,2
624,85-93 SPRING,MARLBORO,FRYE ST,3-Apr-15,2
625,131 WAVERLY,ASHLAND,ROBERTS RD,6-Apr-15,2
626,135 WAVERLY,ASHLAND,,6-Apr-15,2
627,MANHATTAN,FAIRHAVEN,@ HIGHLAND ST,6-Apr-15,1
628,45 COMMERCE,DEDHAM,WALNUT ST,19-Sep-15,2
629,4 GARFIELD,MAYNARD,,2-Apr-15,1
630,ROBESON,NEW BEDFORD,@ RICHMOND ST,2-Apr-15,2
631,14 COLUMBUS,ASHLAND,UNION ST,3-Apr-15,2
632,17 PINEHURST,AUBURN,LINCOLN ST,3-Apr-15,1
633,BRIDGE,DEDHAM,@ FAIRFIELD ST,7-Apr-15,2
634,241 WEST CENTRAL,NATICK,NEWFIELD DR,8-Apr-15,2
635,8 HEARTHSTONE,WAYLAND,LANGDON RD,13-Apr-15,2
636,PROSPECT,HYDE PARK,@ FAIRMOUNT AVE,14-Apr-15,2
637,119 MAIN,ASHLAND,,3-Apr-15,1
638,280 BOSTON PROVIDENCE,DEDHAM,,3-Apr-15,1
639,17 LOUIS,HOLLISTON,,3-Apr-15,1
640,412 COOK,MARLBORO,FARM RD,3-Apr-15,1
641,41 HIGHLAND,NEW BEDFORD,,3-Apr-15,2
642,4 NORTH BOW,MILFORD,MAIN ST,6-Apr-15,2
643,14 CHERRY,SOUTHBORO,PLEASANT ST,14-Oct-15,2
644,20 ALGOSI,MARLBORO,CULHANE DR,26-May-15,2
645,47 WILLARD,WESTWOOD,,5-Apr-15,1
646,15 GLENDALE,HUDSON,,6-Apr-15,1
647,25 PRESTON,MARLBORO,ELM ST,6-Apr-15,1
648,26 GOULD,NEEDHAM,BEECH ST,6-Apr-15,1
649,9 EDGEWOOD,WORCESTER,,6-Apr-15,1
650,OPP 219 WHEELOCK,MILLBURY,GRAFTON RD,7-Apr-15,2
651,20 ALGOSI,MARLBORO,@ CULLINANE DR,26-May-15,2
652,105 SECOND,FRAMINGHAM,TARALLI TER,5-Oct-15,2
653,SECOND,FRAMINGHAM,@ BEAVER TERRACE CIR,6-Oct-15,2
654,14 FOREST,NATICK,,7-Apr-15,1
655,95 JEAN,MARLBORO,RAYMOND RD,13-Apr-15,2
656,HOLDEN,WORCESTER,@ SMITH LN,10-May-15,2
657,1502 ACUSHNET,NEW BEDFORD,COFFIN AVE,8-Jun-15,2
658,20 NORTH MAIN,GRAFTON,,8-Apr-15,1
659,16 ADAM WHEELER,HOLLISTON,GOULDING ST,8-Apr-15,2
660,200 RIVERSIDE,NEW BEDFORD,,8-Apr-15,1
661,9 JOHN WINTHROP,DARTMOUTH,,9-Apr-15,2
662,52 CHECKERBERRY,FRAMINGHAM,RICKY DR,27-Apr-15,2
663,10 BOW,SOMERVILLE,WARREN AVE,1-May-15,2
664,211 CAROLINE,NEW BEDFORD,,5-May-15,2
665,77 NEHOIDEN,NEEDHAM,,9-Apr-15,1
666,91 WATERFORD,WORCESTER,JUNE ST,9-Apr-15,1
667,770-792 WATER,FRAMINGHAM,EDGELL RD,10-Apr-15,1
668,19 AMORY,MAYNARD,HAZELWOOD RD,10-Apr-15,2
669,8 HEARTHSTONE,WAYLAND,LANGDON RD,13-Apr-15,2
670,10 RICKY,FRAMINGHAM,CHECKERBERRY LN,27-Apr-15,2
671,8 MESERVE,HOPKINTON,,1-May-15,2
672,45 PROSPECT,ASHLAND,,10-Apr-15,1
673,19 AMORY,MAYNARD,,10-Apr-15,1
674,18 TRINITY,NEW BEDFORD,,10-Apr-15,2
675,22 JOHNSTON,STOW,,10-Apr-15,2
676,PROVIDENCE,WORCESTER,@ DOANE ST,10-Apr-15,1
677,97 CANTERBURY,WORCESTER,,12-Apr-15,1
678,30 BONNEY,HOLLISTON,,8-May-15,2
679,1105-1107 COUNTY,NEW BEDFORD,DAVID CT,13-Apr-15,2
680,55 HARTLEY,STOW,,13-Apr-15,2
681,WEST UPSALA,WORCESTER,@ VERNON ST,13-Apr-15,1
682,50 AMES,CAMBRIDGE,,15-Apr-15,2
683,42720 SOUTHWEST,WESTWOOD,ROUTE 1,13-May-15,1
684,ACUSHNET,NEW BEDFORD,@ DOVER ST,20-May-15,2
685,7 LONG,FAIRHAVEN,,14-Apr-15,1
686,8 SARTELL,GRAFTON,,14-Apr-15,1
687,362 WEBSTER,NEEDHAM,PARK AVE,14-Apr-15,2
688,180 MILK,WESTBOROUGH,,14-Apr-15,1
689,VERNON,WORCESTER,@ WEST UPSALA,14-Apr-15,1
690,93 SPRING,NEW BEDFORD,@ SEVENTH ST,29-Apr-15,2
691,57 COTTAGE,NEW BEDFORD,@ BEDFORD ST,12-May-15,2
692,54 EVELINA,MARLBORO,SCHOFIELD ST,24-Oct-15,2
693,3 QUINCY,FAIRHAVEN,ADAMS ST,16-Nov-15,3
694,41 THOMPSON,MAYNARD,PARK ST,27-Nov-15,2
695,90 ELM,NEW BEDFORD,BROCK AVE,15-Apr-15,2
696,552 KIRBY,NEW BEDFORD,,15-Apr-15,2
697,34-36 EMMA,NEW BEDFORD,,15-Apr-15,2
698,6 HILLANDO,SHREWSBURY,,15-Apr-15,2
699,166 MILK,WESTBOROUGH,,15-Apr-15,1
700,278 MILLBURY,WORCESTER,CANTON ST,15-Apr-15,1
701,STACKHOUSE,DARTMOUTH,ROCKDALE AVE,22-Apr-15,2
702,661 CONCORD,FRAMINGHAM,VALENTINE RD,1-May-15,2
703,373 BELLEVILLE,NEW BEDFORD,DEANE ST,7-May-15,2
704,NORTH,MATTAPOISETT,TOWER RD,22-May-15,2
705,81 WATER,MARION,@ VINE ST,1-Jun-15,2
706,15-17 CURVE,DEDHAM,COLBURN ST,16-Apr-15,1
707,19-21 CURVE,DEDHAM,,16-Apr-15,1
708,30 CALUMET,NEW BEDFORD,,16-Apr-15,2
709,203 BELLEVILLE,NEW BEDFORD,,16-Apr-15,1
710,41 SKIPPING STONE,PLYMOUTH,,16-Apr-15,1
711,67 OAK,PLYMOUTH,,16-Apr-15,1
712,49-51 HOLLAND,SOMERVILLE,WALLACE ST,16-Apr-15,1
713,310 TURNPIKE,WESTBOROUGH,,16-Apr-15,1
714,161 MELROSE,NEEDHAM,,17-Apr-15,2
715,VINCENT,GRAFTON,,17-Apr-15,1
716,31-33 WASHINGTON,MARLBORO,,17-Apr-15,1
717,KINGS MOUNTAIN,WEST BOYLSTON,@ MAPLE ST,17-Apr-15,1
718,38 HARRINGTON,WORCESTER,HAMILTON ST,17-Apr-15,1
719,38 HARRINGTON,WORCESTER,,17-Apr-15,1
720,770-792 WATER,FRAMINGHAM,,21-Apr-15,2
721,881 TERRY,NEW BEDFORD,,19-Jun-15,2
722,200-212 CHARLES,CAMBRIDGE,SIXTH ST,18-Apr-15,1
723,105-107 WEST MAIN,MILLBURY,BURBANK ST,18-Apr-15,1
724,44 MANSFIELD,FRAMINGHAM,,20-Apr-15,1
725,115 INMAN,CAMBRIDGE,,24-Apr-15,2
726,19 DUFFETT,FRAMINGHAM,,21-Apr-15,1
727,152 WASHINGTON,HOLLISTON,,21-Apr-15,1
728,101 EDINBORO,MARLBORO,CHURCH ST,21-Apr-15,1
729,82 ARMOUR,NEW BEDFORD,,21-Apr-15,1
730,373 BELLEVILLE,NEW BEDFORD,,21-Apr-15,2
731,42691 OAKLAND,SHREWSBURY,,23-Apr-15,2
732,42497 VERNON,FRAMINGHAM,OAK ST,29-Apr-15,2
733,ROCKDALE,NEW BEDFORD,,5-May-15,2
734,BEECHMONT,WORCESTER,@ BANCROFT TOWER RD,11-May-15,2
735,54 EAST MAIN,WESTBOROUGH,,5-Aug-15,2
736,WESTBOROUGH,WORCESTER,,1-Sep-15,2
737,3 CLARENDON,AUBURN,,22-Apr-15,1
738,207 ROCKDALE,DARTMOUTH,STACKHOUSE ST,22-Apr-15,2
739,73-85 MILLHAM,MARLBORO,DUDLEY ST,22-Apr-15,1
740,11 MAIN,MILFORD,,22-Apr-15,1
741,85 WINSOR,NEW BEDFORD,,22-Apr-15,1
742,LYMAN,FRAMINGHAM,@ CLAUDETTE CIR,24-Apr-15,2
743,38 EAST MAIN,WESTBOROUGH,ON PROSPECT ST,10-Jul-15,2
744,17-25 WEST MAIN,WESTBOROUGH,,10-Jul-15,2
745,40 SOUTH,WESTBOROUGH,ON COTTAGE ST,5-Aug-15,2
746,35 SOUTH,WESTBOROUGH,,6-Aug-15,2
747,133 PURCHASE,MILFORD,,23-Apr-15,1
748,179 BODEN,NATICK,GREENLEAF RD,23-Apr-15,1
749,81 DAVIS,NEW BEDFORD,,23-Apr-15,2
750,22-24 FELTON,NEW BEDFORD,,23-Apr-15,2
751,42691 OAKLAND,SHREWSBURY,,23-Apr-15,2
752,163 HOLLY,NEW BEDFORD,,22-May-15,3
753,212 ELM,SOMERVILLE,BOWERS AVE,12-Nov-15,2
754,219 ELM,SOMERVILLE,GROVE ST,8-Dec-15,2
755,115 INMAN,CAMBRIDGE,,24-Apr-15,1
756,2 MARSTON,NATICK,GLEN ST,24-Apr-15,1
757,336 DAVIS,NEW BEDFORD,,24-Apr-15,2
758,78 HOLMAN,SHREWSBURY,,3-Sep-15,2
759,10 HIGLEY,ASHLAND,E. UNION ST,16-Oct-15,2
760,29 DOUGLAS,UXBRIDGE,CARNEY ST,25-Nov-15,2
761,ELLIOTT,WORCESTER,@ MERRIFIELD ST,2-Sep-15,2
762,OXFORD,NATICK,@ WHITTIER RD,21-Oct-15,2
763,37 COBBLESTONE,WORCESTER,,26-Apr-15,1
764,9 NELSON,NORTHBORO,DAVIS ST,3-Jun-15,2
765,76 KINNAIRD,CAMBRIDGE,PUTNAM AVE,27-Apr-15,1
766,251 FAUNCE CORNER,DARTMOUTH,,27-Apr-15,1
767,182 SUMMER,FRAMINGHAM,BEACON ST,27-Apr-15,2
768,24 PEARL,MILFORD,,27-Apr-15,1
769,9 BURNING TREE,NATICK,,27-Apr-15,1
770,42372 GRANDVIEW,HOPKINTON,,28-Apr-15,2
771,35 HACKER,FAIRHAVEN,CASCO ST,3-Jun-15,2
772,159 BRIDGE,DEDHAM,,28-Apr-15,2
773,4 SADIE,HOPKINTON,,28-Apr-15,2
774,6 BROWN,MARLBORO,HIGH ST,28-Apr-15,1
775,81 PACELLA,DEDHAM,,29-Apr-15,2
776,109 WEST MILTON,HYDE PARK,READVILLE ST,30-Jun-15,2
777,39 CENTRE,NATICK,,19-Aug-15,2
778,3 GREENLEAF,WORCESTER,PLEASANT ST,20-Aug-15,2
779,MASSACHUSETTS,CAMBRIDGE,@ HARVEY ST,17-Nov-15,2
780,42497 VERNON,FRAMINGHAM,OAK ST,29-Apr-15,1
781,69 SHORT,NEW BEDFORD,,29-Apr-15,1
782,49 CHURCH,NORTHBRIDGE,CROSS ST,29-Apr-15,1
783,193 RINDGE,CAMBRIDGE,REED ST,5-May-15,2
784,ELMWOOD,DEDHAM,@ GRANT AVE,5-May-15,2
785,4 CRAWFORD,CAMBRIDGE,,6-May-15,2
786,938 METROPOLITAN,HYDE PARK,HIGHLAND ST,12-May-15,2
787,13 MISHAWUM,DARTMOUTH,@ SAMOSETT DR,18-May-15,2
788,AUTUMN,WORCESTER,,6-Nov-15,2
789,15 FROSTPANE,HOPKINTON,,30-Apr-15,2
790,75 NEIL,MARLBORO,VALLEY ST,30-Apr-15,1
791,93 MERRIFIELD,WORCESTER,BELMONT ST,30-Apr-15,1
792,57 COMO,HYDE PARK,REYNOLD RD,4-May-15,2
793,OPP 342 WEST BOYLSTON,WEST BOYLSTON,DANIELIAN DR,6-May-15,2
794,474 JOHN,NEW BEDFORD,,12-May-15,2
795,5 BIRCHWOOD,HOLLISTON,OAKRIDGE RD,14-May-15,2
796,232 PROSPECT,SHREWSBURY,FOX HILL RD,5-Jun-15,2
797,48 FOREST,WORCESTER,WILTSHIRE DR,27-Jul-15,2
