ID,ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE
798,BROADWAY,SOMERVILLE,@ LOWDEN AVE,13-Nov-15,2
799,465 BOLTON,NEW BEDFORD,,1-May-15,2
800,42720 SOUTHWEST,WESTWOOD,BOSTON PROVIDENCE HWY,1-May-15,1
801,ELLIOTT,WORCESTER,@ MERRIFIELD ST,1-May-15,1
802,770-792 WATER,FRAMINGHAM,,4-May-15,2
803,93 DUTCHER,HOPEDALE,DENNETT ST,9-Jun-15,2
804,602 BRIGHAM,MARLBORO,GUNNAR DR,8-Jul-15,2
805,6 BECKMAN,WORCESTER,,17-Jul-15,2
806,STATE,CAMBRIDGE,@ 810 MAIN ST,22-Sep-15,2
807,GREAT PLAIN,NEEDHAM,@ LINDEN ST,2-May-15,1
808,33 GLEASON,FRAMINGHAM,,4-May-15,1
809,MASSACHUSETTS,CAMBRIDGE,@ CHESTER ST,6-May-15,2
810,4 PEARL,KINGSTON,RIVERSIDE DR,14-May-15,2
811,140 CROSS,DARTMOUTH,,5-May-15,1
812,16-18 SOUTH,MARION,,5-May-15,1
813,192 SAWYER,NEW BEDFORD,,5-May-15,2
814,4 RUTLAND,WORCESTER,RUTLAND CIRCLE,5-May-15,1
815,85 FAIRHAVEN,MATTAPOISETT,MATTAPOISETT NECK RD,7-May-15,2
816,20 CHARLESBANK,DEDHAM,,14-Nov-15,2
817,38 TRACY LYNN,HOLLISTON,,6-May-15,1
818,238 PRINCETON,NEW BEDFORD,,6-May-15,2
819,392 JUNE,WORCESTER,JUNE STREET TER,7-May-15,1
820,130 JUNE,WORCESTER,,7-May-15,1
821,10 ANGELA,SHREWSBURY,,8-May-15,2
822,4 WHITIN,NORTHBRIDGE,,9-Jul-15,2
823,12 WHITIN,NORTHBRIDGE,,24-Aug-15,2
824,9 RIVERVIEW,HUDSON,RIVER ST,7-May-15,1
825,7104-7303 TIMBERVIEW,MARLBORO,,7-May-15,2
826,215 WEST CENTRAL,NATICK,,7-May-15,1
827,58 NORFOLK,NEEDHAM,,7-May-15,2
828,4674 ACUSHNET,NEW BEDFORD,COUNTY RD,7-May-15,1
829,10 ANGELA,SHREWSBURY,,8-May-15,2
830,OAKLAND,NEEDHAM,@ KINGSBURY ST,4-Jun-15,2
831,400 WASHINGTON,HOLLISTON,CURVE ST,8-May-15,1
832,5 BIRCHWOOD,HOLLISTON,OAKRIDGE RD,14-May-15,2
833,26 STRATTON,HUDSON,EATON DR,18-May-15,2
834,507 EAST,DEDHAM,@ HIGH ST,12-Nov-15,2
835,WASHINGTON,HOLLISTON,CONCORD ST,28-Dec-15,2
836,44 PLEASANT,NATICK,ST. THOMAS AVE,9-May-15,1
837,44 PLEASANT,NATICK,,9-May-15,1
838,166 HOLDEN,WORCESTER,@ SMITH LN,10-May-15,1
839,50 PLEASANT,NATICK,@ LOOKOUT FARM RD,18-Jun-15,2
840,24 BAY STATE,CAMBRIDGE,,11-May-15,1
841,9 DEEP WOODS,MATTAPOISETT,,11-May-15,1
842,29 GLEASON,FRAMINGHAM,KING ST,14-May-15,2
843,694 WASHINGTON,DEDHAM,SYLVIA LN,29-May-15,2
844,12 LENOX,WORCESTER,PLEASANT ST,22-Jul-15,2
845,40 BIRCH HILL,ASHLAND,CEDAR HILL RD,19-Oct-15,2
846,44 BIRCH HILL,ASHLAND,CEDAR HILL RD,19-Oct-15,2
847,437 AMERICA,ASHLAND,,12-May-15,1
848,260 EAST BOSTON POST,MARLBORO,,12-May-15,1
849,87 FAIRHAVEN,MATTAPOISETT,MATTAPOISETT NECK RD,12-May-15,1
850,12 LINCOLN,NEW BEDFORD,,12-May-15,2
851,MERRIFIELD,WORCESTER,@ ELLIOT ST,12-May-15,1
852,GREEN,FAIRHAVEN,@ PHOENIX ST,22-May-15,2
853,5 TOURNAMENT,NATICK,,27-May-15,2
854,14 ELLICOTT,NEEDHAM,EDGEWOOD ST,28-Sep-15,2
855,19 KENILWORTH,WORCESTER,KENSINGTON HGTS,19-Oct-15,2
856,316 RINDGE,CAMBRIDGE,,13-May-15,1
857,35-117 BOATWRIGHT'S LOOP,PLYMOUTH,,13-May-15,1
858,45 TARBOX,DEDHAM,,14-May-15,2
859,492 HOSMER,MARLBORO,PRINCESS RD,15-May-15,2
860,83 FAIRHAVEN,MATTAPOISETT,MATTAPOISETT NECK RD,1-Jun-15,2
861,13 NOKOMIS,MARION,,10-Jun-15,2
862,75 PLEASANT,WORCESTER,CHESTNUT ST,15-Sep-15,2
863,147 CANTERBURY,WORCESTER,,9-Nov-15,2
864,243 CANTERBURY,WORCESTER,,14-Nov-15,2
865,175 FAYERWEATHER,CAMBRIDGE,,14-May-15,2
866,25 KINSMAN,NATICK,,14-May-15,1
867,107 NORTH MAIN,NATICK,,14-May-15,2
868,CRYSTAL,WORCESTER,@ ILLINOIS ST,14-May-15,1
869,43 VETERANS,DEDHAM,,15-May-15,1
870,11 HURON,CAMBRIDGE,RAYMOND ST,8-Dec-15,2
871,13 DARLING,ACUSHNET,,15-May-15,2
872,54 HAMPTON,NEEDHAM,ELLIS ST,15-May-15,1
873,986 TERRY,NEW BEDFORD,,15-May-15,2
874,2088 MASSACHUSETTS,CAMBRIDGE,WALDEN ST,18-May-15,1
875,357 MOWER,WORCESTER,WESTMORELAND DR,22-May-15,2
876,9 GRANT,MILFORD,,26-May-15,2
877,113 AMES,DEDHAM,,16-May-15,1
878,178 PROUTY,WORCESTER,,16-May-15,1
879,113 AMES,DEDHAM,,24-Oct-15,2
880,6 FRANKLIN,DARTMOUTH,,18-May-15,1
881,9 MAIN,KINGSTON,,18-May-15,1
882,14 UNION,NEEDHAM,CRESCENT RD,19-May-15,1
883,10 MAIN,KINGSTON,PECK ST,29-May-15,2
884,80 ROBINWOOD,DEDHAM,,19-May-15,2
885,6 FRANKLIN,DARTMOUTH,MIDDLE ST,20-May-15,2
886,19 CHIPMAN,KINGSTON,,5-Jun-15,2
887,74 ROBINWOOD,DEDHAM,,10-Jun-15,2
888,71 PAUL,DEDHAM,,17-Oct-15,2
889,31 MOUNT PLEASANT,MARLBORO,,20-May-15,1
890,319 SPEEN,NATICK,SUPERIOR DR,20-May-15,1
891,50 WEBSTER,SOMERVILLE,PROSPECT ST,20-May-15,2
892,52-56 CHANDLER,WORCESTER,IRVING ST,20-May-15,1
893,24 CLINTON,CAMBRIDGE,MASS AVE,21-May-15,1
894,673 CONCORD,FRAMINGHAM,CORREGIDOR RD,21-May-15,1
895,16 CROSS,GRAFTON,,21-May-15,1
896,23 RANLEY,HYDE PARK,,21-May-15,2
897,71 MAIN,KINGSTON,ROYAL BURGUNDY LN,27-Jul-15,2
898,6 WOODVIEW,HOPKINTON,,27-May-15,2
899,586 ELM,NEW BEDFORD,,27-May-15,2
900,679 WORCESTER,NATICK,WETHERSFIELD RD,1-Dec-15,2
901,42372 ENAYA,WORCESTER,,23-May-15,1
902,42372 ENAYA,WORCESTER,,24-May-15,1
903,28 RIVERSIDE,KINGSTON,WILLOW ST,26-May-15,1
904,19 COLLINS,NEW BEDFORD,GLOVER ST,26-May-15,2
905,107 SCHOOL,FRAMINGHAM,COTTAGE ST,17-Jul-15,2
906,114 WATER,MILFORD,PROSPECT ST,8-Dec-15,2
907,87 MOHAWK,HOLLISTON,,10-Jun-15,2
908,160 CENTRAL,MILFORD,SOUTH BOW,12-Dec-15,2
909,300 FIRST,NEEDHAM,,23-Dec-15,2
910,170-174 MAIN,MILFORD,,28-May-15,1
911,CRYSTAL,WORCESTER,@ ILLINOIS ST,28-May-15,1
912,10 COTTAGE,CAMBRIDGE,PEARL ST,7-Nov-15,2
913,175 BEACH,MARLBORO,,19-Nov-15,2
914,240 DANFORTH,FRAMINGHAM,,29-May-15,1
915,17 SUMMER,KINGSTON,CENTER ST,29-May-15,1
916,61 SOUTH MAIN,NATICK,WHALEN LN,29-May-15,1
917,DAVID,NEW BEDFORD,COUNTY ST,29-May-15,2
918,688 COUNTY,NEW BEDFORD,,29-May-15,2
919,10R LEWIS,PLYMOUTH,BAY VIEW ST,29-May-15,1
920,CHILDS,SHREWSBURY,,29-May-15,1
921,31 WEST CENTRAL,NATICK,SPRING ST,21-Dec-15,2
922,72-74 KIRKLAND,CAMBRIDGE,,30-May-15,1
923,730 PLEASANT,WORCESTER,HUNTLEY ST,30-May-15,1
924,8 BILTMORE,WORCESTER,,31-May-15,1
925,205B RINDGE,CAMBRIDGE,,1-Jun-15,1
926,79 KENDALL,FRAMINGHAM,ALLA ST,1-Jun-15,1
927,40 RIVERPATH,FRAMINGHAM,,1-Jun-15,1
928,270 MAIN,MILFORD,,1-Jun-15,1
929,1594 GREAT PLAIN,NEEDHAM,,1-Jun-15,2
930,60 QUINAPOXET,WORCESTER,,5-Oct-15,2
931,7 MARCY,WORCESTER,WAMSUTTA AVE,3-Jun-15,1
932,186 DOMINION,WORCESTER,,3-Jun-15,1
933,119 HOPE,WORCESTER,TROWBRIDGE CT,5-Jun-15,2
934,407 COOK,MARLBORO,BLAKE CIR,2-Jul-15,2
935,412 COOK,MARLBORO,BLAKE CIR,8-Jul-15,2
936,350 MASSACHUSETTS,CAMBRIDGE,,13-Nov-15,2
937,388 COOK,MARLBORO,SUNSHINE DR,23-Nov-15,2
938,199 DANFORTH,FRAMINGHAM,,4-Jun-15,1
939,35 HALSEY,HYDE PARK,,4-Jun-15,2
940,58 PINE,NATICK,@ DARBY CT,4-Jun-15,1
941,127 MAXFIELD,NEW BEDFORD,,4-Jun-15,2
942,157 MAXFIELD,NEW BEDFORD,,4-Jun-15,2
943,76 LINCOLN,NORTHBORO,,4-Jun-15,1
944,WINTHROP,WORCESTER,@ PROVIDENCE ST,4-Jun-15,1
945,9 PORTER,SOMERVILLE,,8-Jul-15,2
946,161 SUMMER,KINGSTON,,27-Jul-15,2
947,16 BERKELEY,FRAMINGHAM,,24-Oct-15,2
948,FLAGG,WORCESTER,@ 2 HIGHRIDGE RD,27-Oct-15,2
949,106 CEDAR,FRAMINGHAM,,13-Nov-15,2
950,77 BARBER,FRAMINGHAM,,23-Jun-15,2
951,940 PLEASANT,WORCESTER,S. FLAGG ST,3-Nov-15,2
952,145 OAK,NATICK,,7-Jun-15,1
953,303 COLUMBIA,CAMBRIDGE,,8-Jun-15,1
954,18 SOUTH,MARION,,8-Jun-15,1
955,38 ELLICOTT,NEEDHAM,,8-Jun-15,1
956,23 NELSON,NEW BEDFORD,,8-Jun-15,2
957,170 HIGHLAND,NEW BEDFORD,,8-Jun-15,2
958,411 CEDAR,NEW BEDFORD,,8-Jun-15,2
959,6 GENEVA,WORCESTER,CHANDLER ST,27-Jul-15,2
960,182 SUMMER,KINGSTON,,4-Aug-15,2
961,21 TARKILN,KINGSTON,SUMMER ST,4-Aug-15,2
962,8 LORDVALE,GRAFTON,,6-Aug-15,2
963,16-18 HIGH,MARLBORO,,9-Jun-15,1
964,17 POND,MILFORD,,9-Jun-15,1
965,416-418 SUMMER,NEW BEDFORD,LINDEN ST,9-Jun-15,2
966,2A BAILIN,GRAFTON,,6-Aug-15,2
967,MAIN,WORCESTER,@ DOWNING ST,3-Nov-15,2
968,3 NORTH MAIN,GRAFTON,BRIDGE ST,10-Jun-15,1
969,54-E PEMBROKE,KINGSTON,GROVE ST,10-Jun-15,1
970,118 FAIRFIELD,WORCESTER,PARK AVE,10-Jun-15,1
971,COLBURN,DEDHAM,@ WHITEHALL ST,11-Jun-15,1
972,37 OLIVER,FRAMINGHAM,,11-Jun-15,2
973,69 VINE,NEW BEDFORD,,11-Jun-15,2
974,399 SUMMER,NEW BEDFORD,,11-Jun-15,2
975,45 CEDAR,FAIRHAVEN,,19-Aug-15,2
976,138 MOUNT AUBURN,CAMBRIDGE,HILLIARD ST,25-Aug-15,2
977,299 LOVELL,WORCESTER,LAWNFAIR ST,26-Sep-15,2
978,7 LINCOLN,GRAFTON,SAMUEL DR,31-Oct-15,2
979,79 MAIN,FRAMINGHAM,,12-Jun-15,1
980,656 FARM,MARLBORO,,12-Jun-15,1
981,38 PILGRIM,NATICK,,12-Jun-15,1
982,79 FARMINGTON,MARLBORO,,22-Jun-15,2
983,4 WILLIAMS,UPTON,MAIN ST,15-Jul-15,2
984,20 OXFORD,NATICK,WHITTIER RD,21-Oct-15,2
985,SECOND,FRAMINGHAM,BEAVER PARK DR,23-Nov-15,2
986,945 MEMORIAL,CAMBRIDGE,COWPERTHWAITE ST,13-Jun-15,1
987,24 HIGHLAND,CAMBRIDGE,APPLETON ST,6-Jul-15,2
988,124 MOHAWK,HOLLISTON,,15-Jun-15,1
989,397 METROPOLITAN,HYDE PARK,ABBORFIELD ST,15-Jun-15,1
990,184 DAVIS,NEW BEDFORD,,15-Jun-15,1
991,41 ROSEMARY,NEEDHAM,WEBSTER ST,13-Oct-15,2
992,23-29 SURREY,CAMBRIDGE,BANKS ST,16-Jun-15,1
993,181 FAUNCE CORNER,DARTMOUTH,,16-Jun-15,1
994,DEDHAM,DEDHAM,GEORGETOWN DR,16-Jun-15,1
995,24 MARIAN,FRAMINGHAM,PICARD TER,16-Jun-15,1
996,90 PROVIDENCE,GRAFTON,,16-Jun-15,1
997,1116 HYDE PARK,HYDE PARK,TEMP,16-Jun-15,2
998,4 BATES,CAMBRIDGE,AVON HILL ST,17-Jun-15,2
999,32 MARIAN,FRAMINGHAM,BEAVER PARK RD,21-Nov-15,2
1000,16 CROSS,UXBRIDGE,,24-Nov-15,2
1001,64 BEAVER PARK,FRAMINGHAM,TARALLI TER,17-Dec-15,2
1002,NORTHROP,HOPEDALE,,19-Dec-15,2
1003,3 WILLIAMS,GRAFTON,HAWTHORNE RD,17-Jun-15,1
1004,36 MAIN,MAYNARD,,17-Jun-15,2
1005,175 FRANKLIN,FRAMINGHAM,BEECH ST,15-Jul-15,1
1006,23 MANSFIELD,FRAMINGHAM,GRANT ST,17-Nov-15,2
1007,MOUNT AUBURN,CAMBRIDGE,@ HOLYOKE ST,18-Jun-15,1
1008,127 BUSSEY,DEDHAM,,18-Jun-15,1
1009,20 MILL,HOLLISTON,,18-Jun-15,1
1010,10 LAKE,NATICK,,18-Jun-15,1
1011,1530 OLD PLAINVILLE,NEW BEDFORD,,18-Jun-15,2
1012,128-130 IRVINGTON,NEW BEDFORD,,18-Jun-15,2
1013,1092 HIGHLAND,NEEDHAM,CARY RD,25-Sep-15,2
1014,27 STANDISH,WORCESTER,COHASSET ST,2-Oct-15,2
1015,885 MASSACHUSETTS,CAMBRIDGE,ARNOLD CIR,10-Nov-15,2
1016,HAPGOOD,HUDSON,@ 54 LINCOLN ST,24-Nov-15,2
1017,1102 HIGHLAND,NEEDHAM,CARY RD,27-Nov-15,2
1018,HOSMER,MARLBORO,@ MILES STANDISH DR,21-Nov-15,2
1019,719 HOSMER,MARLBORO,CAUSEWAY ST,25-Nov-15,2
1020,12 GLENDALE,WORCESTER,JUNE ST,1-Oct-15,2
1021,16 WOODLAND,MILLBURY,LESLIE LN,5-Oct-15,2
1022,24 SLOCUM,ACUSHNET,,22-Jun-15,1
1023,147-149 IRVING,FRAMINGHAM,,22-Jun-15,1
1024,6 COUNTRY,KINGSTON,WOODLAND AVE,22-Jun-15,1
1025,12 APPLETON,HUDSON,,21-Jul-15,2
1026,98 CLEVELAND,DEDHAM,LEONARD ST,31-Oct-15,2
1027,893 LUCY,NEW BEDFORD,BARTLET ST,23-Jun-15,1
1028,67 HOPE,ACUSHNET,,24-Jun-15,2
1029,RESERVOIR,CAMBRIDGE,@ HIGHLAND ST,24-Jun-15,1
1030,16-18 GILBERT,FRAMINGHAM,WINTHROP ST,24-Jun-15,1
1031,MILL,GRAFTON,@ PARK CT,24-Jun-15,1
1032,40 CEDAR,SOMERVILLE,SARTWELL AVE,24-Jun-15,1
1033,26 WARD,WORCESTER,,24-Jun-15,1
1034,52 JIONZO,MILFORD,PAULA RD,5-Dec-15,2
1035,391 HUTTLESTON,FAIRHAVEN,,25-Jun-15,1
1036,36 THOMPSON,NEW BEDFORD,,25-Jun-15,2
1037,95 COUNTY,FREETOWN,,26-Jun-15,1
1038,108 LINCOLN,HUDSON,,26-Jun-15,1
1039,23 BRUCE,GRAFTON,PROVIDENCE RD,29-Jun-15,2
1040,1457 HYDE PARK,HYDE PARK,,27-Jun-15,1
1041,302 PLANTATION,WORCESTER,,29-Jun-15,2
1042,10.5 APPIAN,CAMBRIDGE,GARDEN ST,29-Jun-15,1
1043,44 BRIDGES,FRAMINGHAM,,29-Jun-15,1
1044,90 LINCOLN,FRAMINGHAM,,29-Jun-15,1
1045,1147 HYDE PARK,HYDE PARK,,29-Jun-15,2
1046,155 BROOKLAWN,NEW BEDFORD,,29-Jun-15,2
1047,WHITIN,NORTHBRIDGE,,24-Aug-15,2
1048,480 CHURCH,NORTHBRIDGE,,31-Aug-15,2
1049,7 STONEY POINT,KINGSTON,NOTTINGHAM DR,30-Jun-15,1
1050,RUSSELL,WORCESTER,@ PARK AVE,30-Jun-15,1
1051,6 JUDSON,WORCESTER,GROVE ST,15-Oct-15,2
1052,95 WINTHROP,FRAMINGHAM,MELLEN ST,14-Nov-15,2
1053,945 MEMORIAL,CAMBRIDGE,COWPERTHWAITE,1-Jul-15,1
1054,10 PLEASANT,HOPKINTON,,1-Jul-15,1
1055,16 SECOND,WORCESTER,,27-Jul-15,2
1056,11 NAZNEEN,HOPKINTON,,31-Jul-15,2
1057,3 FARMINGTON,MARLBORO,FARM RD,9-Oct-15,2
1058,621 SUNDERLAND,WORCESTER,IDEAL RD,19-Oct-15,2
1059,4 SAINT LO,FRAMINGHAM,,14-Nov-15,2
1060,LOT #4 OLD CART,HOLLISTON,,2-Jul-15,1
1061,54 WILLARD,GRAFTON,,8-Jul-15,2
1062,50 WILLARD,GRAFTON,,4-Aug-15,2
1063,166 NORTH MAIN,MILLBURY,DEWEY AVE,17-Sep-15,2
1064,CAMBRIDGE,WORCESTER,@ SOUTHBRIDGE ST,25-Nov-15,2
1065,ELM,SOMERVILLE,@ LINDEN AVE,4-Dec-15,
1066,134 PECKHAM,ACUSHNET,,3-Jul-15,1
1067,5 WOODVIEW,HOPKINTON,,3-Jul-15,1
1068,WRENTHAM,WORCESTER,@ PLEASANT ST,4-Jul-15,1
1069,4 HOOPER,WORCESTER,BELMONT ST,4-Jul-15,1
1070,20 OSCEOLA,HYDE PARK,,22-Jul-15,2
1071,258 THIRD,CAMBRIDGE,BROADWAY,15-Oct-15,2
1072,10 BANCROFT TOWER,WORCESTER,FARNUM ST,7-Dec-15,2
1073,25 D,NORTHBRIDGE,,5-Jul-15,1
1074,5 NORTH PLEASANT,DARTMOUTH,,6-Jul-15,1
1075,OLD CART,HOLLISTON,,6-Jul-15,1
1076,17 JODIE,FRAMINGHAM,PAVIA PL,8-Jul-15,2
1077,2 BRAEBURN,HYDE PARK,MYOPIA RD,8-Jul-15,2
1078,2 COACHHOUSE,GRAFTON,,6-Aug-15,2
1079,351-353 HOLLIS,FRAMINGHAM,,12-Dec-15,2
1080,91 GRANT,DEDHAM,,7-Jul-15,1
1081,3 SUSAN,HOPKINTON,,7-Jul-15,2
1082,18 SALVIA,MILFORD,,7-Jul-15,1
1083,9 KELSEY,NATICK,,7-Jul-15,1
1084,15 MOYNAN,NEW BEDFORD,,7-Jul-15,2
1085,13 WORCESTER,GRAFTON,,4-Aug-15,2
1086,STILLMAN,DARTMOUTH,@ CHESTNUT ST,24-Aug-15,2
1087,83 COOLIDGE,WORCESTER,COPLEY RD,28-Aug-15,2
1088,178 HUNNEWELL,NEEDHAM,CENTRAL AVE,17-Sep-15,2
1089,SECOND,FRAMINGHAM,@ TARALLI TER,5-Oct-15,2
1090,136 COOLIDGE,WORCESTER,LONGFELLOW RD,19-Oct-15,2
1091,25 SAINT LO,FRAMINGHAM,GUADALCANAL RD,7-Nov-15,2
1092,46 BOUDREAU,MARLBORO,SPRING ST,14-Nov-15,2
1093,49-51 CONGRESS,MILFORD,,12-Dec-15,2
1094,20 HOLIDAY,FAIRHAVEN,,8-Jul-15,1
1095,178 PALMER,NEW BEDFORD,,8-Jul-15,2
1096,35 LONGFELLOW,WORCESTER,COPLEY RD,8-Jul-15,1
1097,40 LONGFELLOW,WORCESTER,COPLEY RD,17-Aug-15,2
1098,54 WINTER,KINGSTON,,24-Aug-15,2
1099,77 ARAN,WESTWOOD,@ GLANDORE RD,21-Sep-15,2
1100,90 COMMODORE,WORCESTER,LONGFELLOW RD,28-Sep-15,2
1101,72 GARDNER,WORCESTER,TAINTER ST,19-Oct-15,2
1102,6 WINDSONG,HOPKINTON,,9-Jul-15,1
1103,2 CABOT,HUDSON,,9-Jul-15,1
1104,183 ROCKLAND,NEW BEDFORD,HEMLOCK ST,9-Jul-15,2
1105,27 CLEVELAND,NEW BEDFORD,,9-Jul-15,2
1106,8 SANDRA,WORCESTER,,9-Jul-15,2
1107,83 PAUL,DEDHAM,TURNER ST,10-Jul-15,2
1108,88 PAUL,DEDHAM,TURNER ST,10-Jul-15,2
1109,90 PAUL,DEDHAM,TURNER ST,10-Jul-15,2
1110,35 SOUTH,GRAFTON,,13-Jul-15,2
1111,70 LONGFELLOW,WORCESTER,COMMODORE RD,18-Aug-15,2
1112,108 LONGFELLOW,WORCESTER,COMMODORE RD,27-Aug-15,2
1113,HOLDEN,SHREWSBURY,BOW ST,7-Oct-15,2
1114,16 HAVILAND,WORCESTER,HIGHLAND ST,7-Oct-15,2
1115,20 HARVARD,SOMERVILLE,CLEVELAND ST,17-Nov-15,2
1116,366 ALDEN,FAIRHAVEN,,10-Jul-15,1
1117,UNION,FRAMINGHAM,@ NEWTON PL,10-Jul-15,1
1118,53 BLAINE,HUDSON,,10-Jul-15,1
1119,69 OLD ORCHARD,SHERBORN,,10-Jul-15,1
1120,30 PROSPECT,SOMERVILLE,WASHINGTON ST,10-Jul-15,2
1121,STORES,WORCESTER,NORTON DR,10-Jul-15,1
1122,32 GORDON,GRAFTON,COVENTRY RD,30-Oct-15,2
1123,95 COUNTY,FREETOWN,,13-Jul-15,2
1124,38 CLIFFORD,HYDE PARK,PARKSON ST,13-Jul-15,1
1125,16 CAROL,DEDHAM,GREENLODGE ST,30-Jul-15,2
1126,39 FELCH,NATICK,,13-Jul-15,1
1127,22 BAY,NEW BEDFORD,,13-Jul-15,1
1128,184 LOCKLAND,FRAMINGHAM,,5-Aug-15,2
1129,200 LOCKLAND,FRAMINGHAM,,20-Oct-15,2
1130,182 LOCKLAND,FRAMINGHAM,,20-Oct-15,2
1131,53 EVELINA,MARLBORO,SCHOFIELD ST,5-Nov-15,2
1132,RUSSELL,MARLBORO,@ PLEASANT ST,14-Nov-15,2
1133,11 HADWEN,WORCESTER,HERBERT RD,21-Nov-15,2
1134,1052 PLEASANT,WORCESTER,BEACONSFIELD RD,1-Dec-15,2
1135,87 CHERYL,HOLLISTON,CEDAR ST,5-Dec-15,2
1136,934 METROPOLITAN,HYDE PARK,NORRIS RD,18-Aug-15,2
1137,920 METROPOLITAN,HYDE PARK,BEACON ST,2-Nov-15,2
1138,25 CLAUDETTE,FRAMINGHAM,,15-Jul-15,1
1139,39 PRATT,FRAMINGHAM,,15-Jul-15,1
1140,31 OLD BOLTON,HUDSON,,15-Jul-15,1
1141,7-7A OLIVER,MILFORD,,15-Jul-15,1
1142,21 SUBURBAN,WORCESTER,HIGHLAND TER,21-Jul-15,2
1143,NEWTON,WORCESTER,@ 238-340 HIGHLAND ST,14-Dec-15,2
1144,830 PLEASANT,WORCESTER,BEECHING ST,26-Oct-15,2
1145,796 PLEASANT,WORCESTER,INTERVALE RD,31-Oct-15,2
1146,46 BOUDREAU,MARLBORO,SPRING ST,14-Nov-15,2
1147,109 LINDEN,NEEDHAM,BLAKE ST,14-Nov-15,2
1148,140 WEST,MILFORD,HIGHLAND ST,18-Dec-15,2
1149,619 HOLLIS,FRAMINGHAM,WILLIS AVE,17-Jul-15,1
1150,68 CHANDLER,MARLBORO,BOLTON ST,20-Nov-15,2
1151,11 UNION,CAMBRIDGE,,20-Jul-15,1
1152,54 WILSON,DEDHAM,WASHINGTON ST,20-Jul-15,2
1153,59 OAK,GRAFTON,,20-Jul-15,2
1154,75 RIVET,NEW BEDFORD,@ S. SECOND ST,21-Jul-15,1
1155,VEGA,MARLBORO,@ BUTLER CIR,30-Jul-15,2
1156,HOLDEN,SHREWSBURY,BOW ST,7-Oct-15,2
1157,HOLDEN,SHREWSBURY,BOW ST,7-Oct-15,2
1158,85 BRISTOL,CAMBRIDGE,HAMPSHIRE ST,10-Dec-15,2
1159,SOUTH FIRST,NEW BEDFORD,@ 145 COVE ST,21-Jul-15,1
1160,15 BERKSHIRE,WORCESTER,HIGHLAND ST,21-Jul-15,1
1161,10 STORES,WORCESTER,SHORE DR,21-Jul-15,1
1162,15-17 BITTERSWEET,WORCESTER,,21-Jul-15,1
1163,44 BRIGHAM HILL,GRAFTON,,28-Jul-15,2
1164,282 SUMMER,SOMERVILLE,,3-Oct-15,2
1165,PROSPECT,CAMBRIDGE,@ 168 HAMPSHIRE ST,31-Oct-15,2
1166,115 WEST,MILFORD,MEMORY LN,5-Dec-15,2
1167,7 PLEASANT,NATICK,,22-Jul-15,1
1168,807 SOUTH FIRST,NEW BEDFORD,COVE ST,22-Jul-15,1
1169,183 WEST,WORCESTER,INSTITUTE RD,22-Jul-15,1
1170,2A GILMAN,WORCESTER,,22-Jul-15,1
1171,STATE,WESTBOROUGH,@ HOLMES ST,23-Jul-15,2
1172,41 TARKILN HILL,NEW BEDFORD,BELLEVILLE AVE,6-Aug-15,2
1173,23 TARKILN HILL,NEW BEDFORD,BELLEVILLE AVE,10-Aug-15,2
1174,SOUTH FIRST,NEW BEDFORD,@ 32 DIVISION ST,21-Aug-15,2
1175,38 PUTNAM,SOMERVILLE,HIGHLAND AVE,7-Dec-15,2
1176,535-537 MASSASOIT,WORCESTER,,23-Jul-15,1
1177,12 HUBBARD PARK,CAMBRIDGE,SPARKS ST,10-Aug-15,2
1178,ORCHARD,NEW BEDFORD,,19-Aug-15,2
1179,211 EUGENIA,NEW BEDFORD,,11-Sep-15,2
1180,200 NORFOLK,HOLLISTON,FRANKLIN ST,5-Dec-15,2
1181,225 WASHINGTON,WESTWOOD,@ DEAN STREET,7-Dec-15,2
1182,137 BOSTON,SUTTON,,24-Jul-15,1
1183,60 MARION,MATTAPOISETT,,5-Aug-15,2
1184,103 SEVENTH,CAMBRIDGE,,9-Nov-15,2
1185,44 POTTER,CAMBRIDGE,,13-Nov-15,2
1186,252 WALDEN,CAMBRIDGE,,14-Nov-15,2
1187,196 BROADWAY,CAMBRIDGE,,24-Nov-15,2
1188,SIXTH,CAMBRIDGE,,14-Dec-15,2
1189,225 BINNEY,CAMBRIDGE,,17-Dec-15,2
1190,1370 GREAT PLAIN,NEEDHAM,ABBOTT ST,27-Jul-15,1
1191,42376 SIMEON HOWARD,WESTBOROUGH,,27-Jul-15,2
1192,STORES,WORCESTER,@ SHORE DR,27-Jul-15,1
1193,33 MAIN,FRAMINGHAM,,28-Jul-15,1
1194,14-20 JUNIPER,GRAFTON,,4-Aug-15,2
1195,42412 JUNIPER,GRAFTON,,4-Aug-15,2
1196,CONCORD,CAMBRIDGE,,17-Sep-15,2
1197,22 BOOTH,WESTWOOD,,21-Sep-15,2
1198,21 KIRKLAND,CAMBRIDGE,,3-Oct-15,2
1199,49 BRADLEE,HYDE PARK,BRADLEE PK,17-Oct-15,2
1200,KIRKLAND,CAMBRIDGE,,31-Oct-15,2
1201,MASSACHUSETTS,CAMBRIDGE,,17-Nov-15,2
1202,48 QUINCY,CAMBRIDGE,,8-Dec-15,2
1203,865 WAVERLY,FRAMINGHAM,PALMETTO AVE,8-Dec-15,2
1204,35 ORCHARD,CAMBRIDGE,,28-Jul-15,1
