ID,ADDRESS,TOWN,INTERSECTION,CLASSIFIED,GRADE
467,582 SHAWMUT,NEW BEDFORD,,9-Jun-14,3
468,721 MAIN,WORCESTER,,9-Jun-14,3
469,779 MAIN,WORCESTER,,9-Jun-14,3
470,43 PARK-TERRACE,WORCESTER,,9-Jun-14,3
471,117 VALE,WORCESTER,,9-Jun-14,3
472,STATE,DARTMOUTH,,10-Jun-14,3
473,25 WALNUT,MILFORD,,10-Jun-14,3
474,ELM,MILLBURY,,10-Jun-14,3
475,8 KEANE,NATICK,,10-Jun-14,3
476,67 KILBURN,NEW BEDFORD,,10-Jun-14,3
477,92 KILBURN,NEW BEDFORD,,10-Jun-14,3
478,KILBURN,NEW BEDFORD,,10-Jun-14,3
479,158 ALGONQUIN,ASHLAND,,11-Jun-14,3
480,33 WASHINGTON,NATICK,,11-Jun-14,3
481,123 HIGHLAND,NEEDHAM,,11-Jun-14,3
482,50 DURFEE,NEW BEDFORD,,11-Jun-14,3
483,102 MT-PLEASANT,NEW BEDFORD,,11-Jun-14,3
484,128 MT-PLEASANT,NEW BEDFORD,,11-Jun-14,3
485,PLEASANT,NEW BEDFORD,@ LINDEN STREET,11-Jun-14,3
486,REYNOLDS,NEW BEDFORD,,11-Jun-14,3
487,251 STATE,NEW BEDFORD,,11-Jun-14,3
488,46 BROMFIELD,SOMERVILLE,,11-Jun-14,3
489,976 MAIN,WORCESTER,,11-Jun-14,3
490,18 GREENWOOD,ASHLAND,,12-Jun-14,3
491,GREENWOOD,ASHLAND,,12-Jun-14,3
492,109 HOWE,ASHLAND,,12-Jun-14,3
493,47 NICKERSON,ASHLAND,,12-Jun-14,3
494,742 COUNTY,NEW BEDFORD,,12-Jun-14,3
495,COUNTY,NEW BEDFORD,,12-Jun-14,3
496,COUNTY,NEW BEDFORD,,12-Jun-14,3
497,HAZARD,NEW BEDFORD,,12-Jun-14,3
498,LOCUST,NEW BEDFORD,,12-Jun-14,3
499,60 MERRIMAC,NEW BEDFORD,,12-Jun-14,3
500,38-40 PEARL,NEW BEDFORD,,12-Jun-14,3
501,1332 PLEASANT,NEW BEDFORD,,12-Jun-14,3
502,1657 WASHINGTON,HOLLISTON,,13-Jun-14,3
503,39 MAITLAND,NEW BEDFORD,,13-Jun-14,3
504,51 PARKER,NEW BEDFORD,,13-Jun-14,3
505,PARKER,NEW BEDFORD,,13-Jun-14,3
506,18 BENTON,SOMERVILLE,,13-Jun-14,3
507,3 RUTLAND,WORCESTER,,13-Jun-14,3
508,4 RUTLAND,WORCESTER,,13-Jun-14,3
509,87 SAGAMORE,WORCESTER,,13-Jun-14,3
510,88 SAGAMORE,WORCESTER,,13-Jun-14,3
511,925 ALLEN,DARTMOUTH,,16-Jun-14,3
512,975 ALLEN,DARTMOUTH,,16-Jun-14,3
513,ALLEN,DARTMOUTH,@ SABLE AVENUE,16-Jun-14,3
514,439 MAXFIELD,NEW BEDFORD,,16-Jun-14,3
515,MAXFIELD,NEW BEDFORD,,16-Jun-14,3
516,COMMONWEALTH,NEW BEDFORD,@ HUNTINGTON AVENUE,17-Jun-14,3
517,HUSSEY,NEW BEDFORD,,17-Jun-14,3
518,950 KEMPTON,NEW BEDFORD,,17-Jun-14,3
519,23 LONGWOOD,NEW BEDFORD,,17-Jun-14,3
520,125 CAMPBELL,NEW BEDFORD,,18-Jun-14,3
521,155-161 CAMPBELL,NEW BEDFORD,,18-Jun-14,3
522,COTTAGE,NEW BEDFORD,,18-Jun-14,3
523,125 HILLMAN,NEW BEDFORD,,18-Jun-14,3
524,103 SMITH,NEW BEDFORD,,18-Jun-14,3
525,SYCAMORE,NEW BEDFORD,,18-Jun-14,3
526,WILLIS,NEW BEDFORD,,18-Jun-14,3
527,399 SOUTHBRIDGE,WORCESTER,,18-Jun-14,3
528,CAMPBELL,NEW BEDFORD,,19-Jun-14,3
529,CAMPBELL,NEW BEDFORD,,19-Jun-14,3
530,CAMPBELL,NEW BEDFORD,,19-Jun-14,3
531,638 COUNTY,NEW BEDFORD,,19-Jun-14,3
532,670 COUNTY,NEW BEDFORD,,19-Jun-14,3
533,COUNTY,NEW BEDFORD,,19-Jun-14,3
534,44 STATE,NEW BEDFORD,,19-Jun-14,3
535,21 SYCAMORE,NEW BEDFORD,,19-Jun-14,3
536,5 SYCAMORE,NEW BEDFORD,,19-Jun-14,3
537,SYCAMORE,NEW BEDFORD,,19-Jun-14,3
538,94 WALDEN,NEW BEDFORD,,19-Jun-14,3
539,49 WILLIS,NEW BEDFORD,,19-Jun-14,3
540,WILLIS,NEW BEDFORD,@ WASHINGTON AVENUE,19-Jun-14,3
541,JAMES,NEW BEDFORD,,20-Jun-14,3
542,46 JONATHAN,NEW BEDFORD,,20-Jun-14,3
543,478 BEDFORD,NEW BEDFORD,,23-Jun-14,3
544,SOUTH SIXTH,NEW BEDFORD,,23-Jun-14,3
545,FAIRFIELD,WORCESTER,@ ENFIELD STREET,23-Jun-14,3
546,140-142 BROWNELL,NEW BEDFORD,,24-Jun-14,3
547,112 COTTAGE,NEW BEDFORD,,24-Jun-14,3
548,329 HAWTHORN,NEW BEDFORD,,24-Jun-14,3
549,98 MADISON,NEW BEDFORD,,24-Jun-14,3
550,33 MAPLE,NEW BEDFORD,,24-Jun-14,3
551,MAPLE,NEW BEDFORD,,24-Jun-14,3
552,51 SEVENTH,NEW BEDFORD,,24-Jun-14,3
553,SEVENTH,NEW BEDFORD,,24-Jun-14,3
554,258 WALNUT,NEW BEDFORD,,24-Jun-14,3
555,WEST CLINTON,NEW BEDFORD,,24-Jun-14,3
556,BEDFORD,NEW BEDFORD,,25-Jun-14,3
557,HOWLAND,NEW BEDFORD,,25-Jun-14,3
558,362 PLEASANT,NEW BEDFORD,,25-Jun-14,3
559,18 WING,NEW BEDFORD,,25-Jun-14,3
560,24 WING,NEW BEDFORD,,25-Jun-14,3
561,WING,NEW BEDFORD,,25-Jun-14,3
562,45 WHIPPLE,WORCESTER,,25-Jun-14,3
563,436 SLOCUM,DARTMOUTH,,26-Jun-14,3
564,SLOCUM,DARTMOUTH,@ BERKLEY STREET,26-Jun-14,3
565,87 CHERYL,HOLLISTON,,26-Jun-14,3
566,FREEDOM,HOPEDALE,@ HOPEDALE STREET,26-Jun-14,3
567,NORTHRUP,HOPEDALE,,26-Jun-14,3
568,729 ALLEN,NEW BEDFORD,,26-Jun-14,3
569,113 CARROLL,NEW BEDFORD,,26-Jun-14,3
570,127 CARROLL,NEW BEDFORD,,26-Jun-14,3
571,227 CARROLL,NEW BEDFORD,,26-Jun-14,3
572,241 CARROLL,NEW BEDFORD,,26-Jun-14,3
573,CARROLL,NEW BEDFORD,,26-Jun-14,3
574,HARDING,NEW BEDFORD,,26-Jun-14,3
575,542 KIRBY,NEW BEDFORD,,26-Jun-14,3
576,225 RYAN,NEW BEDFORD,,26-Jun-14,3
577,237-242 RYAN,NEW BEDFORD,,26-Jun-14,3
578,RYAN,NEW BEDFORD,,26-Jun-14,3
579,1 BECKMAN,WORCESTER,,26-Jun-14,3
580,167 SLOCUM,DARTMOUTH,,27-Jun-14,3
581,339 SPEEN,NATICK,,27-Jun-14,3
582,393 SPEEN,NATICK,,27-Jun-14,3
583,ACUSHNET,NEW BEDFORD,@ LOGAN STREET,27-Jun-14,3
584,24-100 N-FRONT,NEW BEDFORD,,27-Jun-14,3
585,19 KINGLET,SHREWSBURY,,27-Jun-14,3
586,21 TANAGER,SHREWSBURY,,27-Jun-14,3
587,TANAGER,SHREWSBURY,@ KINGLET DRIVE,27-Jun-14,3
588,33 FALMOUTH,WORCESTER,,27-Jun-14,3
589,BROADWAY,CAMBRIDGE,@ GALILEI WAY,30-Jun-14,3
590,CASTLE,FAIRHAVEN,@ NORTH STREET,30-Jun-14,3
591,MADISON,NEW BEDFORD,,30-Jun-14,3
592,SOUTH SECOND,NEW BEDFORD,,30-Jun-14,3
593,8 BRIGHAM,NEW BEDFORD,,1-Jul-14,3
594,32 MANDELL,NEW BEDFORD,,1-Jul-14,3
595,ROCKDALE,NEW BEDFORD,,1-Jul-14,3
596,59 WINTERVILLE,NEW BEDFORD,,1-Jul-14,3
597,70 WINTERVILLE,NEW BEDFORD,,1-Jul-14,3
598,48 DORCHESTER,WORCESTER,,1-Jul-14,3
599,72 DORCHESTER,WORCESTER,,1-Jul-14,3
600,188 SHARP,DARTMOUTH,,2-Jul-14,3
601,74 BAY,NEW BEDFORD,,2-Jul-14,3
602,77 BEDFORD,NEW BEDFORD,,2-Jul-14,3
603,BEDFORD,NEW BEDFORD,@ ANTHONY STREET,2-Jul-14,3
604,70 COTTAGE,NEW BEDFORD,,2-Jul-14,3
605,76 COTTAGE,NEW BEDFORD,,2-Jul-14,3
606,COTTAGE,NEW BEDFORD,,2-Jul-14,3
607,27 MERIAM,NEW BEDFORD,,2-Jul-14,3
608,4 MERIAM,NEW BEDFORD,,2-Jul-14,3
609,48 STETSON,NEW BEDFORD,,2-Jul-14,3
610,34 STETSON,NEW BEDFORD,,2-Jul-14,3
611,43 STETSON,NEW BEDFORD,,2-Jul-14,3
612,28 DRESSER,DEDHAM,,3-Jul-14,3
613,2 LEE,KINGSTON,,3-Jul-14,3
614,164 MAIN,KINGSTON,,3-Jul-14,3
615,96 MAIN,KINGSTON,,3-Jul-14,3
616,2 PEARL,KINGSTON,,3-Jul-14,3
617,172 PEMBROKE,KINGSTON,,3-Jul-14,3
618,25 RIVERSIDE,KINGSTON,,3-Jul-14,3
619,74-78 SUMMER,KINGSTON,,3-Jul-14,3
620,91 SUMMER,KINGSTON,,3-Jul-14,3
621,93 NORTH,NATICK,,3-Jul-14,3
622,289 BOLTON,NEW BEDFORD,,3-Jul-14,3
623,325 BOLTON,NEW BEDFORD,,3-Jul-14,3
624,BRIGGS,NEW BEDFORD,,3-Jul-14,3
625,29 GOSNOLD,NEW BEDFORD,,3-Jul-14,3
626,SIDNEY,NEW BEDFORD,,3-Jul-14,3
627,THOMPSON,NEW BEDFORD,,3-Jul-14,3
628,10 ANGELA,SHREWSBURY,,6-Jul-14,3
629,40 MAURY,SHREWSBURY,,6-Jul-14,3
630,PAL,SHREWSBURY,@ ANGELA DRIVE,6-Jul-14,3
631,190 SOUTH QUINSIGAMOND,SHREWSBURY,,6-Jul-14,3
632,1 WORCESTER,NATICK,,7-Jul-14,3
633,BANK,NEW BEDFORD,@ ROCKDALE AVENUE,7-Jul-14,3
634,ROCKDALE,NEW BEDFORD,,7-Jul-14,3
635,ROCKDALE,NEW BEDFORD,,7-Jul-14,3
636,34 STACKHOUSE,NEW BEDFORD,,7-Jul-14,3
637,39 STEPHEN,NEW BEDFORD,,7-Jul-14,3
638,5 PARMENTER,MAYNARD,,8-Jul-14,3
639,981 LLOYD,NEW BEDFORD,,8-Jul-14,3
640,21 MOSHER,NEW BEDFORD,,8-Jul-14,3
641,665 ORCHARD,NEW BEDFORD,,8-Jul-14,3
642,ORCHARD,NEW BEDFORD,,8-Jul-14,3
643,187 OSBORNE,NEW BEDFORD,,8-Jul-14,3
644,ROCKDALE,NEW BEDFORD,,8-Jul-14,3
645,19 JORDAN,SHREWSBURY,,8-Jul-14,3
646,GULF,DARTMOUTH,@ MEADOWOOD DRIVE,9-Jul-14,3
647,COUNTY,NEW BEDFORD,,9-Jul-14,3
648,46 DELANO,NEW BEDFORD,,9-Jul-14,3
649,DELANO,NEW BEDFORD,,9-Jul-14,3
650,W-RODNEY-FRENCH,NEW BEDFORD,,9-Jul-14,3
651,74 GARRETT,PLYMOUTH,,9-Jul-14,3
652,25 ACTON,WORCESTER,,9-Jul-14,3
653,JOSHUA-WEEKS,DARTMOUTH,,10-Jul-14,3
654,BRIERCLIFF,FAIRHAVEN,,10-Jul-14,3
655,24 COVE,NEW BEDFORD,,10-Jul-14,3
656,49 MACARTHUR,NEW BEDFORD,,10-Jul-14,3
657,83 RUTH,NEW BEDFORD,,10-Jul-14,3
658,SALISBURY,NEW BEDFORD,,10-Jul-14,3
659,SOUTH,NEW BEDFORD,,10-Jul-14,3
660,57 UPLAND,SOMERVILLE,,10-Jul-14,3
661,193 VERNON,WORCESTER,,10-Jul-14,3
662,95 GREGORY,HOLLISTON,,11-Jul-14,3
663,495 NORFOLK,HOLLISTON,,11-Jul-14,3
664,NORFOLK,HOLLISTON,,11-Jul-14,3
665,145-147 ALLORD,NEW BEDFORD,,11-Jul-14,3
666,151 BIRCH,NEW BEDFORD,,11-Jul-14,3
667,90 MOSS,NEW BEDFORD,,11-Jul-14,3
668,WALDEN,CAMBRIDGE,@ CONCORD STREET,12-Jul-14,3
669,40 BIRCH-HILL,ASHLAND,,14-Jul-14,3
670,44 BIRCH-HILL,ASHLAND,,14-Jul-14,3
671,29 VIRGINIA,NATICK,,14-Jul-14,3
672,103 HUDSON,NEW BEDFORD,,14-Jul-14,3
673,71 SEYMOUR,NEW BEDFORD,,14-Jul-14,3
674,83 SEYMOUR,NEW BEDFORD,,14-Jul-14,3
675,93 SEYMOUR,NEW BEDFORD,,14-Jul-14,3
676,W-RODNEY-FRENCH,NEW BEDFORD,,14-Jul-14,3
677,651 LAKE,SHREWSBURY,,14-Jul-14,3
678,169 WEST MAIN,WESTBOROUGH,,14-Jul-14,3
679,WEST MAIN,WESTBOROUGH,@ WEST STREET,14-Jul-14,3
680,78 BROCK,NEW BEDFORD,,15-Jul-14,3
681,805 BROCK,NEW BEDFORD,,15-Jul-14,3
682,90 BROCK,NEW BEDFORD,,15-Jul-14,3
683,34 LAKEVIEW,SHREWSBURY,,15-Jul-14,3
684,36 N-QUINSIGAMOND,SHREWSBURY,,15-Jul-14,3
685,MASON,WORCESTER,,15-Jul-14,3
686,TALLAWANDA,WORCESTER,,15-Jul-14,3
687,379 HEMLOCK,DARTMOUTH,,16-Jul-14,3
688,129 STACKHOUSE,DARTMOUTH,,16-Jul-14,3
689,STACKHOUSE,DARTMOUTH,,16-Jul-14,3
690,139 STEPHEN,DARTMOUTH,,16-Jul-14,3
691,18 VINCENT,GRAFTON,,16-Jul-14,3
692,260 HOPPING-BROOK,HOLLISTON,,16-Jul-14,3
693,TOURAINE,WORCESTER,,16-Jul-14,3
694,167 WINTER,ASHLAND,,17-Jul-14,3
695,10 SURREY,NATICK,,17-Jul-14,3
696,6 SURREY,NATICK,,17-Jul-14,3
697,3 COLONIAL,WESTBOROUGH,,17-Jul-14,3
698,33 GELLETTE,FAIRHAVEN,,22-Jul-14,3
699,39 GELLETTE,FAIRHAVEN,,22-Jul-14,3
700,46 GELLETTE,FAIRHAVEN,,22-Jul-14,3
701,58 GELLETTE,FAIRHAVEN,,22-Jul-14,3
702,66 GELLETTE,FAIRHAVEN,,22-Jul-14,3
703,91 FLANDERS,WESTBOROUGH,,22-Jul-14,3
704,STATE,CAMBRIDGE,@ 810 MAIN STREET,23-Jul-14,3
705,10 EVERGREEN,FAIRHAVEN,,23-Jul-14,3
706,6 EVERGREEN,FAIRHAVEN,,23-Jul-14,3
707,8 EVERGREEN,FAIRHAVEN,,23-Jul-14,3
708,HILL,FAIRHAVEN,,23-Jul-14,3
709,HILL,FAIRHAVEN,,23-Jul-14,3
710,15 DRURY,NATICK,,23-Jul-14,3
711,615 MAIN,SHREWSBURY,,23-Jul-14,3
712,734-738 MAIN,SHREWSBURY,,23-Jul-14,3
713,23 CONCORD,CAMBRIDGE,,24-Jul-14,3
714,12 BLOSSOM,FAIRHAVEN,,24-Jul-14,3
715,17 BLOSSOM,FAIRHAVEN,,24-Jul-14,3
716,5 BLOSSOM,FAIRHAVEN,,24-Jul-14,3
717,18 EVERGREEN,FAIRHAVEN,,24-Jul-14,3
718,22 EVERGREEN,FAIRHAVEN,,24-Jul-14,3
719,33-34 EVERGREEN,FAIRHAVEN,,24-Jul-14,3
720,35-36 EVERGREEN,FAIRHAVEN,,24-Jul-14,3
721,EVERGREEN,FAIRHAVEN,,24-Jul-14,3
722,4 HILL,FAIRHAVEN,,24-Jul-14,3
723,HILL,FAIRHAVEN,,24-Jul-14,3
724,12 HAMLET,FAIRHAVEN,,28-Jul-14,3
725,16 HAMLET,FAIRHAVEN,,28-Jul-14,3
726,18 HAMLET,FAIRHAVEN,,28-Jul-14,3
727,20 HAMLET,FAIRHAVEN,,28-Jul-14,3
728,26 HAMLET,FAIRHAVEN,,28-Jul-14,3
729,4 HAMLET,FAIRHAVEN,,28-Jul-14,3
730,6 HAMLET,FAIRHAVEN,,28-Jul-14,3
731,7-8 HAMLET,FAIRHAVEN,,28-Jul-14,3
732,HAMLET,FAIRHAVEN,,28-Jul-14,3
733,81 CREEPER-HILL,GRAFTON,,28-Jul-14,3
734,37 HILLTOP,GRAFTON,,28-Jul-14,3
735,20 NELSON,GRAFTON,,28-Jul-14,3
736,65 NOTTINGHAM,GRAFTON,,28-Jul-14,3
737,8 HEARTHSTONE,WAYLAND,,28-Jul-14,3
738,118-120 SHERMAN,CAMBRIDGE,,29-Jul-14,3
739,14 COOLIDGE,FAIRHAVEN,,29-Jul-14,3
740,5 COOLIDGE,FAIRHAVEN,,29-Jul-14,3
741,COOLIDGE,FAIRHAVEN,,29-Jul-14,3
742,33 DARTMOUTH,FAIRHAVEN,,29-Jul-14,3
743,41 DARTMOUTH,FAIRHAVEN,,29-Jul-14,3
744,29 HAMLET,FAIRHAVEN,,29-Jul-14,3
745,STUDLEY,FAIRHAVEN,,29-Jul-14,3
746,110 WEEDEN,FAIRHAVEN,,30-Jul-14,3
747,14 WEEDEN,FAIRHAVEN,,30-Jul-14,3
748,28 WEEDEN,FAIRHAVEN,,30-Jul-14,3
749,30 WEEDEN,FAIRHAVEN,,30-Jul-14,3
750,480 FARM,MARLBORO,,30-Jul-14,3
751,1 LONGWOOD,WORCESTER,,30-Jul-14,3
752,3 GRAY GARDENS EAST,CAMBRIDGE,,31-Jul-14,3
753,54 GAINSVILLE,DEDHAM,,31-Jul-14,3
754,141 WEEDEN,FAIRHAVEN,,31-Jul-14,3
755,WEEDEN,FAIRHAVEN,,31-Jul-14,3
756,23 KELSEY,NATICK,,31-Jul-14,3
757,5 WESTFIELD,NATICK,,31-Jul-14,3
758,45 BIRCHWOOD,DARTMOUTH,,1-Aug-14,3
759,12 CYPRESS,DARTMOUTH,,1-Aug-14,3
760,9 DRIFTWOOD,DARTMOUTH,,1-Aug-14,3
761,122 HIGH,DEDHAM,,1-Aug-14,3
762,65 MILL,FAIRHAVEN,,1-Aug-14,3
763,67 MILL,FAIRHAVEN,,1-Aug-14,3
764,MILL,FAIRHAVEN,,1-Aug-14,3
765,47 MATTAKEESET,MATTAPAN,,1-Aug-14,3
766,GROVE,WORCESTER,@ LANSING AVENUE,1-Aug-14,3
767,28 POPE,HUDSON,,3-Aug-14,3
768,109 HOWE,ASHLAND,,4-Aug-14,3
769,11 EDDY,FAIRHAVEN,,4-Aug-14,3
770,119 RUSKINDALE,MATTAPAN,,4-Aug-14,3
771,750 GROVE,WORCESTER,,4-Aug-14,3
772,GROVE,WORCESTER,@ DRUMMOND AVENUE,4-Aug-14,3
773,LELAND,ASHLAND,@ ALDEN STREET,5-Aug-14,3
774,507 MAIN,ASHLAND,,5-Aug-14,3
775,74 SUMMER,ASHLAND,,5-Aug-14,3
776,155 UNION,ASHLAND,,5-Aug-14,3
777,12 WHITTIER,CAMBRIDGE,,5-Aug-14,3
778,RUSKINDALE,MATTAPAN,@ RADCLIFFE ROAD,5-Aug-14,3
779,CENTER,DARTMOUTH,@ RUSSELL MILLS ROAD,6-Aug-14,3
780,17-18 JAMESON,FAIRHAVEN,,6-Aug-14,3
781,46 TAUNTON,MATTAPAN,,6-Aug-14,3
782,OPP. 54 TAUNTON,MATTAPAN,,6-Aug-14,3
783,60 HOWE,SHREWSBURY,,6-Aug-14,3
784,74 HOWE,SHREWSBURY,,6-Aug-14,3
785,8 WESTLEY,CAMBRIDGE,,7-Aug-14,3
786,27 SMITH,DARTMOUTH,,7-Aug-14,3
787,47 SMITH,DARTMOUTH,,7-Aug-14,3
788,47 HACKER,FAIRHAVEN,,7-Aug-14,3
789,4 HIGHLAND,FAIRHAVEN,,7-Aug-14,3
790,8 HIGHLAND,FAIRHAVEN,,7-Aug-14,3
791,HIGHLAND,FAIRHAVEN,,7-Aug-14,3
792,190 FREMONT,WORCESTER,,7-Aug-14,3
793,102 HARVEY,CAMBRIDGE,,8-Aug-14,3
794,33 ARCH,DARTMOUTH,,8-Aug-14,3
795,11 EDGEWORTH,DARTMOUTH,,8-Aug-14,3
796,GREENDALE,DARTMOUTH,@ WEBSTER STREET,8-Aug-14,3
797,LAUREL,DARTMOUTH,@ ATLANTIC STREET,8-Aug-14,3
798,78 HILLSIDE,DEDHAM,,8-Aug-14,3
799,2 BAY-VIEW,FAIRHAVEN,,8-Aug-14,3
800,36 BAY-VIEW,FAIRHAVEN,,8-Aug-14,3
801,54 BAY-VIEW,FAIRHAVEN,,8-Aug-14,3
802,62 BAY-VIEW,FAIRHAVEN,,8-Aug-14,3
803,25 BRAE,FAIRHAVEN,,8-Aug-14,3
804,30-33 BRAE,FAIRHAVEN,,8-Aug-14,3
805,5 BRAE,FAIRHAVEN,,8-Aug-14,3
806,BRAE,FAIRHAVEN,,8-Aug-14,3
807,BRAE,FAIRHAVEN,@ SEBEC STREET,8-Aug-14,3
808,4 DAY,FAIRHAVEN,,8-Aug-14,3
809,DAY,FAIRHAVEN,@ SCONTICUT NECK ROAD,8-Aug-14,3
810,3 NEPTUNE,WORCESTER,,8-Aug-14,3
811,75 THERESA,DARTMOUTH,,11-Aug-14,3
812,HARVARD,FAIRHAVEN,,11-Aug-14,3
813,31 MANHATTAN,FAIRHAVEN,,11-Aug-14,3
814,33 MANHATTAN,FAIRHAVEN,,11-Aug-14,3
815,123 SCONTICUT-NECK,FAIRHAVEN,,11-Aug-14,3
816,507 MAIN,ASHLAND,,12-Aug-14,3
817,71 WARREN,ASHLAND,,12-Aug-14,3
818,98 WARREN,ASHLAND,,12-Aug-14,3
819,26 ELLERY,CAMBRIDGE,,12-Aug-14,3
820,24 FISKE,CAMBRIDGE,,12-Aug-14,3
821,141-143 RINDGE,CAMBRIDGE,,12-Aug-14,3
822,40 BAY,FAIRHAVEN,,12-Aug-14,3
823,38 GROVE,FAIRHAVEN,,12-Aug-14,3
824,46 GROVE,FAIRHAVEN,,12-Aug-14,3
825,79 BIRCHCROFT,MATTAPAN,,12-Aug-14,3
826,30 ADAMS,WORCESTER,,12-Aug-14,3
827,10 AGAWAM,WORCESTER,,12-Aug-14,3
828,OPP 9 AIRLIE,WORCESTER,,12-Aug-14,3
829,AIRLIE,WORCESTER,,12-Aug-14,3
830,100 ALVARADO,WORCESTER,,12-Aug-14,3
831,4 ALVARADO,WORCESTER,,12-Aug-14,3
832,82 ALVARADO,WORCESTER,,12-Aug-14,3
833,90 ALVARADO,WORCESTER,,12-Aug-14,3
834,88 AMHERST,WORCESTER,,12-Aug-14,3
835,8 ANNA,WORCESTER,,12-Aug-14,3
836,ANNA,WORCESTER,,12-Aug-14,3
837,13 GRAY-GARDEN-E,CAMBRIDGE,,13-Aug-14,3
838,25 GRAY-GARDEN-E,CAMBRIDGE,,13-Aug-14,3
839,31 GRAY-GARDEN-E,CAMBRIDGE,,13-Aug-14,3
840,23 BONNEY,FAIRHAVEN,,13-Aug-14,3
841,29 HATHAWAY,FAIRHAVEN,,13-Aug-14,3
842,30 HATHAWAY,FAIRHAVEN,,13-Aug-14,3
843,HATHAWAY,FAIRHAVEN,,13-Aug-14,3
844,9 ORCHARD,FAIRHAVEN,,13-Aug-14,3
845,180 ASH,HOPKINTON,,13-Aug-14,3
846,188 ASH,HOPKINTON,,13-Aug-14,3
847,211 ASH,HOPKINTON,,13-Aug-14,3
848,2 EXCHANGE,HOPKINTON,,13-Aug-14,3
849,6 EXCHANGE,HOPKINTON,,13-Aug-14,3
850,8 MESERVE,HOPKINTON,,13-Aug-14,3
851,OFF WOOD,HOPKINTON,,13-Aug-14,3
852,WOOD,HOPKINTON,,13-Aug-14,3
853,11 FERNDALE,NATICK,,13-Aug-14,3
854,30 HARWOOD,NATICK,,13-Aug-14,3
855,1116 GREAT-PLAIN,NEEDHAM,,13-Aug-14,3
856,HUNNEWELL,NEEDHAM,,13-Aug-14,3
857,12 WESTBOROUGH,WORCESTER,,13-Aug-14,3
858,120 APRICOT,WORCESTER,,14-Aug-14,3
859,112 ARARAT,WORCESTER,,14-Aug-14,3
860,113 ARARAT,WORCESTER,,14-Aug-14,3
861,OPP 96 ARARAT,WORCESTER,,14-Aug-14,3
862,3 ARBOR VITAE,WORCESTER,,14-Aug-14,3
863,36 ASCADILLA,WORCESTER,,14-Aug-14,3
864,POND,ASHLAND,@ BUTTERFIELD DRIVE,15-Aug-14,3
865,70 SUMMER,ASHLAND,,15-Aug-14,3
866,OPP 78 SEMINOLE,MATTAPAN,,15-Aug-14,3
867,14 JENNINGS-POND,NATICK,,15-Aug-14,3
868,423 OAK,SHREWSBURY,,15-Aug-14,3
869,323-325 CONCORD,CAMBRIDGE,,16-Aug-14,3
870,225 COURT,DEDHAM,,18-Aug-14,3
871,109 FORT-MEADOW,HUDSON,,18-Aug-14,3
872,5 FORT-MEADOW,HUDSON,,18-Aug-14,3
873,150 LEOLEIS,MARLBORO,,18-Aug-14,3
874,800 RIVER,MATTAPAN,,18-Aug-14,3
875,PEARSON,SOMERVILLE,,18-Aug-14,3
876,RIDGE,WORCESTER,@ 7 LAPIERRE STREET,18-Aug-14,3
877,BROADWAY,CAMBRIDGE,,19-Aug-14,3
878,99 CURVE,DEDHAM,,19-Aug-14,3
879,55 CAUSEWAY,HUDSON,,19-Aug-14,3
880,201 WOOD,HYDE PARK,,19-Aug-14,3
881,309 WOOD,HYDE PARK,,19-Aug-14,3
882,110 BOSTON,SOMERVILLE,,19-Aug-14,3
883,714 BROADWAY,SOMERVILLE,,19-Aug-14,3
884,188 AUSTIN,WORCESTER,,19-Aug-14,3
885,5 AUTUMN,WORCESTER,,19-Aug-14,3
886,51 BARNARD,WORCESTER,,19-Aug-14,3
887,11 BAY-STATE,WORCESTER,,19-Aug-14,3
888,47 BAY-STATE,WORCESTER,,19-Aug-14,3
889,206 BEACONSFIELD,WORCESTER,,19-Aug-14,3
890,56 BEACONSFIELD,WORCESTER,,19-Aug-14,3
891,OPP 60 BEECHING,WORCESTER,,19-Aug-14,3
892,148 LAWSON,ACUSHNET,,20-Aug-14,3
893,11 MIDDLE,ACUSHNET,,20-Aug-14,3
894,MIDDLE,ACUSHNET,,20-Aug-14,3
895,MIDDLE,ACUSHNET,,20-Aug-14,3
896,161 GARDEN,CAMBRIDGE,,20-Aug-14,3
897,3 LIBERTY,DEDHAM,,20-Aug-14,3
898,TREASURE-BAY,FAIRHAVEN,,20-Aug-14,3
899,11 COLLINS,HUDSON,,20-Aug-14,3
900,8 COLLINS,HUDSON,,20-Aug-14,3
901,27 FARRAR,HYDE PARK,,20-Aug-14,3
902,29 MAGEE,HYDE PARK,,20-Aug-14,3
903,84 TACOMA,HYDE PARK,,20-Aug-14,3
904,90 CLARENDON,SOMERVILLE,,20-Aug-14,3
905,20 HALL,SOMERVILLE,,20-Aug-14,3
906,TUNIS,WORCESTER,,20-Aug-14,3
907,28 VOLKMAR,WORCESTER,,20-Aug-14,3
908,W-BOYLSTON,WORCESTER,,20-Aug-14,3
909,63 FRESH-POND,CAMBRIDGE,,21-Aug-14,3
910,32 BUSH,DARTMOUTH,,21-Aug-14,3
911,BUSH,DARTMOUTH,@ THATCHER STREET,21-Aug-14,3
912,BUSH,DARTMOUTH,@ COOKIE WAY,21-Aug-14,3
913,1145 EAST,DEDHAM,,21-Aug-14,3
914,19 GILBERT,FAIRHAVEN,,21-Aug-14,3
915,65 RAYMOND,FAIRHAVEN,,21-Aug-14,3
