ID,COMPOUND ADDRESS,ADDRESS,TOWN,INTERSECTION,DATE REPAIRED,GRADE
da0df39aaff2b2a5b6ff175ccdbf0883,71 THOMAS RD SWAMPSCOTT MA,71 THOMAS RD,SWAMPSCOTT,,11/9/16,1
14e0c1260e4d3289eb06c9785e2b5ca4,71 TRENTON ST EAST BOSTON MA,71 TRENTON ST,EAST BOSTON,,8/19/16,2A
16e13f07a4e199705a6f49de51fae407,71 WINTER ST NORWOOD MA,71 WINTER ST,NORWOOD,,5/2/16,2
8fb4f7e30a7be0e6e354ce8e432c8d2b,710 FURNACE BROOK PKY QUINCY MA,710 FURNACE BROOK PKY,QUINCY,,5/22/16,1
da44262188eb5f3b412ecc2ac8a1f624,713 E BROADWAY SOUTH BOSTON MA,713 E BROADWAY,SOUTH BOSTON,,6/8/16,2A
8e9fa24663941b6452bcc7fb2d792d59,713 JERUSALEM RD COHASSET MA,713 JERUSALEM RD,COHASSET,,7/20/16,1
5b5d3a9ef4bc1371c2617e171a8d69d3,714 HYDE PARK AVE ROSLINDALE MA,714 HYDE PARK AVE,ROSLINDALE,,1/4/16,2
e1a9e953b0f7ae83dd06df03e7f22bc7,715 BELMONT ST BELMONT MA,715 BELMONT ST,BELMONT,,12/14/16,2
c14c2394983ecdaa84f41a9a9391c2eb,715 HALE ST BEVERLY MA,715 HALE ST,BEVERLY,,5/27/16,2
a42874537bf472dad0e356fd6202855e,717 E 5TH ST SOUTH BOSTON MA,717 E 5TH ST,SOUTH BOSTON,,8/19/16,1
01cc8700b63ee44668be631f0b3afe1e,72 APOLLO DR WHITMAN MA,72 APOLLO DR,WHITMAN,,9/9/16,2
231ce957abaed19fb8c42f7597d98cfb,72 AUDUBON RD WELLESLEY MA,72 AUDUBON RD,WELLESLEY,,5/24/16,1
f5684f590646fe064ac451f7de6f5ab4,72 BEECH AVE MELROSE MA,72 BEECH AVE,MELROSE,,6/7/16,2
819311afe11287dc900b544f68b96a6d,72 CHARLES DIERSCH ST WEYMOUTH MA,72 CHARLES DIERSCH ST,WEYMOUTH,,3/9/16,3
291f54b081ea6268454885feae651c2d,72 COLLINS ST DANVERS MA,72 COLLINS ST,DANVERS,,6/28/16,1
8c27d1019457521f905ecab852122628,72 CROSS ST SOMERVILLE MA,72 CROSS ST,SOMERVILLE,,11/2/16,2A
