TOWN,ADDRESS,CROSS ST,LEAK GRADE,DATE REPORTED,NOTE
MARION,99 MAIN,,3,09/26/2014,
NEW BEDFORD,99 WILLIS,,3,05/06/2014,
WORCESTER,99-101 BRANTWOOD,,3,06/17/2015,
NEW BEDFORD,993 WILDWOOD,,3,06/29/2015,
WORCESTER,994 GRAFTON,,3,12/15/2014,
WORCESTER,994 PLEASANT,,3,10/25/2016,
WORCESTER,996 PLEASANT,,3,10/25/2016,
NEW BEDFORD,997 LLOYD,,3,05/20/2014,
NEW BEDFORD,997 LLOYD ST,,3,09/16/2014,
HUDSON,9A KANE INDUSTRIAL,,3,07/14/2016,
NEW BEDFORD,ACUSHNET,@ BROOKLAWN CT,3,06/27/2014,
NEW BEDFORD,ACUSHNET,@ BULLARD ST,3,09/16/2014,
NEW BEDFORD,ACUSHNET,@ COFFIN ST,3,09/18/2014,
NEW BEDFORD,ACUSHNET,@ GRINNELL ST,3,09/17/2014,
NEW BEDFORD,ACUSHNET,@ HARVARD ST,3,08/28/2014,
NEW BEDFORD,ACUSHNET,@ IRVINGTON CT,3,09/15/2014,
NEW BEDFORD,ACUSHNET,@ NYE ST,3,09/17/2014,
NEW BEDFORD,ACUSHNET,@ SOUTH ST,3,09/15/2014,
FAIRHAVEN,ADAMS,@ FRIENDLY ST,3,10/29/2014,
FAIRHAVEN,ADAMS,@ HICKORY ST,3,10/06/2014,
NEW BEDFORD,ADAMS,@ NORTH ST,3,12/15/2016,
CAMBRIDGE,ADAMS,@ ROBERTS RD,3,09/26/2016,
WORCESTER,AIRPORT,,3,10/31/2014,
DARTMOUTH,AKIN,@ PROSPECT ST,3,08/27/2014,
FAIRHAVEN,ALDEN,@ BOSTON HILL RD,3,10/08/2014,
NEW BEDFORD,ALLEN,@ ROCKDALE AVE,3,11/21/2016,
DARTMOUTH,ALLEN,@ SABLE ST,3,06/16/2014,
DARTMOUTH,ALLEN,@ BERYL AVE,3,09/23/2016,
CAMBRIDGE,ALLSTON,@ SIDNEY ST,3,10/22/2014,
WORCESTER,ALMONT,@ HAMILTON ST,3,12/01/2014,
MARLBORO,AMES,@ NICKERSON RD,3,11/19/2016,
FRAMINGHAM,ANDREWS,@ AARON ST,3,10/28/2016,
WORCESTER,ARARAT,@ DELAVAL RD,3,04/30/2015,
NORTHBRIDGE,ARCADE,@ CRESCENT ST,3,04/21/2016,
HYDE PARK,ARLINGTON,@ HILTON ST,3,01/11/2016,
NEW BEDFORD,ASHLEY,@ BATES ST,3,05/27/2014,
FAIRHAVEN,ATLAS,@ CHURCH ST,3,09/10/2014,
WORCESTER,AUTUMN,@ WAYNE ST,3,03/21/2016,
NEEDHAM,B,@ FIRST AVE,3,10/18/2016,
WORCESTER,BAKER,@ BISHOP AVE,3,07/07/2016,
WORCESTER,BANCROFT TOWER,@ BEECHMONT ST,3,04/30/2015,
NEW BEDFORD,BANK,,3,07/07/2014,
SOMERVILLE,BEACON,@ KENT ST,3,09/02/2014,
SOMERVILLE,BEACON,@ SACRAMENTO ST,3,12/06/2016,
WORCESTER,BEAVER,@ MAIN ST,3,07/18/2016,
NEW BEDFORD,BEDFORD,@ ANTHONY ST,3,06/25/2014,
NEW BEDFORD,BEDFORD,@ COUNTY ST,3,12/17/2014,
NEW BEDFORD,BEDFORD,@ ORCHARD ST,3,07/02/2014,
WORCESTER,BEECHMONT,@ BANCROFT TWR RD,3,08/26/2014,
WORCESTER,BEECHMONT,@ SALISBURY ST,3,05/01/2015,
FRAMINGHAM,BELKNAP,@ GROVE ST,3,11/28/2016,
NEW BEDFORD,BELLEVILLE,@ HOWARD ST,3,05/22/2014,
NEW BEDFORD,BELLEVILLE,@ TRURO ST,3,05/21/2014,
CAMBRIDGE,BELMONT,@ ARLINGTON ST,3,02/08/2015,
CAMBRIDGE,BELMONT,@ HOLWORTHY ST,3,10/02/2014,
WORCESTER,BELMONT,@ FOUNTAIN ST,3,09/24/2015,
CAMBRIDGE,BISHOP RICHARD ALLEN,@ ESSEX ST,3,08/09/2015,
CAMBRIDGE,BISHOP RICHARD ALLEN,@ SCHOOL ST,3,04/07/2016,
CAMBRIDGE,BISHOP RICHARD ALLEN,@ COLUMBIA ST,3,12/01/2016,
CAMBRIDGE,BLACKSTONE,@ TENNIS CT,3,08/31/2015,
MARLBORO,BOLTON,@ RESERVOIR ST,3,08/10/2015,
MARLBORO,BOLTON,@ BLAISWOOD AVE,3,09/13/2016,
MARLBORO,BOLTON,@ HUDSON ST,3,08/10/2015,
MARLBORO,BOLTON,,3,10/24/2014,@ POLE #79
MARLBORO,BOLTON,,3,10/24/2014,@ POLES 80-81
SOMERVILLE,BOSTON,@ IRVINGTN RD,3,08/21/2014,
SUTTON,BOSTON,@ PROVIDENCE RD,3,11/19/2014,
AUBURN,BOYCE,@ N. OXFORD ST,3,11/04/2014,
AUBURN,BOYCE,@ ROCKLAND RD,3,11/04/2014,
WORCESTER,BOYD,@ HASTINGS AVE,3,09/23/2014,
NEEDHAM,BRADFORD,@ GLENWOOD RD,3,04/06/2015,
NEW BEDFORD,BRANSCOMB,,3,05/22/2014,
WORCESTER,BRANTWOOD,@ PLEASANT ST,3,10/24/2016,
WORCESTER,BRANTWOOD,@ RADMORE ST,3,05/06/2015,
CAMBRIDGE,BRATTLE,@ CRAIGIE ST,3,01/14/2014,
WORCESTER,BRATTLE,@ HOLDEN ST,3,04/07/2015,
FAIRHAVEN,BRIDGE,@ MAIN ST,3,09/23/2014,
FAIRHAVEN,BRIERCLIFFE,@ TORRINGTON RD,3,07/10/2014,
NEW BEDFORD,BRIGGS,,3,07/03/2014,
MILLBURY,BRIGHTSIDE,@ RIVERLIN ST,3,11/07/2014,
CAMBRIDGE,BRISTOL,@ CARDINAL MEDEIROS AV,3,04/26/2016,
SOMERVILLE,BROAD WAY,@ BOSTON AVE,3,12/06/2016,
SOMERVILLE,BROAD WAY,@ PEARSON RD,3,04/17/2014,
CAMBRIDGE,BROADWAY,@ AMES ST,3,12/10/2014,
CAMBRIDGE,BROADWAY,@ GOODMAN RD,3,12/11/2014,
CAMBRIDGE,BROADWAY,@ QUINCY ST,3,08/05/2015,
NEW BEDFORD,BROCK,@ RUTH ST,3,04/07/2015,
NEW BEDFORD,BROOKLAWN,,3,05/21/2014,
MAYNARD,BROOKS,@ LINCOLN ST,3,09/24/2015,
WORCESTER,BROOKS,@ ARARAT ST,3,09/26/2014,
WORCESTER,BROOKS,@ ARARAT ST,3,09/26/2014,
WORCESTER,BROWNELL,@ CALMIA ST,3,11/10/2016,
NEW BEDFORD,BROWNELL,@ HARDING ST,3,06/26/2014,
NEW BEDFORD,BULLARD,@ ACUSHNET AVE,3,06/26/2014,
NATICK,BURNING TREE,@ MILL ST,2,11/22/2016,
PLYMOUTH,BY DR #58 WARREN,,3,10/01/2014,
CAMBRIDGE,CAMBRIDGE,@ ELLERY ST,3,09/27/2016,
WORCESTER,CAMBRIDGE,@ NIXON AVE,3,09/12/2016,
WORCESTER,CAMBRIDGE,@ SOUTHBRIDGE ST,3,05/27/2014,
WORCESTER,CAMBRIDGE,@ TAFT ST,3,09/29/2014,
MILFORD,CAMP,@ GREEN ST,3,08/29/2014,
NEW BEDFORD,CAMPBELL,,3,04/08/2015,
NEW BEDFORD,CAMPBELL,,3,04/08/2015,
NEW BEDFORD,CAMPBELL,,3,04/22/2015,
WORCESTER,CANTERBURY,@ CAMBRIDGE ST,3,07/25/2016,
WORCESTER,CANTERBURY,@ WALPOLE ST,3,07/25/2016,
NEW BEDFORD,CARROLL,,3,06/26/2014,
FAIRHAVEN,CASTLE,@ LINDEN AVE,3,06/30/2014,
FAIRHAVEN,CASTLE,@ NORTH ST,3,10/03/2014,
HOLDEN,CATALPA,@ SYCAMORE DR,3,10/25/2016,
WORCESTER,CEDAR,@ RUSSELL ST,3,11/17/2016,
ASHLAND,CEDAR HILL,@ BIRCH HILL RD,3,05/28/2014,
NEW BEDFORD,CENTRAL,@ ARLINGTON ST,3,05/23/2014,
NEW BEDFORD,CENTRAL,@ ASHLEY BLVD,3,08/19/2015,
MILFORD,CENTRAL,@ BOW ST,3,02/11/2016,
NEW BEDFORD,CENTRAL,@ BROOK ST,3,08/19/2015,
NEW BEDFORD,CENTRAL,@ CONCORD ST,3,05/23/2014,
NEW BEDFORD,CHAFFEE,@ HEYWOOD ST,3,07/02/2015,
HOLLISTON,CHAMBERLAIN,@ GORWIN DR,3,03/04/2016,
WORCESTER,CHAMBERS,,3,09/30/2014,
WORCESTER,CHANDLER,@ JUNE ST,3,05/21/2014,
WORCESTER,CHANDLER,@ JUNE ST,3,05/19/2015,
WORCESTER,CHANDLER,@ WELLINGTON ST,3,10/02/2014,
CAMBRIDGE,CHAUNCY,@ GARDEN ST,3,08/19/2016,
DEDHAM,CHICKERING,,3,05/13/2013,
NEW BEDFORD,CHURCH,@ CARLISE ST,3,09/22/2015,
WEST BOYLSTON,CHURCH,@ CENTRAL ST,3,11/20/2014,
FAIRHAVEN,CHURCH,@ FORT ST,3,09/16/2014,
MILLBURY,CHURCH,@ NORTH MAIN ST,3,10/12/2016,
NEW BEDFORD,CHURCH,@ TARKILN HILL RD,3,09/22/2015,
MARLBORO,CHURCH,@GREENDALE AVE,3,08/15/2016,
MATTAPOISETT,CHURCH STREET,@ SHERWOOD AVE,3,09/10/2014,
CAMBRIDGE,CLARENDON,@ MASS AVE,3,03/24/2015,
MARLBORO,CLARKE,@ HELEN DR,3,12/09/2014,
NEW BEDFORD,CLIFFORD,@ ASHLEY BLVD,3,08/17/2015,
WORCESTER,CLOVER,@ HEARD ST,3,06/21/2016,
WORCESTER,CLOVER,@ KNOX ST,3,11/04/2016,
WORCESTER,COBURN,@ NONQUIT ST,3,10/07/2014,
SOMERVILLE,COLLEGE,@ PARK AVE,3,10/07/2014,
WORCESTER,COMMODORE,@ JUNE ST,3,10/08/2014,
MARLBORO,CONCORD,@ DEMERS DR,3,12/14/2016,
HOLLISTON,CONCORD,@ HIGH ST,3,06/20/2016,
CAMBRIDGE,CONCORD,@ HURON AVE,3,05/23/2014,
FRAMINGHAM,CONCORD,@ THELMA RD,3,09/17/2010,
FRAMINGHAM,CONCORD,@ THELMA RD,3,09/03/2015,
ACUSHNET,CONDUIT,@ LLOYD ST,3,03/04/2016,
ACUSHNET,CONDUIT,@ MYRTLE AVE,3,08/22/2014,
NEW BEDFORD,CONDUIT,@ MYRTLE ST,3,05/20/2014,
HUDSON,COOLIDGE,@ HIGHLAND PARK AVE,3,07/06/2016,
FAIRHAVEN,COOLIDGE,@ WEEDEN RD,3,07/29/2014,
WORCESTER,COPPERFIELD,@ FIRGLADE ST,3,10/08/2014,
NEW BEDFORD,CORNELL,@ KEMPTON ST,3,03/08/2016,
WORCESTER,CORRINE,,3,12/15/2014,
NEW BEDFORD,COTTAGE,@ BEDFORD ST,3,07/02/2014,
HUDSON,COTTAGE,@ FUYAT ST,3,09/02/2016,
HUDSON,COTTAGE,@ FUYAT ST,3,11/20/2016,
NEW BEDFORD,COTTAGE,@ PARKER ST,3,06/13/2014,
NEW BEDFORD,COUNTY,@ PECKHAM ST,3,07/13/2016,
NEW BEDFORD,COUNTY,@ WILLIS ST,3,07/13/2016,
NEW BEDFORD,COUNTY,,3,06/03/2014,
NEW BEDFORD,COUNTY,,3,06/12/2014,
NEW BEDFORD,COUNTY,,3,06/12/2014,
NEW BEDFORD,COUNTY,,3,06/19/2014,
NEW BEDFORD,COUNTY,,3,07/09/2014,
NEW BEDFORD,COVE,@ COUNTY ST,3,07/29/2015,
NEW BEDFORD,COVE,@ S. FIRST ST,3,07/21/2015,
WORCESTER,CRESCENT,,3,09/12/2014,
WORCESTER,CRYSTAL,@ ILLINOIS ST,3,07/19/2016,
SOMERVILLE,CURTIS,@ POWDERHSE BLVD,3,11/03/2014,
CAMBRIDGE,CUSHING,@ HURON AVE,3,10/05/2016,
DEDHAM,DALE,@ YOUNGS RD,3,12/14/2015,
CAMBRIDGE,DANA,@ CHATHAM ST,3,08/28/2014,
SOMERVILLE,DANE,@ DANE ST,3,12/07/2015,
CAMBRIDGE,DANFORTH,@ MEMORIAL DR,3,11/17/2014,
WEST BOYLSTON,DANIELIAN,@ CUMBERLAND DR,3,11/19/2014,
FAIRHAVEN,DAY,@ SCONTICT NCK RD,3,12/29/2016,
HYDE PARK,DEDHAM,@ GEORGETOWN DR,3,10/29/2014,
NEW BEDFORD,DELANO,,3,07/09/2014,
WORCESTER,DELAWANDA,@ MONTICELLO DR,3,11/01/2016,
MATTAPOISETT,DEPOT,,3,08/28/2014,
WORCESTER,DEWEY,@ AUSTIN ST,3,11/19/2015,
NEW BEDFORD,DEWEY,,3,05/14/2014,
FAIRHAVEN,DOANE,@ GREEN ST,3,09/16/2014,
NATICK,DOVER,@ PLEASANT ST,3,09/01/2016,
MARLBORO,EAST BOSTON POST,,3,11/17/2014,
WORCESTER,EASTERN,@ GAGE ST,3,12/08/2016,
DEDHAM,EASTERN,@ MAH WAY,3,12/02/2016,
WORCESTER,EDGEWOOD,@ CIRCUIT AVE,3,08/08/2016,
FRAMINGHAM,EDWARDS,@ CHESTNUT ST,3,09/29/2016,
NATICK,ELIOT,@ WATER ST,3,11/24/2014,
MILLBURY,ELM,@ RIVER ST,3,06/10/2014,
DEDHAM,ELM,@ ROBINWOOD RD,3,11/10/2016,
MILLBURY,ELM,@ WATERS ST,3,11/06/2014,
WORCESTER,ENGLEWOOD,@ FERDINAND ST,3,11/07/2014,
WORCESTER,ENGLEWOOD,@ NORTH CIRCUIT AVE,3,11/14/2016,
WORCESTER,ENID,@ BENHAM ST,3,11/28/2014,
HYDE PARK,ENNEKING,,3,04/08/2014,
WORCESTER,EPWORTH,@ WHIPPLE ST,3,10/21/2014,
WORCESTER,ERNEST,@ GRAFTON ST,3,12/02/2016,
NEW BEDFORD,EUGENIA,@ ACUSHNET AVE,3,05/27/2014,
STOW,EVELYN,@ CIRCUIT DR,3,06/13/2016,
FAIRHAVEN,EVERGREEN,,3,07/24/2014,
WORCESTER,FAIRFIELD,@ ENFIELD ST,3,11/14/2016,
MATTAPOISETT,FAIRHAVEN,@ RESERVATION RD,3,10/06/2014,
MATTAPOISETT,FAIRHAVEN,@ WILDWOOD TER,3,10/25/2016,
MATTAPOISETT,FAIRHAVEN,,3,12/08/2014,
WORCESTER,FARADAY,@ GROVE ST,3,05/28/2015,
MARLBORO,FARM,@ FARMINGTON CIR,3,10/22/2015,
MARLBORO,FARRINGTON,@ HAWKINS LN,3,10/07/2015,
DARTMOUTH,FAUNCE CORNER,,3,10/03/2016,
WESTWOOD,FEARING,@ MAGALETTA DR,3,11/26/2013,
FRAMINGHAM,FENWICK,@ HAYNES RD,3,12/23/2015,
WORCESTER,FIR,@ NORFOLK ST,3,09/29/2014,
NATICK,FISKE,@ POND ST,3,09/26/2014,
NORTHBRIDGE,FLETCHER,@ DOUGLAS ST,3,04/25/2016,
WORCESTER,FOREST,@ ALGONQUIN RD,3,10/02/2014,
WORCESTER,FOREST,@ NOTTINGHAM RD,3,10/01/2014,
HUDSON,FOREST,@ WIHEELER RD,3,08/25/2015,
HUDSON,FORT MEADOW,@ CHAMPLAIN DR,3,12/14/2016,
MARLBORO,FRAMINGHAM,@ DARTMOUTH ST,3,05/26/2015,
WEST BOYLSTON,FRANKLIN,@ WORCESTER ST,3,11/20/2014,
HYDE PARK,FRAZER,@ WOOD AVE,3,03/04/2016,
HOPEDALE,FREEDOM,@ HOPEDALE ST,3,06/26/2014,
DARTMOUTH,FREMONT,@ PLEASANT ST,3,11/02/2015,
FAIRHAVEN,FRIENDLY,@ ADAMS ST,3,09/26/2016,
ASHLAND,FRUIT,@ DAVIS FARM RD,3,05/28/2014,
ASHLAND,FRUIT,@ PROSPECT ST,3,05/28/2014,
CAMBRIDGE,GARDEN,@ APPIAN WAY,3,12/05/2013,
CAMBRIDGE,GARDEN,@ BOND ST  249662,3,11/24/2014,
CAMBRIDGE,GARDEN,@ CONCORD AVE,3,08/31/2016,
CAMBRIDGE,GARDEN,@ LINNAEAN ST,3,11/24/2014,
WORCESTER,GARDNER,@ TAINTER ST,3,09/03/2015,
NEW BEDFORD,GARRISON,@ POPLAR RD,3,05/07/2014,
WESTWOOD,GLANDORE,@ SPELLMAN RD,3,12/29/2014,
WORCESTER,GODDARD MEMORIAL,@ COPPAGE DR,3,10/31/2016,
WORCESTER,GOLDTHWAITE,@ PLEASANT VALLEY DR,3,12/02/2016,
CAMBRIDGE,GORE,@ CAMB TOWN LINE,3,10/14/2014,
WORCESTER,GRAFTON,@ CORRINE ST,3,12/15/2014,
WORCESTER,GRAFTON,@ HOUGHTON ST,3,04/28/2014,
MILLBURY,GRAFTON,@ MIDDLETON ST,3,11/13/2014,
MILLBURY,GRAFTON,@ SCOTT RD,3,11/13/2014,
FRAMINGHAM,GRANT,@ DAVIS ST,2,10/05/2016,
MAYNARD,GRANT,@ HAYES ST,3,09/22/2015,
WORCESTER,GREEN,@ GOLD ST,3,10/17/2014,
FAIRHAVEN,GREEN,@ LARCH ST,3,09/16/2014,
FAIRHAVEN,GREEN,@ PHOENIX ST,3,09/16/2014,
WORCESTER,GREEN,@ WINTER ST,3,10/17/2014,
WORCESTER,GREEN HILL,@ LINCOLN ST,3,10/06/2014,
WORCESTER,GREEN HILL,@ LINCOLN ST,3,12/03/2014,
DARTMOUTH,GREENDALE,@ WEBSTER ST,3,08/08/2014,
ASHLAND,GREENWOOD,@ E. UNION ST,3,06/12/2014,
WORCESTER,GROVE,@ CHESTER ST,3,12/12/2014,
WORCESTER,GROVE,@ DRUMMOND AVE,3,08/04/2014,
WORCESTER,GROVE,@ PARKTON AVE,3,12/16/2016,
WORCESTER,GROVE,@ W. LANSING AVE,3,12/16/2016,
KINGSTON,GROVE,,3,07/08/2015,
DARTMOUTH,GULF,@ MEADOWOOD RD,3,07/09/2014,
WORCESTER,HADWEN,@ HERBERT RD,3,10/23/2014,
WORCESTER,HAMILTON,@ ELMIRE AVE,3,10/24/2014,
FAIRHAVEN,HAMLET,@ BABBITT ST,3,07/28/2014,
MATTAPOISETT,HAMMOND,,3,08/28/2014,
CAMBRIDGE,HAMPSHIRE,@ CAMBRIDGE ST,3,04/13/2016,
CAMBRIDGE,HAMPSHIRE,@ DICKINSON ST,3,12/08/2014,
CAMBRIDGE,HAMPSHIRE,@ PROSPECT ST,3,12/08/2014,
FAIRHAVEN,HARDING,@ MAIN ST,3,10/10/2014,
WORCESTER,HARLEM,@ PERRY AVE,3,12/11/2014,
FAIRHAVEN,HARVARD,@ MANHATTAN AVE,3,08/11/2014,
NEW BEDFORD,HATHAWAY,@ HOPE ST,3,06/06/2014,
DARTMOUTH,HATHAWAY,@ SLOCUM RD,3,04/27/2016,
FRAMINGHAM,HAYNES,@ CENTRAL ST,3,09/28/2016,
MARLBORO,HELEN,,3,11/19/2014,
NEW BEDFORD,HEMLOCK,,3,10/16/2015,
MARION,HERMITAGE,@ DEAD END,3,10/07/2016,
MARION,HERMITAGE,@ OAKDALE AVE,3,10/02/2014,
NEEDHAM,HIGH ROCK,@ LINDEN ST,3,12/19/2014,
FAIRHAVEN,HIGHLAND,@ BAY ST,3,08/07/2014,
MARLBORO,HIGHLAND,@ FREEMONT ST,3,12/23/2016,
WORCESTER,HIGHLAND,@ GERMAN ST,3,10/22/2014,
WORCESTER,HIGHLAND,@ HARVARD ST,3,12/28/2016,
WORCESTER,HIGHLAND,@ LANCASTER ST,3,12/10/2014,
MARION,HIGHLAND,@ LUCE AVE,3,10/02/2014,
NEEDHAM,HIGHLAND,@ SECOND AVE,3,11/10/2016,
NEW BEDFORD,HIGHLAND,@ SUTTON ST,3,06/04/2014,
MILFORD,HIGHLAND,@ WEST ST,3,04/15/2016,
NEW BEDFORD,HILLCREST,@ VALLEY RD,3,05/08/2014,
WEST BOYLSTON,HOLDEN,@ E. MOUNTAIN ST,3,08/20/2015,
SHREWSBURY,HOLDEN,@ E. MOUNTAIN ST,3,10/18/2013,
SHREWSBURY,HOLDEN,@ E. MOUNTAIN ST,3,12/11/2014,
WEST BOYLSTON,HOLDEN,,3,08/20/2015,
SOMERVILLE,HOLLAND,@ CLAREMON ST,3,08/28/2014,
GRAFTON,HOLLYWOOD,@ WORCESTER ST  ,3,04/07/2015,243342
SHREWSBURY,HOLMAN,@ SPRING ST,3,10/08/2014,
NEW BEDFORD,HOMESTEAD,@ BALL ST,3,07/09/2015,
MARLBORO,HOSMER,@ CAUSEWY ST,3,10/30/2014,
MARLBORO,HOSMER,@ EAGER CT,3,09/25/2015,
DARTMOUTH,HOWARD,,3,08/10/2015,
FAIRHAVEN,HOWLAND,@ MAIN ST,3,12/21/2016,
WORCESTER,HOWLAND,@ PLEASANT ST,3,11/13/2014,
FAIRHAVEN,HOWLAND,@ RIVER AVE,3,10/10/2014,
DARTMOUTH,HOWLAND,@ SMITH ST,3,09/13/2016,
MARLBORO,HUDSON,,3,12/09/2014,
CAMBRIDGE,HURON,@ CONCORD AVE,3,12/08/2016,
CAMBRIDGE,HURON,@ GARDEN ST,3,12/15/2016,
HYDE PARK,HYDE PARK,@ PINE ST,3,06/02/2016,
MARLBORO,INDIAN,@ SETTLERS LN,3,10/01/2015,
CAMBRIDGE,INMAN,@ BROADWAY,3,12/07/2016,
NEW BEDFORD,IRVINGTON,@ ROCHAMBEAU ST,3,05/19/2014,
FRAMINGHAM,JANEBAR,@ ROUNDTOP RD,3,09/22/2016,
HOLLISTON,JENNINGS,@ CONCORD ST,3,10/05/2015,
DEDHAM,JERSEY,@ YORK ST,3,12/16/2016,
FAIRHAVEN,JERUSALEM,@ SCONTICT NCK RD,3,08/27/2014,
FAIRHAVEN,JOHN,@ TIMOTHY ST,3,06/25/2015,
WORCESTER,JOLMA,@ GRAFTON ST,3,12/20/2016,
DARTMOUTH,JOSHUA WEEKS,@ GULF RD,3,11/22/2016,
NEW BEDFORD,KEMPTON,@ HUSSEY ST,3,06/17/2014,
WORCESTER,KING PHILIP,@ BURNCOAT ST,3,05/29/2015,
FRAMINGHAM,KNIGHT,@ PLEASANT ST,3,09/26/2016,
WORCESTER,LAKE,,3,12/13/2016,@ BETWN POLES 43&44
WORCESTER,LAKE,,3,12/13/2016,@ BETWN POLES 61&62
WORCESTER,LAKE,@ COBURN AVE,3,12/02/2016,
WORCESTER,LAKE,@ HAMILTON ST,3,12/09/2014,
WORCESTER,LAMARTINE,@ LODI ST,3,09/04/2014,
WEST BOYLSTON,LANCASTER,@ LANCASTER MEADOWS,3,09/29/2016,
WEST BOYLSTON,LANCASTER,@ STERLNG TWN LNE,3,11/21/2014,
FRAMINGHAM,LARIVIERE,@ WATER ST,3,10/08/2013,
DARTMOUTH,LAUREL,@ ATLANTIC ST,3,11/30/2016,
ASHLAND,LELAND,@ ALDEN ST,3,08/05/2014,
NORTHBRIDGE,LELAND,@ GRANITE ST,3,05/09/2016,
ASHLAND,LELAND,@ MAIN ST,3,06/20/2016,
MARION,LEWIS,@ WATER ST,3,09/26/2014,
NATICK,LIBERTY,@ MARK ST,2,03/27/2016,
HUDSON,LINCOLN,@ APSLEY ST,3,09/11/2014,
WORCESTER,LINCOLN,@ N. LAKE AVE,3,11/24/2015,
HYDE PARK,LINCOLN,,3,05/19/2016,
FAIRHAVEN,LINDEN,@ CASTLE AVE,3,10/01/2014,
SOMERVILLE,LINWOOD,@ MCGRATH HWY,3,12/13/2016,
NEW BEDFORD,LOCUST,@ COUNTY ST,3,06/12/2014,
NEW BEDFORD,LOGAN,@ ACUSHNET AVE,3,06/29/2016,
NEW BEDFORD,LONGWOOD,@ COMM AVE,3,04/13/2015,
WORCESTER,LOVELL,@ PARK AVE,3,12/16/2016,
WORCESTER,LUDLOW,@ STAFFORD ST,3,12/27/2016,
MILFORD,LYNN,@ COOLIDGE,3,06/23/2015,
DARTMOUTH,MACOMBER,,3,11/28/2016,
NEW BEDFORD,MADISON,@ S. SECOND ST,3,06/30/2014,
WESTWOOD,MAGALETTA,@ HAWKTREE DR,3,08/09/2016,
WORCESTER,MAIN,@ ARBOR VITAE ST,3,12/01/2014,
WORCESTER,MAIN,@ CASTLE ST,3,12/01/2014,
WORCESTER,MAIN,@ CHANDLER ST,3,06/03/2015,
WORCESTER,MAIN,@ CLEMENT ST,3,12/01/2014,
MILFORD,MAIN,@ CONGRESS ST,3,09/16/2014,
WORCESTER,MAIN,@ FEDERAL ST,3,12/08/2016,
WORCESTER,MAIN,@ GATES ST,3,11/15/2016,
WORCESTER,MAIN,@ GRAND ST,3,12/01/2014,
WORCESTER,MAIN,@ GREAT POST ST,3,11/01/2016,
MATTAPOISETT,MAIN,@ HAMMOND ST,3,03/29/2016,
WORCESTER,MAIN,@ IONIC AVE,3,12/01/2014,
WORCESTER,MAIN,@ MAY ST,3,09/01/2015,
WORCESTER,MAIN,@ MAYWOOD ST,3,11/15/2016,
WORCESTER,MAIN,@ PIEDMONT ST,3,06/05/2015,
MILFORD,MAIN,@ POND ST,3,06/04/2015,
CAMBRIDGE,MAIN,@ PORTLAND ST,3,10/08/2015,
KINGSTON,MAIN,@ SPRING ST,3,05/22/2015,
MILFORD,MAIN,@ SUMNER ST,3,12/14/2016,
WORCESTER,MAIN,@ SYCAMORE ST,3,12/01/2014,
FAIRHAVEN,MAIN,@ WILDING ST,3,10/08/2014,
HOLDEN,MAIN,@ ZOTTOLI RD,3,11/26/2014,
WORCESTER,MAIN,@ GODDARD MEMORIAL DR,3,07/11/2016,
NEW BEDFORD,MAITLAND,@ RICHMOND ST,3,06/13/2014,
MARLBORO,MAPLE,@ HARVARD ST,3,08/16/2016,
MARLBORO,MAPLE,,3,11/06/2014,
CAMBRIDGE,MARION,@ CAMBRIDGE ST,3,06/28/2016,
NEEDHAM,MARK LEE,,3,03/28/2012,
WESTWOOD,MARSHALL,@ WASHINGTON ST,3,11/09/2015,
WESTWOOD,MARTHA JONES,@ OAK ST,3,08/13/2015,
WORCESTER,MASON,@ AUSTIN ST,3,11/18/2016,
CAMBRIDGE,MASSACHUSETTS,@ CHESTER ST,3,04/13/2016,
CAMBRIDGE,MASSACHUSETTS,@ CLARENDON AVE,3,03/31/2016,
CAMBRIDGE,MASSACHUSETTS,@ ELLERY ST,3,06/03/2016,
CAMBRIDGE,MASSACHUSETTS,@ HUDSON ST,3,05/12/2016,
CAMBRIDGE,MASSACHUSETTS,@ LINNEAN ST,3,09/12/2016,
CAMBRIDGE,MASSACHUSETTS,@ PLEASANT ST,3,06/10/2015,
CAMBRIDGE,MASSACHUSETTS,@ UPLAND RD,3,12/16/2016,
HOPKINTON,MASSACHUSETTS,@ WOOD ST,3,08/13/2014,
CAMBRIDGE,MASSACHUSETTS,@ WOODBRIDGE ST,3,05/05/2015,
CAMBRIDGE,MASSACHUSETTS,,3,10/15/2014,
CAMBRIDGE,MASSACHUSETTS,,3,09/11/2015,
CAMBRIDGE,MASSACHUSETTS,,3,12/21/2015,
CAMBRIDGE,MASSACHUSETTS,,3,12/22/2015,
CAMBRIDGE,MASSACHUSETTS,,3,12/23/2015,
WORCESTER,MASSASOIT,@ BRIARWAY DR,3,12/01/2016,
WORCESTER,MASSASOIT,@ GRAFTON ST,3,10/01/2014,
WORCESTER,MASSASOIT,@ ROUTE 20,3,10/15/2014,
WORCESTER,MASSASOIT,@ STANDISH ST,3,12/05/2014,
WORCESTER,MASSASOIT,@ STONEHAM RD,3,10/01/2014,
WORCESTER,MASSASOIT,,3,09/25/2014,
NEW BEDFORD,MAXFIELD,@ FLORENCE ST,3,06/16/2014,
WORCESTER,MAY,@ HAMILL RD,3,12/06/2016,
WORCESTER,MAY,@ MANOR ST,3,11/06/2014,
WORCESTER,MAY,@ MAYFAIR RD,3,11/06/2014,
