leak Number,Reported Address,Cross Street,Town,Reported Date,15-SQ-05 Class,16-SQ-05 Class,Grade,Repaired Date,State
7323572,105 W 1ST ST,,SOUTH BOSTON,2/18/16,Not Discovered Yet,Not Discovered Yet,2A,5/18/16,MA
100795,105 WALK HILL ST,,JAMAICA PLAIN,7/2/96,3,3,2A,12/27/16,MA
7323767,1054 CANTERBURY ST,,ROSLINDALE,2/29/16,Not Discovered Yet,Not Discovered Yet,2,3/9/16,MA
7324916,106 AUSTIN ST,,NEWTON,4/8/16,Not Discovered Yet,Not Discovered Yet,2,6/8/16,MA
7328456,106 CAMBRIDGE ST,,BOSTON,8/22/16,Not Discovered Yet,Not Discovered Yet,2,10/11/16,MA
7322534,106 CHESTNUT ST,,CHELSEA,1/6/16,Not Discovered Yet,Not Discovered Yet,1,1/6/16,MA
7330640,106 MALDEN ST,,EVERETT,12/12/16,Not Discovered Yet,Not Discovered Yet,1,12/12/16,MA
7327630,106 MARION ST,,EAST BOSTON,7/14/16,Not Discovered Yet,Not Discovered Yet,2,8/19/16,MA
1395595,106 MONATIQUOT AVE,,BRAINTREE,7/11/13,3,3,2,3/16/16,MA
7328220,106 OAKTON AVE,,DORCHESTER,8/2/16,Not Discovered Yet,Not Discovered Yet,2,8/26/16,MA
7329545,106 WINTER ST,,SAUGUS,10/13/16,Not Discovered Yet,Not Discovered Yet,2,11/12/16,MA
7323614,1061 MONUMENT ST,,CONCORD,2/23/16,Not Discovered Yet,Not Discovered Yet,1,2/24/16,MA
334672,1061 MORTON ST,,DORCHESTER,6/8/10,3,3,2,12/6/16,MA
7326564,107 ADDISON ST,,CHELSEA,6/16/16,Not Discovered Yet,Not Discovered Yet,1,6/16/16,MA
7323471,107 COLLEGE AVE,,ARLINGTON,2/10/16,Not Discovered Yet,Not Discovered Yet,2,6/6/16,MA
7325522,107 FEDERAL ST,,SALEM,5/5/16,Not Discovered Yet,Not Discovered Yet,2,6/30/16,MA
7330163,107 HOBART ST,,DANVERS,11/9/16,Not Discovered Yet,Not Discovered Yet,2,12/20/16,MA
7325180,107 IRVING ST,,EVERETT,5/3/16,Not Discovered Yet,Not Discovered Yet,1,5/5/16,MA
7322330,107 MARION ST,,EAST BOSTON,12/17/15,Not Discovered Yet,2A,2A,1/15/16,MA
7329805,107 MINOT ST,,DORCHESTER,10/27/16,Not Discovered Yet,Not Discovered Yet,1,10/31/16,MA
7330879,107 PARKER AVE,,NEWTON,12/26/16,Not Discovered Yet,Not Discovered Yet,1,12/27/16,MA
7325686,1070 NANTASKET AVE,,HULL,5/18/16,Not Discovered Yet,Not Discovered Yet,1,5/19/16,MA
7324444,1072 NANTASKET AVE,,HULL,4/7/16,Not Discovered Yet,Not Discovered Yet,1,4/7/16,MA
7325381,1075 LOWELL RD,,CONCORD,5/10/16,Not Discovered Yet,Not Discovered Yet,1,5/10/16,MA
7328276,1077 MAIN ST,,WALTHAM,8/18/16,Not Discovered Yet,Not Discovered Yet,1,8/18/16,MA
7329021,1079 MAIN ST,,WALTHAM,9/21/16,Not Discovered Yet,Not Discovered Yet,1,9/22/16,MA
7325346,108 BLOSSOM ST,,CHELSEA,5/9/16,Not Discovered Yet,Not Discovered Yet,1,5/11/16,MA
7324942,108 BOSTON ST,,SALEM,4/25/16,Not Discovered Yet,Not Discovered Yet,1,5/17/16,MA
7326156,108 BOSTON ST,,SALEM,6/3/16,Not Discovered Yet,Not Discovered Yet,1,7/5/16,MA
7324511,108 FARRAGUT RD,,SWAMPSCOTT,4/6/16,Not Discovered Yet,Not Discovered Yet,2,5/13/16,MA
7321749,108 GILMAN ST,,SOMERVILLE,11/30/15,Not Discovered Yet,2A,2,6/28/16,MA
7324996,108 GREAT HILL DR,,WEYMOUTH,4/27/16,Not Discovered Yet,Not Discovered Yet,1,4/27/16,MA
7323480,108 MECHANIC ST,,SPENCER,2/17/16,Not Discovered Yet,Not Discovered Yet,2,3/11/16,MA
7330432,108 RALPH TALBOT ST,,WEYMOUTH,11/30/16,Not Discovered Yet,Not Discovered Yet,1,12/1/16,MA
7325216,108 SUMMIT AVE,,QUINCY,5/3/16,Not Discovered Yet,Not Discovered Yet,2,5/9/16,MA
7328106,108 WARREN ST,,ROXBURY,8/10/16,Not Discovered Yet,Not Discovered Yet,1,8/11/16,MA
7325466,108 WINTER ST,,HAVERHILL,5/5/16,Not Discovered Yet,Not Discovered Yet,2A,5/18/16,MA
7322519,1083 COMMONWEALTH AVE,,BRIGHTON,1/5/16,Not Discovered Yet,Not Discovered Yet,1,1/8/16,MA
7323105,1087 COMMONWEALTH AVE,,NEWTON,1/2/16,Not Discovered Yet,Not Discovered Yet,3,3/29/16,MA
7329365,1087 COMMONWEALTH AVE,,NEWTON,10/6/16,Not Discovered Yet,Not Discovered Yet,1,10/7/16,MA
7326835,1088 DORCHESTER AVE,,DORCHESTER,6/14/16,Not Discovered Yet,Not Discovered Yet,2,8/29/16,MA
98148,109 BARTLETT ST,,SOMERVILLE,5/9/96,3,2,2,3/29/16,MA
7330498,109 BRADLEE AVE,,SWAMPSCOTT,12/5/16,Not Discovered Yet,Not Discovered Yet,1,12/6/16,MA
7326211,109 DAVIS AVE,,BROOKLINE,6/6/16,Not Discovered Yet,Not Discovered Yet,1,6/7/16,MA
7326752,109 ESSEX ST,,WEYMOUTH,6/22/16,Not Discovered Yet,Not Discovered Yet,1,6/22/16,MA
7325052,109 JERICHO RD,,WESTON,4/28/16,Not Discovered Yet,Not Discovered Yet,1,4/28/16,MA
7326350,109 MARKET ST,,AMESBURY,6/8/16,Not Discovered Yet,Not Discovered Yet,1,6/9/16,MA
5290823,109 MASSACHUSETTS AVE,,LEXINGTON,5/16/15,Not Discovered Yet,3,3,10/13/16,MA
7325352,109 NEWPORT RD,,HULL,5/4/16,Not Discovered Yet,Not Discovered Yet,3,5/25/16,MA
7326927,109 SAMOSET AVE,,HULL,6/23/16,Not Discovered Yet,Not Discovered Yet,2A,7/8/16,MA
7329837,109 SPRING ST,,HULL,10/28/16,Not Discovered Yet,Not Discovered Yet,1,10/28/16,MA
7323383,109 STANDISH AVE,,BRAINTREE,2/8/16,Not Discovered Yet,Not Discovered Yet,2,3/1/16,MA
7322611,109 VERCHILD ST,,QUINCY,1/11/16,Not Discovered Yet,Not Discovered Yet,1,1/11/16,MA
280986,1096 OLD WEST BROOKFIELD RD,,WARREN,10/24/05,3,3,2,10/20/16,MA
7329925,1099 DORCHESTER AVE,,DORCHESTER,11/1/16,Not Discovered Yet,Not Discovered Yet,1,11/7/16,MA
7323803,11 ADAMS ST,,MEDFORD,3/5/16,Not Discovered Yet,Not Discovered Yet,1,3/6/16,MA
7330981,11 ADAMS ST,,NEWTON,12/29/16,Not Discovered Yet,Not Discovered Yet,1,12/30/16,MA
1418406,11 ADDISON AVE,,SAUGUS,11/19/13,3,3,2,11/14/16,MA
7325811,11 ARGYLE ST,,MELROSE,5/23/16,Not Discovered Yet,Not Discovered Yet,1,5/23/16,MA
7330410,11 ATWOOD ST,,REVERE,11/28/16,Not Discovered Yet,Not Discovered Yet,2A,12/7/16,MA
7323241,11 BEACH LN,,HINGHAM,2/2/16,Not Discovered Yet,Not Discovered Yet,2,10/28/16,MA
7330104,11 BEACON ST,,BOSTON,11/9/16,Not Discovered Yet,Not Discovered Yet,1,11/9/16,MA
7330136,11 BEACON ST,,BOSTON,11/10/16,Not Discovered Yet,Not Discovered Yet,1,11/10/16,MA
7322256,11 BELMONT PL,,MELROSE,12/7/15,Not Discovered Yet,2A,2,12/14/16,MA
7322528,11 BOSTONIA AVE,,BRIGHTON,1/5/16,Not Discovered Yet,Not Discovered Yet,2,1/5/16,MA
7324769,11 BROADWAY,,BEVERLY,4/21/16,Not Discovered Yet,Not Discovered Yet,1,4/22/16,MA
7328636,11 BROGAN RD,,MEDFORD,9/2/16,Not Discovered Yet,Not Discovered Yet,1,9/2/16,MA
7328302,11 BROOKLINE ST,,WEBSTER,8/17/16,Not Discovered Yet,Not Discovered Yet,2,10/17/16,MA
7326877,11 CALVIN RD,,NEWTON,6/23/16,Not Discovered Yet,Not Discovered Yet,2,9/15/16,MA
7325159,11 CAPSTAN WAY,,SWAMPSCOTT,5/2/16,Not Discovered Yet,Not Discovered Yet,1,5/2/16,MA
39043,11 CASTLE RD,,WEYMOUTH,7/26/95,3,3,3,4/8/16,MA
7328305,11 CLAYMONT TER,,DORCHESTER,8/19/16,Not Discovered Yet,Not Discovered Yet,1,8/24/16,MA
7328400,11 CLEWLY RD,,MEDFORD,8/19/16,Not Discovered Yet,Not Discovered Yet,2,9/9/16,MA
7330322,11 CLIFF ST,,QUINCY,11/16/16,Not Discovered Yet,Not Discovered Yet,2,12/15/16,MA
7326384,11 CRESCENT ST,,WHITMAN,6/10/16,Not Discovered Yet,Not Discovered Yet,1,6/10/16,MA
7324069,11 CROCKER RD,,MEDFORD,3/20/16,Not Discovered Yet,Not Discovered Yet,1,3/20/16,MA
7322418,11 DORIS ST,,DORCHESTER,12/28/15,Not Discovered Yet,2,2,1/28/16,MA
7324045,11 E WYOMING AVE,,MELROSE,3/11/16,Not Discovered Yet,Not Discovered Yet,2,4/26/16,MA
7330333,11 ELM ST,,NEWBURYPORT,11/22/16,Not Discovered Yet,Not Discovered Yet,1,11/22/16,MA
1188188,11 ELSINORE ST,,CONCORD,4/8/13,3,3,2,10/20/16,MA
7329649,11 FELTON CT,,SAUGUS,10/20/16,Not Discovered Yet,Not Discovered Yet,1,10/20/16,MA
7329669,11 FOX RUN DR,,NEWBURYPORT,10/13/16,Not Discovered Yet,Not Discovered Yet,2A,10/24/16,MA
41466,11 GALLISON AV,,MARBLEHEAD,12/31/93,3,3,3,4/22/16,MA
7323952,11 GOLDTHWAIT ST,,LYNN,3/10/16,Not Discovered Yet,Not Discovered Yet,2,3/24/16,MA
7324677,11 HADLEY PL,,MEDFORD,4/17/16,Not Discovered Yet,Not Discovered Yet,1,4/19/16,MA
7326439,11 HAMPSHIRE ST,,EVERETT,6/7/16,Not Discovered Yet,Not Discovered Yet,2,7/1/16,MA
7325563,11 HAZEL CT,,BRAINTREE,5/15/16,Not Discovered Yet,Not Discovered Yet,1,5/15/16,MA
7329534,11 HENRY ST,,REVERE,10/16/16,Not Discovered Yet,Not Discovered Yet,1,10/17/16,MA
7321158,11 HIGHLAND AVE,,LYNNFIELD,11/5/15,Not Discovered Yet,3,2,9/25/16,MA
7328376,11 HIGHLAND AVE,,NEWTON,8/23/16,Not Discovered Yet,Not Discovered Yet,1,8/25/16,MA
7330976,11 HILLSDALE AVE,,BURLINGTON,12/28/16,Not Discovered Yet,Not Discovered Yet,2,12/29/16,MA
7322871,11 HOWARD ST,,LYNN,1/25/16,Not Discovered Yet,Not Discovered Yet,1,1/29/16,MA
7325740,11 HUNNEWELL CIR,,NEWTON,5/20/16,Not Discovered Yet,Not Discovered Yet,1,5/20/16,MA
314736,11 IDA ST,,QUINCY,7/24/08,3,3,2,3/24/16,MA
7324784,11 IDA ST,,QUINCY,4/3/16,Not Discovered Yet,Not Discovered Yet,2,7/21/16,MA
3189982,11 JANICE RD,,LYNN,3/8/15,Not Discovered Yet,3,2,6/22/16,MA
7330590,11 LAKE RD,,WAYLAND,12/8/16,Not Discovered Yet,Not Discovered Yet,1,12/8/16,MA
7323288,11 LAKESIDE ST,,HAVERHILL,2/3/16,Not Discovered Yet,Not Discovered Yet,2,3/30/16,MA
7322877,11 LOCUST ST,,BELMONT,1/22/16,Not Discovered Yet,Not Discovered Yet,2,10/3/16,MA
7330759,11 MARMION ST,,JAMAICA PLAIN,12/18/16,Not Discovered Yet,Not Discovered Yet,1,12/19/16,MA
7329928,11 MARVIN ST,,MALDEN,11/2/16,Not Discovered Yet,Not Discovered Yet,1,11/3/16,MA
7328855,11 MELODY LN,,WEYMOUTH,9/14/16,Not Discovered Yet,Not Discovered Yet,1,9/14/16,MA
7324331,11 MERRILL ST,,HINGHAM,4/1/16,Not Discovered Yet,Not Discovered Yet,1,4/1/16,MA
233687,11 NEW OCEAN ST,,LYNN,7/16/02,3,3,2,12/15/16,MA
7325507,11 NICHOLS AVE,,WATERTOWN,5/12/16,Not Discovered Yet,Not Discovered Yet,1,5/12/16,MA
7327784,11 NURSERY ST,,SALEM,7/26/16,Not Discovered Yet,Not Discovered Yet,1,7/26/16,MA
7327257,11 OAK ST,,COHASSET,7/11/16,Not Discovered Yet,Not Discovered Yet,1,7/11/16,MA
7323752,11 OAKRIDGE CIR,,WEYMOUTH,2/29/16,Not Discovered Yet,Not Discovered Yet,2,3/22/16,MA
7325313,11 PASADENA RD,,DORCHESTER,5/5/16,Not Discovered Yet,Not Discovered Yet,2,7/14/16,MA
7325225,11 PLYMOUTH RD,,PEABODY,4/26/16,Not Discovered Yet,Not Discovered Yet,2A,5/18/16,MA
7324221,11 RAILROAD AVE,,BEDFORD,3/10/16,Not Discovered Yet,Not Discovered Yet,2,6/1/16,MA
7328883,11 REDWOOD DR,,NORWOOD,9/13/16,Not Discovered Yet,Not Discovered Yet,3,11/4/16,MA
7330945,11 SAGAMORE RD,,NEWTON,12/28/16,Not Discovered Yet,Not Discovered Yet,1,12/30/16,MA
39092,11 SAUNDERS ST,,WEYMOUTH,8/6/90,3,3,3,3/18/16,MA
7323711,11 TEMPLE ST,,ABINGTON,2/28/16,Not Discovered Yet,Not Discovered Yet,1,2/29/16,MA
7330487,11 UPLAND RD,,WINCHESTER,12/3/16,Not Discovered Yet,Not Discovered Yet,1,12/3/16,MA
7324683,11 VASSAR RD,,MARBLEHEAD,4/12/16,Not Discovered Yet,Not Discovered Yet,2,5/6/16,MA
7325190,11 WASHINGTON ST,,TOPSFIELD,3/3/16,Not Discovered Yet,Not Discovered Yet,3,5/31/16,MA
7327638,11 WAVERLEY TER,,BELMONT,7/19/16,Not Discovered Yet,Not Discovered Yet,1,7/19/16,MA
348227,11 WEBSTER ST,,WINCHESTER,6/29/11,3,3,2,11/21/16,MA
7329506,110 BOXMILL RD,,BOXBOROUGH,10/14/16,Not Discovered Yet,Not Discovered Yet,1,10/14/16,MA
7329767,110 BROAD ST,,BOSTON,10/26/16,Not Discovered Yet,Not Discovered Yet,1,10/26/16,MA
7322703,110 CADISH AVE,,HULL,1/15/16,Not Discovered Yet,Not Discovered Yet,1,1/16/16,MA
7322928,110 CADISH AVE,,HULL,1/26/16,Not Discovered Yet,Not Discovered Yet,1,1/27/16,MA
7324668,110 CENTRAL ST,,PEABODY,4/16/16,Not Discovered Yet,Not Discovered Yet,1,4/16/16,MA
7329067,110 DOTY ST,,WALTHAM,9/22/16,Not Discovered Yet,Not Discovered Yet,1,9/22/16,MA
7328059,110 HIGHLAND ST,,NEWTON,8/8/16,Not Discovered Yet,Not Discovered Yet,1,8/9/16,MA
7327799,110 HILLSIDE RD,,WATERTOWN,7/26/16,Not Discovered Yet,Not Discovered Yet,1,7/27/16,MA
7324718,110 K ST,,SOUTH BOSTON,4/19/16,Not Discovered Yet,Not Discovered Yet,1,4/20/16,MA
7325316,110 MILTON AVE,,DORCHESTER,5/6/16,Not Discovered Yet,Not Discovered Yet,1,5/6/16,MA
7322954,110 NORFOLK AVE,,ROXBURY,1/26/16,Not Discovered Yet,Not Discovered Yet,2A,9/8/16,MA
105304,110 THORNTON ST,,ROXBURY,10/1/96,3,3,2,11/7/16,MA
7325050,110 WILLARD ST,,QUINCY,4/28/16,Not Discovered Yet,Not Discovered Yet,1,4/28/16,MA
7326914,1100 BOYLSTON ST,,NEWTON,6/27/16,Not Discovered Yet,Not Discovered Yet,1,6/29/16,MA
7325354,1100 MAIN ST,,READING,5/2/16,Not Discovered Yet,Not Discovered Yet,1,5/9/16,MA
7330835,1104 FURNACE BROOK PKY,,QUINCY,12/21/16,Not Discovered Yet,Not Discovered Yet,1,12/22/16,MA
7322710,1108 BOSTON RD,,HAVERHILL,1/17/16,Not Discovered Yet,Not Discovered Yet,1,1/17/16,MA
7325175,111 1ST ST,,MEDFORD,4/26/16,Not Discovered Yet,Not Discovered Yet,2,5/20/16,MA
7327184,111 BEALE ST,,QUINCY,7/5/16,Not Discovered Yet,Not Discovered Yet,2,12/15/16,MA
7323380,111 BOYLSTON ST,,BROOKLINE,2/11/16,Not Discovered Yet,Not Discovered Yet,1,2/13/16,MA
260074,111 BRUNSWICK ST,,DORCHESTER,5/4/04,3,3,2,9/23/16,MA
7327891,111 CAMBRIDGE ST,,WINCHESTER,8/1/16,Not Discovered Yet,Not Discovered Yet,1,8/1/16,MA
7322949,111 COTTAGE PARK PIKE,,WINTHROP,1/26/16,Not Discovered Yet,Not Discovered Yet,1,1/26/16,MA
7325174,111 HANCOCK ST,,EVERETT,4/26/16,Not Discovered Yet,Not Discovered Yet,2,5/28/16,MA
1373766,111 HOMESTEAD ST,,HAVERHILL,10/16/13,3,3,2,6/20/16,MA
323373,111 HUTCHINGS ST,,ROXBURY,6/4/09,3,3,2A,12/14/16,MA
7323949,111 LEXINGTON ST,,EAST BOSTON,3/11/16,Not Discovered Yet,Not Discovered Yet,1,3/15/16,MA
7323978,111 MECHANIC ST,,SPENCER,3/14/16,Not Discovered Yet,Not Discovered Yet,1,3/14/16,MA
7323948,111 MONTCLAIR AVE,,WEST ROXBURY,3/10/16,Not Discovered Yet,Not Discovered Yet,2,3/17/16,MA
7323759,111 N COMMON ST,,LYNN,2/23/16,Not Discovered Yet,Not Discovered Yet,2A,4/19/16,MA
7330251,111 OLIVER ST,,MALDEN,11/16/16,Not Discovered Yet,Not Discovered Yet,1,11/16/16,MA
7326675,111 PARK ST,,DORCHESTER,6/20/16,Not Discovered Yet,Not Discovered Yet,1,6/21/16,MA
7326783,111 PARK ST,,DORCHESTER,6/23/16,Not Discovered Yet,Not Discovered Yet,1,6/23/16,MA
1330419,111 SAINT ANDREW RD,,EAST BOSTON,8/27/13,3,3,2A,8/2/16,MA
7330615,111 SURREY ST,,MEDFORD,12/10/16,Not Discovered Yet,Not Discovered Yet,1,12/13/16,MA
7327679,1113 MAIN ST,,WARREN,7/20/16,Not Discovered Yet,Not Discovered Yet,1,7/21/16,MA
7322866,1114 COMMERCIAL ST,,WEYMOUTH,1/18/16,Not Discovered Yet,Not Discovered Yet,2A,2/11/16,MA
7327930,1115 FELLSWAY,,MALDEN,8/2/16,Not Discovered Yet,Not Discovered Yet,1,8/2/16,MA
7324850,1116 MASSACHUSETTS AVE,,LEXINGTON,4/22/16,Not Discovered Yet,Not Discovered Yet,1,4/22/16,MA
7328950,112 ARLINGTON ST,,MEDFORD,9/15/16,Not Discovered Yet,Not Discovered Yet,3,9/27/16,MA
7329980,112 EAST ST,,CLINTON,11/3/16,Not Discovered Yet,Not Discovered Yet,1,11/4/16,MA
7324687,112 FEDERAL ST,,LYNN,4/11/16,Not Discovered Yet,Not Discovered Yet,2A,5/18/16,MA
7327743,112 HOWE RD,,COHASSET,7/25/16,Not Discovered Yet,Not Discovered Yet,1,7/25/16,MA
3932728,112 HUTCHINGS ST,,ROXBURY,4/28/15,Not Discovered Yet,3,3,2/9/16,MA
227706,112 QUEENSBERRY ST,,BOSTON,3/1/02,3,3,2,7/12/16,MA
7330723,112 SHAWMUT AVE,,BOSTON,12/16/16,Not Discovered Yet,Not Discovered Yet,1,12/27/16,MA
7328236,112 SOHIER RD,,BEVERLY,8/9/16,Not Discovered Yet,Not Discovered Yet,1,8/22/16,MA
7326221,1125 COMMONWEALTH AVE,,BRIGHTON,6/6/16,Not Discovered Yet,Not Discovered Yet,1,6/8/16,MA
7327505,1125 LIBERTY ST,,BRAINTREE,7/13/16,Not Discovered Yet,Not Discovered Yet,2,10/11/16,MA
7322780,113 CROSS ST,,SOUTHBRIDGE,1/14/16,Not Discovered Yet,Not Discovered Yet,2,1/29/16,MA
7324528,113 CROSS ST,,SOUTHBRIDGE,4/11/16,Not Discovered Yet,Not Discovered Yet,1,5/12/16,MA
7324688,113 CROSS ST,,SOUTHBRIDGE,4/16/16,Not Discovered Yet,Not Discovered Yet,2,5/12/16,MA
7328460,113 CROSS ST,,SOUTHBRIDGE,8/25/16,Not Discovered Yet,Not Discovered Yet,1,10/14/16,MA
7326125,113 HAMDEN CIR,,QUINCY,6/2/16,Not Discovered Yet,Not Discovered Yet,1,6/3/16,MA
7325825,113 JEFFERSON ST,,LYNN,5/17/16,Not Discovered Yet,Not Discovered Yet,2,6/16/16,MA
7329042,113 WATER ST,,NEWBURYPORT,9/22/16,Not Discovered Yet,Not Discovered Yet,1,9/22/16,MA
7322234,113 WILLIAMS ST,,JAMAICA PLAIN,12/11/15,Not Discovered Yet,2,2,1/13/16,MA
7329095,1132 BLUE HILL AVE,,DORCHESTER,9/24/16,Not Discovered Yet,Not Discovered Yet,1,10/7/16,MA
7328580,114 ATLANTIC AVE,,HULL,8/31/16,Not Discovered Yet,Not Discovered Yet,1,8/31/16,MA
7325982,114 BEAUMONT AVE,,NEWTON,5/31/16,Not Discovered Yet,Not Discovered Yet,1,5/31/16,MA
7321759,114 CROSS ST,,SOMERVILLE,11/30/15,Not Discovered Yet,2,2,7/25/16,MA
7322809,114 DAVIS AVE,,BROOKLINE,1/21/16,Not Discovered Yet,Not Discovered Yet,1,1/21/16,MA
7322437,114 GARFIELD AVE,,CHELSEA,1/1/16,Not Discovered Yet,Not Discovered Yet,1,1/1/16,MA
7323350,114 GERARD ST,,ROXBURY,2/10/16,Not Discovered Yet,Not Discovered Yet,1,2/12/16,MA
7324058,114 MADISON ST,,MALDEN,3/16/16,Not Discovered Yet,Not Discovered Yet,2,3/18/16,MA
7322800,114 MARGIN ST,,SALEM,1/21/16,Not Discovered Yet,Not Discovered Yet,1,1/21/16,MA
7320939,114 MITCHELL AVE,,MEDFORD,10/28/15,Not Discovered Yet,3,2,7/29/16,MA
7324144,114 STANWOOD ST,,DORCHESTER,3/23/16,Not Discovered Yet,Not Discovered Yet,1,3/23/16,MA
39974,114 THORNTON ST,,ROXBURY,7/24/92,3,3,2,11/7/16,MA
7326532,114 WATERVALE RD,,MEDFORD,6/13/16,Not Discovered Yet,Not Discovered Yet,2,7/12/16,MA
7324928,115 2ND AVE,,WALTHAM,4/8/16,Not Discovered Yet,Not Discovered Yet,2,6/27/16,MA
7325340,115 ADDISON ST,,CHELSEA,5/9/16,Not Discovered Yet,Not Discovered Yet,1,5/10/16,MA
7327821,115 ADDISON ST,,CHELSEA,7/27/16,Not Discovered Yet,Not Discovered Yet,1,7/27/16,MA
7326093,115 CAPEN ST,,DORCHESTER,6/2/16,Not Discovered Yet,Not Discovered Yet,1,6/2/16,MA
7329734,115 COPELAND ST,,QUINCY,10/24/16,Not Discovered Yet,Not Discovered Yet,1,10/25/16,MA
7329079,115 COUNTRY CLUB RD,,MELROSE,9/23/16,Not Discovered Yet,Not Discovered Yet,1,9/24/16,MA
7330242,115 LINEBROOK RD,,IPSWICH,11/15/16,Not Discovered Yet,Not Discovered Yet,1,11/15/16,MA
7323607,115 LOCUST ST,,LYNN,2/18/16,Not Discovered Yet,Not Discovered Yet,2,3/1/16,MA
7329394,115 NEW ENG PROD CE,,CHELSEA,10/7/16,Not Discovered Yet,Not Discovered Yet,1,10/12/16,MA
7324783,115 PARK ST,,BROOKLINE,4/21/16,Not Discovered Yet,Not Discovered Yet,1,4/22/16,MA
7330250,115 SAGAMORE ST,,REVERE,11/16/16,Not Discovered Yet,Not Discovered Yet,1,11/16/16,MA
7329958,115 SALEM ST,,BOSTON,11/2/16,Not Discovered Yet,Not Discovered Yet,1,11/3/16,MA
7327539,115 SYLVAN ST,,DANVERS,7/14/16,Not Discovered Yet,Not Discovered Yet,2,8/18/16,MA
7324656,115 WASHINGTON ST,,AYER,3/30/16,Not Discovered Yet,Not Discovered Yet,3,8/9/16,MA
7323529,115 WASON ST,,MEDFORD,2/19/16,Not Discovered Yet,Not Discovered Yet,1,2/19/16,MA
7330417,115 WOOD RD,,BRAINTREE,11/30/16,Not Discovered Yet,Not Discovered Yet,1,11/30/16,MA
7323855,115 WOODLEY AVE,,WEST ROXBURY,3/8/16,Not Discovered Yet,Not Discovered Yet,1,3/10/16,MA
7330390,1150 COMMONWEALTH AVE,,NEWTON,11/29/16,Not Discovered Yet,Not Discovered Yet,1,11/30/16,MA
7326212,1158 TREMONT ST,,ROXBURY,6/3/16,Not Discovered Yet,Not Discovered Yet,2,7/11/16,MA
7323556,116 BEACH ST,,QUINCY,2/19/16,Not Discovered Yet,Not Discovered Yet,2,3/16/16,MA
7326944,116 BOARDMAN AVE,,MELROSE,5/22/16,Not Discovered Yet,Not Discovered Yet,1,5/22/16,MA
7326794,116 BROOKS ST,,MEDFORD,6/23/16,Not Discovered Yet,Not Discovered Yet,1,6/23/16,MA
7329065,116 DOTY ST,,WALTHAM,9/22/16,Not Discovered Yet,Not Discovered Yet,1,9/23/16,MA
7324139,116 DUDLEY RIVER RD,,SOUTHBRIDGE,3/18/16,Not Discovered Yet,Not Discovered Yet,3,4/22/16,MA
7329821,116 DUDLEY RIVER RD,,SOUTHBRIDGE,10/27/16,Not Discovered Yet,Not Discovered Yet,1,10/28/16,MA
7323555,116 GILBERT RD,,BELMONT,2/22/16,Not Discovered Yet,Not Discovered Yet,1,2/22/16,MA
7327119,116 HOLTON ST,,BRIGHTON,7/2/16,Not Discovered Yet,Not Discovered Yet,2,9/12/16,MA
7324926,116 LUCERNE ST,,DORCHESTER,4/22/16,Not Discovered Yet,Not Discovered Yet,2A,6/16/16,MA
7328337,116 PROSPECT ST,,WALTHAM,8/15/16,Not Discovered Yet,Not Discovered Yet,2,9/7/16,MA
7326356,116 SHUTE ST,,EVERETT,6/3/16,Not Discovered Yet,Not Discovered Yet,2,6/27/16,MA
7327112,116 SPRING ST,,WEST ROXBURY,6/30/16,Not Discovered Yet,Not Discovered Yet,2A,8/1/16,MA
7323318,116 STANWOOD ST,,DORCHESTER,2/7/16,Not Discovered Yet,Not Discovered Yet,2,3/22/16,MA
7329437,116 STOUGHTON ST,,DORCHESTER,9/22/16,Not Discovered Yet,Not Discovered Yet,2,10/18/16,MA
7323343,116 WASHINGTON ST,,BRIGHTON,2/9/16,Not Discovered Yet,Not Discovered Yet,1,2/11/16,MA
7328882,1160 DORCHESTER AVE,,DORCHESTER,9/15/16,Not Discovered Yet,Not Discovered Yet,1,9/16/16,MA
7326308,117 BRIDGE ST,,BEVERLY,5/26/16,Not Discovered Yet,Not Discovered Yet,2,8/3/16,MA
7328954,117 COTTAGE ST,,CHELSEA,9/19/16,Not Discovered Yet,Not Discovered Yet,1,9/22/16,MA
7324111,117 CROSS ST,,SOUTHBRIDGE,3/18/16,Not Discovered Yet,Not Discovered Yet,2,4/1/16,MA
7325459,117 ELM ST,,EVERETT,5/11/16,Not Discovered Yet,Not Discovered Yet,1,5/11/16,MA
6977651,117 GARFIELD AVE,,CHELSEA,9/22/15,Not Discovered Yet,3,3,11/23/16,MA
7325556,117 GARLAND ST,,EVERETT,5/13/16,Not Discovered Yet,Not Discovered Yet,1,5/16/16,MA
7328613,117 JEFFERSON ST,,LYNN,8/27/16,Not Discovered Yet,Not Discovered Yet,2,9/15/16,MA
7323298,117 SAVIN HILL AVE,,DORCHESTER,2/5/16,Not Discovered Yet,Not Discovered Yet,1,2/11/16,MA
7325415,117 THOREAU ST,,CONCORD,5/10/16,Not Discovered Yet,Not Discovered Yet,1,5/11/16,MA
7327633,117 TRENTON ST,,EAST BOSTON,7/14/16,Not Discovered Yet,Not Discovered Yet,2,8/30/16,MA
3815358,1175 DORCHESTER AVE,,DORCHESTER,2/25/15,Not Discovered Yet,3,1,1/28/16,MA
7325565,118 ALMONT ST,,DORCHESTER,5/15/16,Not Discovered Yet,Not Discovered Yet,1,5/16/16,MA
7322162,118 MAIN ST,,WEBSTER,12/10/15,Not Discovered Yet,2,2,1/6/16,MA
