Leak #,Reported Address,Cross street,Town,Reported Date,15-SQ-05 Class,16-SQ-05 Class,17-SQ-05 Class,Note,State
233433,637 PLEASANT ST,,MILTON,7/30/02,3,3,3,,MA
7327516,638 MORTON ST,,DORCHESTER,7/11/16,Not Discovered Yet,Not Discovered Yet,3,,MA
323454,64 BILLINGS RD,,QUINCY,6/11/09,3,3,3,,MA
192944,64 BUBIER RD,,MARBLEHEAD,6/8/00,3,3,3,,MA
1643631,64 CHESTNUT ST,,LYNN,5/8/14,3,3,3,,MA
7328783,64 CIRCUIT RD,,WEYMOUTH,9/2/16,Not Discovered Yet,Not Discovered Yet,3,,MA
238604,64 CRESTWOOD PK,,ROXBURY,11/12/02,3,3,3,,MA
261522,64 DIX ST,,DORCHESTER,5/17/04,3,3,3,,MA
148660,64 FRANKLIN ST,,ARLINGTON,4/27/99,3,3,3,,MA
336351,64 FULLER ST,,DORCHESTER,7/28/10,3,3,3,,MA
316528,64 FULLER ST,,NEWTON,9/8/08,3,3,3,,MA
347526,64 GREGORY ST,,MARBLEHEAD,6/7/11,3,3,3,,MA
3932654,64 HOMESTEAD ST,,ROXBURY,4/28/15,Not Discovered Yet,3,3,,MA
285506,64 LITTLETON RD,,AYER,2/2/06,3,3,3,,MA
329658,64 MCGRATH HWY,,QUINCY,1/13/10,3,3,3,,MA
5217032,64 MEADOWBROOK RD,,WESTON,6/19/15,Not Discovered Yet,3,3,,MA
349023,64 MURDOCK ST,,BRIGHTON,7/28/11,3,3,3,,MA
1726442,64 MYRTLE ST,,LYNN,5/22/14,3,3,3,,MA
321077,64 OLD MYSTIC ST,,ARLINGTON,3/28/09,3,3,3,,MA
279104,64 PRESCOTT ST,,READING,9/6/05,3,3,3,,MA
294276,64 PUTNAM ST,,NEWTON,9/25/06,3,3,3,,MA
5501186,64 RICHVIEW ST,,DORCHESTER,8/13/15,Not Discovered Yet,3,3,,MA
2822806,64 SCHOOL ST,,WAYLAND,9/18/14,3,3,3,,MA
277397,64 SHELDON ST,,MILTON,7/21/05,3,3,3,,MA
7325548,64 SUMMER AVE,,BRAINTREE,5/6/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1217583,64 WELLAND RD,,BROOKLINE,5/6/13,3,3,3,,MA
297003,64 WHITBY TER,,DORCHESTER,1/22/07,3,3,3,,MA
7324789,64 WILLARD ST,,QUINCY,4/13/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7325803,640 GROVE ST,,NEWTON,4/22/16,Not Discovered Yet,Not Discovered Yet,3,,MA
124843,640 UNION ST,,WEYMOUTH,6/17/98,3,3,3,,MA
313260,641 BAKER ST,,WEST ROXBURY,7/31/08,3,3,3,,MA
6210455,641 W ROXBURY PKY,,WEST ROXBURY,9/20/15,Not Discovered Yet,3,3,,MA
7329452,644 HYDE PARK AVE,,ROSLINDALE,10/4/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7330853,645 CUMMINS HWY,,DORCHESTER,12/14/16,Not Discovered Yet,Not Discovered Yet,2A,,MA
7327279,646 NEWTON ST,,BROOKLINE,7/7/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1668738,646 RIVER ST,,HAVERHILL,6/4/14,3,3,3,,MA
1363357,647 COMMONWEALTH AVE,,NEWTON,9/12/13,3,3,3,,MA
1111870,647 WASHINGTON ST,,NEWTON,1/19/13,3,3,3,,MA
346253,649 LINCOLN ST,,WALTHAM,4/21/11,3,3,3,,MA
2819827,649 SUDBURY RD,,CONCORD,10/14/14,3,3,3,,MA
345825,65 AMHERST AVE,,WALTHAM,4/19/11,3,3,3,,MA
288047,65 BEECH GLEN ST,,ROXBURY,5/12/06,3,3,3,,MA
304274,65 BREWSTER RD,,COHASSET,9/10/07,3,3,3,,MA
345536,65 BRIDGE ST,,NEWTON,4/10/11,3,3,3,,MA
1499754,65 BROAD ST,,WHITMAN,1/14/14,3,3,3,,MA
7326734,65 BROMFIELD ST,,NEWBURYPORT,6/20/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1024280,65 CARTER RD,,LYNN,9/12/12,3,3,3,,MA
7327351,65 CENTRE ST,,DANVERS,7/9/16,Not Discovered Yet,Not Discovered Yet,3,,MA
326700,65 COOMBS ST,,SOUTHBRIDGE,9/8/09,3,3,3,,MA
323239,65 DAVIS ST,,REVERE,6/3/09,3,3,3,,MA
251624,65 DIXWELL AV,,QUINCY,9/30/03,3,3,3,,MA
338427,65 ELINOR RD,,NEWTON,10/9/10,3,3,3,,MA
857780,65 ELM ST,,WATERTOWN,4/25/12,3,3,3,,MA
1668835,65 FERRY RD,,HAVERHILL,6/16/14,3,3,3,,MA
198689,65 FRANCIS ST,,MALDEN,10/6/00,3,3,3,,MA
288615,65 HARVEY LN,,WHITMAN,5/25/06,3,3,3,,MA
333740,65 ITASCA ST,,DORCHESTER,5/17/10,3,3,3,,MA
1638755,65 JUNIPER DR,,NORWOOD,5/5/14,3,3,3,,MA
39168,65 LIVERMORE RD,,WELLESLEY,6/14/95,3,3,3,,MA
268931,65 MARTINS POND RD,,GROTON,12/3/04,3,3,3,,MA
930873,65 MOSTYN ST,,SWAMPSCOTT,6/1/12,3,3,3,,MA
2811122,65 ORCHARD ST,,WATERTOWN,8/28/14,3,3,3,,MA
796858,65 PLAIN RD,,WAYLAND,2/4/12,3,3,3,,MA
1632818,65 ROWE ST,,ROSLINDALE,4/24/14,3,3,3,,MA
7328186,65 UNION AVE,,SUDBURY,8/14/16,Not Discovered Yet,Not Discovered Yet,3,,MA
103515,65 WEBSTER ST,,ARLINGTON,8/26/96,3,3,3,,MA
7320968,65 WINCHESTER ST,,MEDFORD,10/27/15,Not Discovered Yet,3,3,,MA
4789198,650 CENTRE ST,,JAMAICA PLAIN,7/14/15,Not Discovered Yet,3,3,,MA
5777048,652 OLD DUNSTABLE RD,,GROTON,8/21/15,Not Discovered Yet,3,3,,MA
199159,652- SEA ST,,QUINCY,10/4/00,3,3,3,,MA
252298,655 BRIDGE ST,,WEYMOUTH,10/14/03,3,3,3,,MA
7327319,655 SUMMER ST,,WEYMOUTH,7/7/16,Not Discovered Yet,Not Discovered Yet,3,,MA
42311,656 BOSTON POST RD,,SUDBURY,5/14/92,3,3,3,,MA
348399,656 NANTASKET AVE,,HULL,6/30/11,3,3,3,,MA
335342,656 WALNUT ST,,LYNN,7/13/10,3,3,3,,MA
7326707,656 WASHINGTON ST,,QUINCY,6/13/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1643607,657 BOSTON ST,,LYNN,5/9/14,3,3,3,,MA
158807,657 BOYLSTON ST,,NEWTON,12/27/99,3,3,3,,MA
328719,657 GALLIVAN BLVD,,DORCHESTER,12/3/09,3,3,3,,MA
5620807,658 LOWELL ST,,LEXINGTON,8/31/15,Not Discovered Yet,3,3,,MA
7324877,659 E SQUANTUM ST,,QUINCY,7/12/12,Missed 2,Missed 2,3,,MA
1362596,659 LOWELL ST,,LEXINGTON,9/20/13,3,3,3,,MA
457899,659 TREMONT ST,,BOSTON,9/16/11,3,3,3,,MA
1271161,66 ADAMS ST,,MEDFORD,7/1/13,3,3,3,,MA
345784,66 ANNURSNAC HILL RD,,CONCORD,4/15/11,3,3,3,,MA
1018517,66 CHANNING RD,,NEWTON,10/12/12,3,3,3,,MA
6409719,66 COLUMBIA PIKE,,HAVERHILL,9/27/15,Not Discovered Yet,3,3,,MA
337725,66 COMMONWEALTH AVE,,BOSTON,9/25/10,3,3,3,,MA
1338980,66 COMMONWEALTH PIKE W,,NEWTON,8/29/13,3,3,3,,MA
270658,66 CONCORD ST,,NEWTON,8/23/04,3,3,3,,MA
1738374,66 EAST ST,,MELROSE,8/26/14,3,3,2,,MA
339721,66 GALEN ST,,WATERTOWN,11/22/10,3,3,3,,MA
348169,66 HARDING RD,,LEXINGTON,6/20/11,3,3,3,,MA
5814205,66 HAVERHILL RD,,AMESBURY,9/5/15,Not Discovered Yet,3,3,,MA
7325786,66 HIGH ST,,WALTHAM,4/29/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1395968,66 HOLMES ST,,QUINCY,9/18/13,3,3,3,,MA
7327700,66 JARMAN RD,,SUDBURY,7/20/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7327715,66 JARMAN RD,,SUDBURY,7/20/16,Not Discovered Yet,Not Discovered Yet,3,,MA
335920,66 LOVELL ST,,WEYMOUTH,7/28/10,3,3,3,,MA
260090,66 MAGNOLIA ST,,DORCHESTER,4/30/04,3,3,3,,MA
279586,66 MAPLE ST,,STONEHAM,9/16/05,3,3,3,,MA
1624833,66 MARGUERITE AVE,,WALTHAM,1/15/14,3,3,3,,MA
1304470,66 MILL ST,,BELMONT,7/23/13,3,3,3,,MA
7326633,66 MOFFAT RD,,NEWTON,6/10/16,Not Discovered Yet,Not Discovered Yet,3,,MA
325583,66 NIGHTINGALE AVE,,QUINCY,8/12/09,3,3,3,,MA
1362655,66 PILGRIM RD,,WELLESLEY,9/13/13,3,3,3,,MA
1365204,66 REDWOOD RD,,NEWTON,9/18/13,3,3,3,,MA
190994,66 RUTLAND ST,,WATERTOWN,4/26/00,3,3,3,,MA
124899,66 STAGECOACH RD,,LEOMINSTER,6/19/98,3,3,3,,MA
229405,66 TEMPLE ST,,READING,4/26/02,3,3,3,,MA
696883,66 TOURAINE AVE,,HULL,12/30/11,3,3,3,,MA
234812,66 VINE ST,,LYNN,8/26/02,3,3,3,,MA
339708,66 WARREN ST,,NEWTON,11/4/10,3,3,3,,MA
280143,66 WHITING ST,,HINGHAM,9/27/05,3,3,3,,MA
3754598,66 WOODSIDE RD,,HARVARD,9/17/14,Missed,3,3,,MA
1774228,660 BEDFORD ST,,ABINGTON,10/6/14,3,3,3,,MA
189591,661 S MAIN ST,,WEBSTER,3/24/00,3,3,3,,MA
124748,662 CHESTNUT HILL AV,,BROOKLINE,6/10/98,3,3,3,,MA
1296294,663 MORTON ST,,DORCHESTER,5/21/13,3,3,3,,MA
1638783,665 WASHINGTON ST,,BRIGHTON,5/5/14,3,3,3,,MA
4989856,665 WASHINGTON ST,,WHITMAN,7/25/15,Not Discovered Yet,3,3,,MA
291131,666 FRONT ST,,WEYMOUTH,8/2/06,3,3,3,,MA
1594144,666 GROVE ST,,NEWTON,3/25/14,3,3,3,,MA
1669708,666 MAIN ST,,WINCHESTER,6/20/14,3,3,3,,MA
104284,666 WALNUT ST,,LYNN,9/5/96,3,3,3,,MA
300488,67 ADAMS ST,,DANVERS,5/9/07,3,3,3,,MA
4208191,67 BLUE HILL AVE,,ROXBURY,5/22/15,Not Discovered Yet,3,3,,MA
340423,67 BOW ST,,ARLINGTON,1/2/11,3,3,3,,MA
260203,67 BRANCH RD,,WEYMOUTH,5/24/04,3,3,3,,MA
7330471,67 BRYANT ST,,MALDEN,11/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7323328,67 CHARNWOOD RD,,MEDFORD,2/4/16,Not Discovered Yet,Not Discovered Yet,3,,MA
293017,67 ELM HILL AV,,DORCHESTER,9/11/06,3,3,3,,MA
4880302,67 FERRY RD,,SALISBURY,7/4/15,Not Discovered Yet,3,3,,MA
7325663,67 FROST AVE,,MELROSE,5/12/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7331097,67 HILLSIDE AVE,,ARLINGTON,12/21/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7325868,67 JOHN ST,,READING,5/20/16,Not Discovered Yet,Not Discovered Yet,2A,,MA
231377,67 KESLAR AV,,LYNN,6/5/02,3,3,3,,MA
3204330,67 LONGFELLOW RD,,WATERTOWN,3/1/15,Not Discovered Yet,3,3,,MA
7331173,67 MAIN ST,,ESSEX,12/28/16,Not Discovered Yet,Not Discovered Yet,2,,MA
7331118,67 MONTVIEW ST,,WEST ROXBURY,11/17/16,Not Discovered Yet,Not Discovered Yet,3,,MA
323973,67 MORELAND ST,,ROXBURY,6/12/09,3,3,3,,MA
914217,67 N MAIN ST,,COHASSET,6/15/12,3,3,3,,MA
7327968,67 NELSON ST,,LEOMINSTER,7/28/16,Not Discovered Yet,Not Discovered Yet,3,,MA
114195,67 OTIS ST,,MEDFORD,7/10/97,3,3,3,,MA
2339417,67 OXFORD ST,,WINCHESTER,12/18/14,3,3,3,,MA
1402988,67 PLEASANT ST,,ARLINGTON,10/30/13,3,3,3,,MA
1071843,67 ROBIN ST,,WEST ROXBURY,11/28/12,3,3,3,,MA
4219115,67 RUGGLES ST,,ROXBURY,5/21/15,Not Discovered Yet,3,3,,MA
192866,67 SOUTH AV,,WHITMAN,6/13/00,3,3,3,,MA
345803,67 THORNBERRY RD,,WINCHESTER,4/21/11,3,3,3,,MA
336670,67 WESTMINSTER RD,,WEYMOUTH,8/19/10,3,3,3,,MA
7324484,67 WYCHWOOD HTS,,LITTLETON,3/30/16,Not Discovered Yet,Not Discovered Yet,3,,MA
5322109,670 BOSTON POST RD,,WESTON,7/2/15,Not Discovered Yet,3,3,,MA
7330114,670 LEXINGTON ST,,WALTHAM,10/28/16,Not Discovered Yet,Not Discovered Yet,3,,MA
348925,670 MAIN ST,,WEYMOUTH,7/15/11,3,3,3,,MA
320840,671 E SQUANTUM ST,,QUINCY,3/25/09,3,3,3,,MA
6147935,671 FULTON ST,,MEDFORD,9/19/15,Not Discovered Yet,3,3,,MA
236026,671 LYNNWAY,,LYNN,10/1/02,3,3,3,,MA
380666,673 BEDFORD ST,,ABINGTON,8/31/11,3,3,3,,MA
341169,673 WASHINGTON ST,,BRIGHTON,10/13/10,3,3,3,,MA
3721567,674 BOYLSTON ST,,NEWTON,4/8/15,Not Discovered Yet,2,3,,MA
41822,674 MAIN ST,,LYNNFIELD,7/8/92,3,3,3,,MA
914044,674 SAWMILL BROOK PKY,,NEWTON,6/27/12,3,3,3,,MA
1296383,675 CHESTNUT HILL AVE,,BROOKLINE,5/29/13,3,3,3,,MA
985235,675 HAMMOND ST,,BROOKLINE,8/6/12,3,3,3,,MA
153481,675 PLEASANT ST,,WEYMOUTH,7/26/99,3,3,3,,MA
154213,676 WILLARD ST,,QUINCY,8/11/99,3,3,3,,MA
7324508,678 WASHINGTON ST,,LYNN,4/6/16,Not Discovered Yet,Not Discovered Yet,3,,MA
322503,68 ABERDEEN RD,,QUINCY,5/12/09,3,3,3,,MA
7323681,68 BLOCK ST,,ABINGTON,2/22/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1637771,68 CENTRAL AVE,,MEDFORD,5/20/14,3,3,3,,MA
7323521,68 CORBIN RD,,DUDLEY,2/19/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7330905,68 GROVE ST,,ARLINGTON,12/18/16,Not Discovered Yet,Not Discovered Yet,2A,,MA
5418717,68 GROVE ST,,NORTH BROOKFIELD,8/20/15,Not Discovered Yet,3,3,,MA
338676,68 HAROLD ST,,ROXBURY,8/5/10,3,3,3,,MA
2792933,68 HIGH HAITH RD,,ARLINGTON,11/25/14,3,3,3,,MA
283503,68 MIDDLESEX TPKE,,BURLINGTON,12/20/05,3,3,3,,MA
300962,68 ORMOND ST,,DORCHESTER,5/8/07,3,3,3,,MA
1394337,68 PARKER RD,,SHIRLEY,10/3/13,3,3,3,,MA
314754,68 PAYSON AVE,,ROCKLAND,7/9/08,3,3,3,,MA
1704012,68 PLEASANT ST,,STONEHAM,7/28/14,3,3,3,,MA
1395496,68 REVERE ST,,MILTON,6/11/13,3,3,3,,MA
7329722,68 SCHOOL ST,,WESTON,10/20/16,Not Discovered Yet,Not Discovered Yet,3,,MA
195505,68 STARRETT RD,,LYNN,10/12/99,3,3,3,,MA
322961,68 TEMPLE ST,,WHITMAN,5/27/09,3,3,3,,MA
339924,68 TOPLIFF ST,,DORCHESTER,8/3/10,3,3,3,,MA
7327898,68 UPHAM ST,,MELROSE,7/28/16,Not Discovered Yet,Not Discovered Yet,2,,MA
190953,68 WENTWORTH ST,,MALDEN,5/4/00,3,3,3,,MA
327559,68 WESTBOURNE ST,,ROSLINDALE,10/22/09,3,3,3,,MA
1252872,68 WINSLOW ST,,EVERETT,6/12/13,3,3,3,,MA
1217964,68 WYOMING RD,,NEWTON,4/30/13,3,3,3,,MA
7323258,680 WORCESTER TPKE,,WELLESLEY,2/2/16,Not Discovered Yet,Not Discovered Yet,2,,MA
1363536,685 CENTRE ST,,NEWTON,9/17/13,3,3,3,,MA
7325124,687 HANCOCK ST,,QUINCY,4/21/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7328079,687 MARKET ST,,ROCKLAND,8/4/16,Not Discovered Yet,Not Discovered Yet,3,,MA
348039,689 WASHINGTON ST,,WEYMOUTH,6/17/11,3,3,3,,MA
313074,69 BOSTON AVE,,MEDFORD,8/4/08,3,3,3,,MA
7326235,69 BRYANT ST,,EVERETT,6/2/16,Not Discovered Yet,Not Discovered Yet,3,,MA
248598,69 CEDAR ST,,WELLESLEY,7/16/03,3,3,3,,MA
251483,69 CLIFTON ST,,DORCHESTER,9/26/03,3,3,3,,MA
251625,69 DIXWELL AV,,QUINCY,9/30/03,3,3,3,,MA
3815466,69 EVANS ST,,DORCHESTER,3/25/15,Not Discovered Yet,3,3,,MA
323146,69 EVELYN RD,,NEWTON,5/22/09,3,3,3,,MA
4093765,69 GROVE ST,,WATERTOWN,5/12/15,Not Discovered Yet,3,3,,MA
334624,69 HARDING AVE,,WEYMOUTH,6/15/10,3,3,3,,MA
609462,69 HIGHLAND CIR,,WAYLAND,11/27/11,3,3,3,,MA
1662405,69 HURD ST,,LYNN,6/11/14,3,3,3,,MA
235697,69 LAWTON AV,,LYNN,9/20/02,3,3,3,,MA
264192,69 LYNNWAY ST,,REVERE,8/12/04,3,3,3,,MA
1384957,69 MAPLE ST,,WEST ROXBURY,10/20/13,3,3,3,,MA
127045,69 MAYFIELD ST,,DORCHESTER,8/4/98,3,3,3,,MA
332103,69 NORTH ST,,HINGHAM,4/2/10,3,3,3,,MA
7325256,69 OCEAN ST,,DORCHESTER,5/3/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1295610,69 PENFIELD ST,,ROSLINDALE,5/21/13,3,3,3,,MA
272667,69 PICKWICK RD,,NEWTON,2/27/05,3,3,3,,MA
6722656,69 PRINCE ST,,NEWTON,9/29/15,Not Discovered Yet,3,3,,MA
7321204,69 SOUTHERN AVE,,ESSEX,11/8/15,Not Discovered Yet,3,3,,MA
1644746,69 WALNUT ST,,LEOMINSTER,5/16/14,3,3,3,,MA
3871158,69 WINDMILL LN,,ARLINGTON,4/8/15,Not Discovered Yet,3,3,,MA
247790,69 WOLLASTON AV,,ARLINGTON,3/20/03,3,3,3,,MA
39423,690 WILLARD ST,,QUINCY,6/15/94,3,3,3,,MA
225018,691 OLD WEST BROOKFIELD RD,,WARREN,12/14/01,3,3,3,,MA
427378,692 COMMONWEALTH AVE,,NEWTON,10/4/11,3,3,3,,MA
252421,693 DUDLEY ST,,DORCHESTER,10/1/03,3,3,3,,MA
4881334,693 E SQUANTUM ST,,QUINCY,6/29/15,Not Discovered Yet,3,3,,MA
4339313,693 SEA ST,,QUINCY,4/29/15,Not Discovered Yet,3,3,,MA
323178,693 WASHINGTON ST,,WHITMAN,6/1/09,3,3,3,,MA
252303,697 BRIDGE ST,,WEYMOUTH,10/14/03,3,3,3,,MA
4989468,697 WASHINGTON ST,,WHITMAN,7/23/15,Not Discovered Yet,3,3,,MA
1688869,698 SALEM ST,,LYNNFIELD,7/8/14,3,3,3,,MA
1175995,7 ALFRED ST,,WOBURN,3/27/13,3,3,3,,MA
1371919,7 ALLENE AVE,,SUDBURY,10/9/13,3,3,3,,MA
7327965,7 ARTWILL ST,,MILTON,7/27/16,Not Discovered Yet,Not Discovered Yet,3,,MA
3673266,7 ASHWOOD RD,,ACTON,9/15/14,Missed,3,3,,MA
2821324,7 BENNETT RD,,WAYLAND,9/24/14,3,3,3,,MA
293836,7 BENNINGTON RD,,LEXINGTON,9/29/06,3,3,3,,MA
7329974,7 BRADFORD RD,,WELLESLEY,11/2/16,Not Discovered Yet,Not Discovered Yet,3,,MA
310742,7 BRAYTON RD,,BRIGHTON,5/21/08,3,3,3,,MA
236645,7 BROOKSIDE PK,,MILTON,10/17/02,3,3,3,,MA
5217503,7 BUCKNELL RD,,WELLESLEY,6/16/15,Not Discovered Yet,3,3,,MA
7327577,7 CHRISTOPHER ST,,NEWBURYPORT,6/30/16,Not Discovered Yet,Not Discovered Yet,3,,MA
338581,7 CORMIER RD,,BURLINGTON,10/18/10,3,3,3,,MA
1109685,7 COTTAGE ST,,CONCORD,1/7/13,3,3,3,,MA
233318,7 CURTIS ST,,NEWTON,7/26/02,3,3,3,,MA
329275,7 CUTLER RD,,WEST BROOKFIELD,12/15/09,3,3,3,,MA
3814395,7 DANA RD,,WEST ROXBURY,4/8/15,Not Discovered Yet,3,3,,MA
338817,7 DOUGLAS AVE,,NORWOOD,10/20/10,3,3,3,,MA
7328335,7 DREEME ST,,SAUGUS,8/18/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7320970,7 EDGEHILL RD,,PEABODY,10/31/15,Not Discovered Yet,3,3,,MA
2241540,7 ELLERY LN,,BURLINGTON,12/16/14,3,3,3,,MA
217784,7 ELLIS ST,,DUDLEY,6/14/01,3,3,3,,MA
4140848,7 ELLSWORTH RD,,PEABODY,5/7/15,Not Discovered Yet,3,3,,MA
273003,7 ERIE LN,,DANVERS,3/25/05,3,3,3,,MA
338582,7 FAIRLAWN AVE,,BURLINGTON,10/19/10,3,3,3,,MA
41650,7 FALLS ST,,LYNN,8/11/94,3,3,3,,MA
255092,7 FULLER RD,,WELLESLEY,6/10/03,3,3,3,,MA
262434,7 GERRY ST,,MARBLEHEAD,6/24/04,3,3,3,,MA
7329612,7 GIFFORD LN,,CONCORD,10/7/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1695381,7 GREENWOOD RD,,LYNNFIELD,7/16/14,3,3,3,,MA
262765,7 HOWARD CT,,BRAINTREE,7/9/04,3,3,3,,MA
2822217,7 HUNT RD,,LEXINGTON,10/6/14,3,3,3,,MA
959596,7 INDIAN HILL RD,,ARLINGTON,8/9/12,3,3,3,,MA
1296391,7 KINGSBORO PIKE,,JAMAICA PLAIN,5/30/13,3,3,3,,MA
223394,7 KINGSBORO PK,,JAMAICA PLAIN,7/19/01,3,3,3,,MA
7322461,7 LEDGEWOOD RD,,WEST ROXBURY,1/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7322648,7 LEDGEWOOD RD,,WEST ROXBURY,1/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
5443183,7 LIVINGSTON DR,,PEABODY,8/20/15,Not Discovered Yet,3,3,,MA
339925,7 LONGFELLOW ST,,DORCHESTER,8/3/10,3,3,3,,MA
314437,7 LORRAINE ST,,ROSLINDALE,9/23/08,3,3,3,,MA
335781,7 MAIN ST,,BROOKFIELD,7/28/10,3,3,3,,MA
259567,7 MAYNARD ST,,MEDFORD,5/10/04,3,3,3,,MA
117994,7 MC KINLEY RD,,NORWOOD,9/24/97,3,3,3,,MA
277379,7 MELROSE ST,,ARLINGTON,7/8/05,3,3,3,,MA
1638913,7 MEMORIAL PARK AVE,,LYNN,5/14/14,3,3,3,,MA
193258,7 MOFFAT RD,,QUINCY,6/21/00,3,3,3,,MA
2822499,7 MORSE RD,,WAYLAND,9/24/14,3,3,3,,MA
336648,7 MORSE ST,,DORCHESTER,7/29/10,3,3,3,,MA
1256887,7 MOUNT PLEASANT AVE,,ROXBURY,6/1/13,3,3,3,,MA
310941,7 MUIRHEAD ST,,QUINCY,5/27/08,3,3,3,,MA
4117945,7 N BROOKFIELD RD,,BROOKFIELD,5/17/15,Not Discovered Yet,3,3,,MA
6777087,7 OLD TOWN WAY,,BYFIELD,10/10/15,Not Discovered Yet,3,3,,MA
4108604,7 OVERLEA AVE,,PEABODY,5/13/15,Not Discovered Yet,3,3,,MA
5320573,7 PATRICIA DR,,WALTHAM,5/21/15,Not Discovered Yet,3,3,,MA
1374101,7 PAUL REVERE RD,,ACTON,5/21/09,3,3,3,,MA
198717,7 PHINNEY RD,,LEXINGTON,10/12/00,3,3,3,,MA
309551,7 PIERMONT ST,,QUINCY,4/9/08,3,3,3,,MA
7331077,7 POND VIEW DR,,ACTON,12/24/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1393073,7 PROSPECT ST,,ACTON,7/9/12,3,3,3,,MA
1295376,7 RAMBLER RD,,JAMAICA PLAIN,5/6/13,3,3,3,,MA
322893,7 RAWSON RD,,QUINCY,5/20/09,3,3,3,,MA
126954,7 RAY ST,,BEVERLY,8/4/98,3,3,3,,MA
336577,7 RESERVOIR AVE,,BRAINTREE,8/19/10,3,3,3,,MA
1237036,7 RESERVOIR AVE,,NEWTON,5/25/13,3,3,3,,MA
7322492,7 RIPLEY LN,,WESTON,12/12/15,Not Discovered Yet,Missed 2,3,,MA
3746378,7 ROGERS ST,,LITTLETON,10/16/14,Missed,3,3,,MA
323237,7 SARAH ST,,BURLINGTON,6/4/09,3,3,3,,MA
7324238,7 SAWYER AVE,,DORCHESTER,2/18/16,Not Discovered Yet,Not Discovered Yet,3,,MA
331862,7 SMITH TER,,BRAINTREE,3/20/10,3,3,3,,MA
7321399,7 SOHIER RD,,BEVERLY,11/6/15,Not Discovered Yet,3,3,,MA
1331488,7 SPENCER RD,,MEDFORD,8/27/13,3,3,3,,MA
275086,7 TAYLOR ST,,MELROSE,5/27/05,3,3,3,,MA
1376922,7 THOREAU RD,,ACTON,7/30/09,3,3,3,,MA
7324274,7 VALLEY VIEW RD,,WAYLAND,3/25/16,Not Discovered Yet,Not Discovered Yet,3,,MA
279471,7 WESTERLY ST,,JAMAICA PLAIN,9/12/05,3,3,3,,MA
7329742,7 WHEATON RD,,ARLINGTON,10/11/16,Not Discovered Yet,Not Discovered Yet,3,,MA
335343,7 WILLIAMS ST,,DANVERS,7/8/10,3,3,3,,MA
5443266,7 WILLOWBRAE DR,,PEABODY,8/20/15,Not Discovered Yet,3,3,,MA
302376,7 WINTER ST,,SAUGUS,7/3/07,3,3,3,,MA
949720,7 WOODCHESTER DR,,NEWTON,8/1/12,3,3,3,,MA
4536658,7 WOODCLIFF RD,,WELLESLEY,6/26/15,Not Discovered Yet,3,3,,MA
7329789,7 WOODS LN,,IPSWICH,10/25/16,Not Discovered Yet,Not Discovered Yet,3,,MA
312297,70 AIRPORT RD,,DUDLEY,7/17/08,3,3,3,,MA
5591032,70 ALCOTT ST,,ACTON,8/21/15,Not Discovered Yet,3,3,,MA
830780,70 BENT RD,,SUDBURY,2/14/12,3,3,3,,MA
38863,70 CENTRAL ST,,SOUTHBRIDGE,7/17/94,3,3,3,,MA
2659083,70 DEAN ST,,NORWOOD,9/17/14,3,3,3,,MA
2810787,70 DUFF ST,,WATERTOWN,8/20/14,3,3,3,,MA
7324855,70 ELM ST,,WEYMOUTH,3/11/15,Not Discovered Yet,Missed 2,3,,MA
7329578,70 ENDICOTT ST,,WEYMOUTH,10/5/16,Not Discovered Yet,Not Discovered Yet,3,,MA
311442,70 FREMONT AVE,,CHELSEA,6/16/08,3,3,3,,MA
349455,70 GRAY CLIFF RD,,NEWTON,8/5/11,3,3,3,,MA
345148,70 HOLLY HILL CIR,,WEYMOUTH,3/30/11,3,3,3,,MA
295371,70 IDLEWELL BLVD,,WEYMOUTH,11/22/06,3,3,3,,MA
7322396,70 LINDALL ST,,DANVERS,12/28/15,Not Discovered Yet,3,3,,MA
1727628,70 MAIN ST,,LYNNFIELD,8/14/14,3,3,3,,MA
829352,70 MARGARET RD,,ABINGTON,2/14/12,3,3,3,,MA
7330399,70 NORTH ST,,GEORGETOWN,11/18/16,Not Discovered Yet,Not Discovered Yet,3,,MA
304732,70 OAK ST,,WELLESLEY,9/24/07,3,3,3,,MA
