ID,ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE
954,19 GEORGE,MAYNARD,,10/31/14,1
955,42 DURANT,MAYNARD,,11/7/14,2
956,7 PINE,MAYNARD,,11/21/14,2
957,15 ELM,MAYNARD,,12/2/14,2
958,1 WEST,MAYNARD,,12/5/14,2
959,18 WALTHAM,MAYNARD,,12/11/14,2
960,43 ACTON,MAYNARD,,12/20/14,2
961,2 FLORIDA,MAYNARD,,12/20/14,2
962,25 LEWIS,MAYNARD,,12/20/14,2
963,23 RAILROAD,MAYNARD,,12/23/14,2
964,257 MAIN,MAYNARD,,12/26/14,2
965,49 RIVER,MAYNARD,,12/26/14,2
966,49 RIVER,MAYNARD,,12/26/14,2
967,15 DEANE,MAYNARD,,12/30/14,2
968,11A-B DEANE,MAYNARD,,12/30/14,2
969,45 FOREST,MILFORD,,1/16/14,2
970,98 WEST,MILFORD,,1/25/14,1
971,500 FORTUNE,MILFORD,,1/29/14,2
972,FREEDOM,MILFORD,AT PROSPECT ST,1/31/14,2
973,140 WEST,MILFORD,,2/1/14,2
974,140 WEST,MILFORD,,2/1/14,1
975,17 PRINCETON,MILFORD,,2/20/14,2
976,29 GRANT,MILFORD,,2/20/14,2
977,29 PRINCETON,MILFORD,,2/21/14,1
978,10 FOREST,MILFORD,,2/24/14,2
979,GROVE,MILFORD,,3/17/14,2
980,140 WEST,MILFORD,,3/17/14,1
981,20 WEST,MILFORD,,4/5/14,1
982,83 CEDAR,MILFORD,,5/1/14,1
983,37 GRANT,MILFORD,,6/24/14,1
984,9 DARTMOUTH,MILFORD,,7/17/14,3
985,51 SCHOOL,MILFORD,,7/30/14,1
986,12 YALE,MILFORD,,8/26/14,1
987,12 YALE,MILFORD,,8/26/14,1
988,13 YALE,MILFORD,,9/15/14,
989,8 YALE,MILFORD,,9/30/14,3
990,YALE,MILFORD,,10/2/14,3
991,5 FELLS,MILFORD,,10/6/14,1
992,17 VASSAR,MILFORD,,10/18/14,
993,60 FOREST,MILFORD,,10/29/14,1
994,25 DARTMOUTH,MILFORD,,10/30/14,1
995,23 VINE,MILFORD,,11/9/14,1
996,49-51 CONGRESS,MILFORD,,11/12/14,2
997,25 SIMMONS,MILFORD,,11/13/14,1
998,28 TRINITY,MILFORD,,11/17/14,1
999,156 WEST,MILFORD,,11/20/14,1
1000,156 WEST,MILFORD,,12/1/14,1
1001,36 SCHOOL,MILFORD,,12/23/14,2
1002,76 HORNE,MILLBURY,,1/14/14,2
1003,42 MAPLE,MILLBURY,,1/15/14,1
1004,HORNE,MILLBURY,,1/16/14,2
1005,164 W-MAIN,MILLBURY,,2/17/14,1
1006,75 ELM,MILLBURY,,4/14/14,1
1007,CHURCH,MILLBURY,AT N-MAIN ST,8/6/14,1
1008,ASHTON,MILLBURY,,11/10/14,1
1009,170 WEST MAIN,MILLBURY,,12/17/14,2
1010,130 ELM,MILLBURY,,12/17/14,2
1011,15 DEERFIELD,NATICK,,1/8/14,2
1012,ROUNDWOOD,NATICK,AT DEERFIELD LN,1/8/14,2
1013,1245 WORCESTER,NATICK,,1/10/14,2
1014,7 RIVER,NATICK,,1/14/14,1
1015,16 OVERBROOK,NATICK,,1/14/14,1
1016,6 RIVER,NATICK,,1/14/14,1
1017,121 W-CENTRAL,NATICK,,1/23/14,1
1018,30 PILGRIM,NATICK,,1/29/14,2
1019,42374 H-F-BROWN,NATICK,,1/30/14,2
1020,13 SHERWOOD,NATICK,,1/31/14,2
1021,18 BEVERLY,NATICK,,2/3/14,1
1022,18 BEVERLY,NATICK,,2/4/14,1
1023,1 FRANCIS,NATICK,,2/5/14,1
1024,4 ABBOT,NATICK,,2/10/14,2
1025,14 DAVID,NATICK,,2/12/14,1
1026,29 PINEHURST,NATICK,,2/23/14,1
1027,51 BORDER,NATICK,,3/13/14,1
1028,140 MILL,NATICK,,3/20/14,1
1029,29 JENNINGS-POND,NATICK,,3/21/14,2
1030,7 RIVER,NATICK,,3/30/14,1
1031,24 BARNESDALE,NATICK,,4/6/14,1
1032,28 BARNESDALE,NATICK,,4/8/14,2
1033,OPP 324 W-CENTRAL,NATICK,,4/11/14,2
1034,16 BRAEMORE,NATICK,,4/12/14,1
1035,11 FOREST,NATICK,,4/16/14,1
1036,54 WASHINGTON,NATICK,,4/21/14,1
1037,56 WASHINGTON,NATICK,,4/21/14,1
1038,319 N-MAIN,NATICK,,5/2/14,1
1039,47 ELIOT,NATICK,,5/9/14,1
1040,95 WORCESTER,NATICK,,5/12/14,1
1041,3 SAWIN,NATICK,,5/12/14,1
1042,16 BURNING-TREE,NATICK,,5/20/14,2
1043,17 VIRGINIA,NATICK,,6/6/14,2
1044,8 MERCER,NATICK,,6/12/14,1
1045,5 CHESTER,NATICK,,6/14/14,1
1046,10 BROADS,NATICK,,6/16/14,1
1047,10 BROADS,NATICK,,6/18/14,1
1048,8 MERCER,NATICK,,6/21/14,1
1049,RICH,NATICK,,6/24/14,1
1050,8 PARKER,NATICK,,6/26/14,2
1051,14 SURREY,NATICK,,7/10/14,1
1052,N-MAIN,NATICK,AT WASHINGTON ST,7/28/14,3
1053,37 WELLESLEY,NATICK,,7/30/14,1
1054,538 WORCESTER,NATICK,,7/30/14,1
1055,5 KELSEY,NATICK,,7/31/14,1
1056,28 FERN,NATICK,,8/1/14,1
1057,36 PITTS,NATICK,,8/1/14,1
1058,33 ELIOT,NATICK,,8/1/14,1
1059,162 E-CENTRAL,NATICK,,8/4/14,1
1060,38 HARWOOD,NATICK,,8/7/14,2
1061,5 NOTTINGHAM,NATICK,,8/1/14,1
1062,21 MANOR,NATICK,,8/4/14,1
1063,14 SURREY,NATICK,,8/6/14,1
1064,16 SURREY,NATICK,,8/7/14,2
1065,SPEEN,NATICK,AT PINEHURST,9/3/14,1
1066,11 FISKE,NATICK,,9/8/14,
1067,20 PINEHURST,NATICK,,9/8/14,
1068,18 LONGFELLOW,NATICK,,9/11/14,
1069,33 BEVERLY,NATICK,,9/12/14,
1070,61 ELIOT-HILL,NATICK,,9/12/14,
1071,4 RANGER,NATICK,,9/12/14,
1072,10 LAKE,NATICK,,9/27/14,1
1073,8 MERCER,NATICK,,9/30/14,2
1074,8 MERCER,NATICK,,9/30/14,1
1075,4 WARING,NATICK,,10/11/14,1
1076,13 SHERMAN,NATICK,,10/13/14,1
1077,19 FOREST,NATICK,,10/21/14,1
1078,6 VIRGINIA,NATICK,,10/27/14,2
1079,71 ELIOT,NATICK,,11/12/14,1
1080,SURREY,NATICK,,11/23/14,2
1081,11 MICHIGAN,NATICK,,11/28/14,2
1082,10 DRURY,NATICK,,12/2/14,1
1083,14 FLORENCE,NATICK,,12/4/14,2
1084,18 VERMONT,NATICK,,12/4/14,2
1085,13 KEANE,NATICK,,12/4/14,2
1086,13 KEANE,NATICK,,12/4/14,2
1087,7 WHITTIER,NATICK,,12/8/14,2
1088,WHITTIER,NATICK,AT OXFORD ST,12/8/14,2
1089,8 OVERBROOK,NATICK,,12/10/14,2
1090,17 WORCESTER,NATICK,,12/10/14,2
1091,WESTERN,NATICK,AT CONCORD ST,12/10/14,2
1092,12 OVERBROOK,NATICK,,12/10/14,2
1093,1 FRANCES,NATICK,,12/11/14,2
1094,23 WELLESLEY,NATICK,,12/11/14,2
1095,215 ELIOT,NATICK,,12/13/14,2
1096,6 FIELDSTONE,NATICK,,12/13/14,1
1097,GROVE,NATICK,AT WINNEMAY ST,12/14/14,1
1098,19 STRATFORD,NATICK,,12/16/14,2
1099,140 SOUTH MAIN,NATICK,,12/17/14,1
1100,12 STONEBRIDGE,NATICK,,12/18/14,2
1101,29 JENNINGS POND,NATICK,,12/18/14,2
1102,16 VERNON,NATICK,,12/19/14,2
1103,31 HARWOOD,NATICK,,12/19/14,2
1104,31 HARWOOD,NATICK,,12/19/14,1
1105,13 MERCER,NATICK,,12/22/14,2
1106,6 STRATHMORE,NATICK,,12/22/14,2
1107,12 MERCER,NATICK,,12/22/14,2
1108,7 HOME,NATICK,,12/23/14,2
1109,7 CHESTER,NATICK,,12/26/14,2
1110,7 FERNDALE,NATICK,,12/27/14,2
1111,13 STRATFORD,NATICK,,12/27/14,2
1112,6 WALNUT PARK,NATICK,,12/27/14,2
1113,215 ELIOT,NATICK,,12/29/14,2
1114,PLEASANT,NATICK,,12/30/14,2
1115,41 FISKE,NATICK,,12/30/14,2
1116,150 WALNUT,NATICK,,12/31/14,2
1117,254 NORTH MAIN,NATICK,,12/31/14,2
1118,123 OAK,NATICK,,12/31/14,2
1119,252 NORTH MAIN,NATICK,,12/31/14,2
1120,166 HUNNEWELL,NEEDHAM,,1/28/14,2
1121,122-126 COGSWELL,NEEDHAM,,1/28/14,1
1122,149 RICHARDSON,NEEDHAM,,2/14/14,2
1123,149 RICHARDSON,NEEDHAM,,2/24/14,2
1124,76 DAMON,NEEDHAM,,3/10/14,2
1125,140 WHITMAN,NEEDHAM,,3/18/14,2
1126,GREAT-PLAIN,NEEDHAM,,3/25/14,2
1127,WILSHIRE,NEEDHAM,AT HARRIS ST,4/14/14,2
1128,471 HUNNEWELL,NEEDHAM,,4/15/14,2
1129,25 ROSEMARY,NEEDHAM,,4/17/14,2
1130,171 RESERVOIR,NEEDHAM,,4/28/14,1
1131,1246-1250 GREAT-PLAIN,NEEDHAM,,5/21/14,2
1132,4 FAIR-OAKS,NEEDHAM,,5/28/14,1
1133,403 CHARLES-RIVER,NEEDHAM,,6/3/14,2
1134,403 CHARLES-RIVER,NEEDHAM,,6/4/14,2
1135,25 ROSEMARY,NEEDHAM,,6/10/14,2
1136,716 HIGHLAND,NEEDHAM,,6/11/14,2
1137,18 EDGEWOOD,NEEDHAM,,6/12/14,1
1138,PARISH,NEEDHAM,,6/18/14,2
1139,MANNING,NEEDHAM,AT LINDBERGH AVE,6/19/14,2
1140,20 OAKLAND,NEEDHAM,,6/23/14,1
1141,MAY,NEEDHAM,AT WARREN ST,7/13/14,1
1142,LINDBERGH,NEEDHAM,AT MANNING ST,7/29/14,2
1143,36 ROSEMARY,NEEDHAM,,8/4/14,1
1144,MANNING,NEEDHAM,AT JAMES AVE,7/31/14,1
1145,28-30 OAK,NEEDHAM,,8/5/14,2
1146,313 BROOKLINE,NEEDHAM,,9/4/14,2
1147,313 BROOKLINE,NEEDHAM,,9/9/14,
1148,BROOKLINE,NEEDHAM,AT MANNING ST,9/9/14,
1149,169 LAUREL,NEEDHAM,,9/15/14,
1150,1708-1711 CENTRAL,NEEDHAM,,9/29/14,2
1151,WEBSTER,NEEDHAM,,10/3/14,2
1152,179 MANNING,NEEDHAM,,10/15/14,2
1153,179 MANNING,NEEDHAM,,10/15/14,2
1154,32 CHESTNUT,NEEDHAM,,10/21/14,2
1155,15 PLEASANT,NEEDHAM,,10/24/14,2
1156,634 WEBSTER,NEEDHAM,,10/27/14,2
1157,BROOKLINE,NEEDHAM,,10/30/14,2
1158,160 COUNTRY,NEEDHAM,,12/1/14,3
1159,160 DAWSON,NEEDHAM,,12/3/14,2
1160,161 WINDING RIVER,NEEDHAM,,12/5/14,2
1161,38 RIDGEWAY,NEEDHAM,,12/8/14,2
1162,71 WASHINGTON,NEEDHAM,,12/11/14,2
1163,287 HIGH ROCK,NEEDHAM,,12/17/14,3
1164,531 SOUTH,NEEDHAM,,12/19/14,2
1165,83 WEBSTER,NEEDHAM,,12/26/14,2
1166,KENDRICK,NEEDHAM,AT HUNTING RD,12/27/14,2
1167,389 MANNING,NEEDHAM,,12/31/14,2
1168,127 MT-PLEASANT,NEW BEDFORD,,1/7/14,2
1169,349-351 W-CLINTON,NEW BEDFORD,,1/8/14,2
1170,70 TRINITY,NEW BEDFORD,,1/9/14,2
1171,70 LINDEN,NEW BEDFORD,,1/9/14,2
1172,237 BATES,NEW BEDFORD,,1/9/14,2
1173,73 LINDEN,NEW BEDFORD,,1/9/14,2
1174,70 TRINITY,NEW BEDFORD,,1/9/14,2
1175,43 JOUVETTE,NEW BEDFORD,,1/13/14,2
1176,84 JOUVETTE,NEW BEDFORD,,1/14/14,1
1177,915 HATHAWAY,NEW BEDFORD,,1/15/14,2
1178,34 BULLARD,NEW BEDFORD,,1/17/14,2
1179,1060 PLEASANT,NEW BEDFORD,,1/17/14,2
1180,39-41 RYAN,NEW BEDFORD,,1/17/14,2
1181,321 BELLEVILLE,NEW BEDFORD,,1/20/14,3
1182,25 BLUEBERRY,NEW BEDFORD,,1/20/14,2
1183,233 HARWICH,NEW BEDFORD,,1/21/14,1
1184,367 STATE,NEW BEDFORD,,1/23/14,2
1185,234 DAVIS,NEW BEDFORD,,1/27/14,2
1186,570 S-SECOND,NEW BEDFORD,,1/27/14,1
1187,63 CLIFFORD,NEW BEDFORD,,1/28/14,2
1188,29-33 ARCH,NEW BEDFORD,,1/28/14,1
1189,79 KATHERINE,NEW BEDFORD,,1/29/14,1
1190,499 NASH,NEW BEDFORD,,1/29/14,1
1191,39 ASHLEY,NEW BEDFORD,,1/30/14,1
1192,80 KATHERINE,NEW BEDFORD,,1/31/14,1
1193,109 ASHLEY,NEW BEDFORD,,1/31/14,2
1194,200 WELD,NEW BEDFORD,,1/31/14,2
1195,5 BULLARD,NEW BEDFORD,,2/2/14,1
1196,5 BULLARD,NEW BEDFORD,,2/3/14,1
1197,11 DAVIS,NEW BEDFORD,,2/3/14,1
1198,220-222 BATES,NEW BEDFORD,,2/6/14,1
1199,251-253 CENTRAL,NEW BEDFORD,,2/6/14,1
1200,3 BULLARD,NEW BEDFORD,,2/6/14,2
1201,3 BULLARD,NEW BEDFORD,,2/6/14,2
1202,186 CHESTNUT,NEW BEDFORD,,2/7/14,1
1203,49-51 MILFORD,NEW BEDFORD,,2/7/14,2
1204,49-51 MILFORD,NEW BEDFORD,,2/7/14,2
1205,506 ASHLEY,NEW BEDFORD,,2/8/14,1
1206,106 LUKE,NEW BEDFORD,,2/9/14,1
1207,685 SUMMER,NEW BEDFORD,,2/12/14,2
1208,31 BABBITT,NEW BEDFORD,,2/14/14,2
1209,52 NORMAN,NEW BEDFORD,,2/17/14,1
1210,506 ASHLEY,NEW BEDFORD,,2/20/14,2
1211,12 BIRCHWOOD,NEW BEDFORD,,2/20/14,2
1212,COUNTY,NEW BEDFORD,AT WING ST,2/21/14,1
1213,301 BELLEVILLE,NEW BEDFORD,,2/21/14,1
1214,955 HILLCREST,NEW BEDFORD,,2/21/14,2
1215,90 MORTON,NEW BEDFORD,,2/22/14,2
1216,46 WING,NEW BEDFORD,,2/24/14,1
1217,366 UNION,NEW BEDFORD,,2/24/14,1
1218,84 NORMAN,NEW BEDFORD,,2/24/14,1
1219,969 HILLCREST,NEW BEDFORD,,2/24/14,2
1220,84 NORMAN,NEW BEDFORD,,2/24/14,2
1221,159-161 BUTLER,NEW BEDFORD,,2/20/14,2
1222,BULLOCK,NEW BEDFORD,AT DURFEE,2/20/14,1
1223,329 BROOK,NEW BEDFORD,,2/24/14,2
1224,195 WHITMAN,NEW BEDFORD,,2/24/14,1
1225,1085 JOYCE,NEW BEDFORD,,3/7/14,2
1226,166 SOMERSET,NEW BEDFORD,,3/7/14,2
1227,MACARTHUR,NEW BEDFORD,AT STATE PIER,3/8/14,1
1228,103 CLIFFORD,NEW BEDFORD,,3/10/14,1
1229,143 HAWTHORN,NEW BEDFORD,,3/11/14,1
1230,135 TALLMAN,NEW BEDFORD,,3/11/14,1
1231,135 TALLMAN,NEW BEDFORD,,3/11/14,2
1232,ROCKDALE,NEW BEDFORD,AT COVE,3/12/14,2
1233,90 MOSS,NEW BEDFORD,,3/14/14,2
1234,85 BEDFORD,NEW BEDFORD,,3/15/14,1
1235,23 PINERIDGE,NEW BEDFORD,,3/19/14,1
1236,29 WALDO,NEW BEDFORD,,3/20/14,2
1237,115 CHARLES,NEW BEDFORD,,3/21/14,2
1238,5 HARMONY,NEW BEDFORD,,3/21/14,2
1239,130 MOTT,NEW BEDFORD,,3/24/14,2
1240,853 PINE-HILL,NEW BEDFORD,,3/25/14,2
1241,227 IRVINGTON,NEW BEDFORD,,3/27/14,2
1242,319 DARTMOUTH,NEW BEDFORD,,3/28/14,1
1243,110 TINKHAM,NEW BEDFORD,,3/28/14,2
1244,1028 KEMPTON,NEW BEDFORD,,4/1/14,2
1245,444 PRESCOTT,NEW BEDFORD,,4/1/14,2
1246,925 BROCK,NEW BEDFORD,,4/1/14,2
1247,404 BEDFORD,NEW BEDFORD,,4/4/14,1
1248,193 ASH,NEW BEDFORD,,4/7/14,2
1249,243 SAWYER,NEW BEDFORD,,4/7/14,1
1250,2299 ACUSHNET,NEW BEDFORD,,4/8/14,1
1251,89 MOSHER,NEW BEDFORD,,4/9/14,1
1252,WHITMAN,NEW BEDFORD,AT ACUSHNET AVE,4/9/14,1
1253,TINKHAM,NEW BEDFORD,,4/10/14,1
1254,HATHAWAY,NEW BEDFORD,AT TRADEWIND ST,4/11/14,2
1255,CARROLL,NEW BEDFORD,AT ROCKDALE AVE,4/11/14,2
1256,209-211 EUGENIA,NEW BEDFORD,,4/11/14,2
1257,99 BROCK,NEW BEDFORD,,4/14/14,2
1258,322 NASH,NEW BEDFORD,,4/14/14,2
1259,169 PLYMOUTH,NEW BEDFORD,,4/17/14,2
1260,442 BROCK,NEW BEDFORD,,4/18/14,2
1261,8 BRIGHAM,NEW BEDFORD,,4/19/14,2
1262,141 CHARLES,NEW BEDFORD,,4/19/14,3
1263,77 FRUIT,NEW BEDFORD,,4/19/14,1
1264,77 FRUIT,NEW BEDFORD,,4/22/14,2
1265,963 HOMESTEAD,NEW BEDFORD,,4/24/14,2
1266,TARKILN-HILL,NEW BEDFORD,AT BELLEVILLE AVE,4/24/14,2
1267,102 STATE,NEW BEDFORD,,4/28/14,1
1268,1027 CHAFFEE,NEW BEDFORD,,4/29/14,2
1269,4499 ACUSHNET,NEW BEDFORD,,5/5/14,1
1270,968-970 KEMPTON,NEW BEDFORD,,5/9/14,3
1271,47 SYCAMORE,NEW BEDFORD,,5/14/14,1
1272,1073 MT-PLEASANT,NEW BEDFORD,,5/16/14,1
1273,248 HAWTHORN,NEW BEDFORD,,5/16/14,2
1274,838 PURCHASE,NEW BEDFORD,,5/21/14,1
1275,473 COTTAGE,NEW BEDFORD,,5/22/14,1
1276,56 MAITLAND,NEW BEDFORD,,5/22/14,1
1277,64-66 OAKLAWN,NEW BEDFORD,,5/22/14,1
1278,108 SOUTH,NEW BEDFORD,,5/27/14,2
1279,16 LANDRY,NEW BEDFORD,,5/27/14,1
1280,442 BROCK,NEW BEDFORD,,5/29/14,2
1281,ASHLEY,NEW BEDFORD,,5/29/14,1
1282,1421 COVE,NEW BEDFORD,,6/2/14,1
1283,23 EDNA,NEW BEDFORD,,6/3/14,1
1284,881 TERRY,NEW BEDFORD,,6/4/14,2
1285,74 HOPE,NEW BEDFORD,,6/4/14,2
1286,TARKILN-HILL,NEW BEDFORD,AT ACUSHNET AVE,6/5/14,1
1287,30-32 EMERY,NEW BEDFORD,,6/6/14,1
1288,239 ASHLEY,NEW BEDFORD,,6/9/14,2
1289,74 HEMLOCK,NEW BEDFORD,,6/9/14,1
1290,40 LINDEN,NEW BEDFORD,,6/9/14,1
1291,45 TIMBERLANE,NEW BEDFORD,,6/9/14,1
1292,DURFEE,NEW BEDFORD,AT HIGHLAND ST,6/10/14,2
1293,301 BELLEVILLE,NEW BEDFORD,,6/10/14,2
1294,64 OAKLAWN,NEW BEDFORD,,6/10/14,2
1295,1751-1759 ACUSHNET,NEW BEDFORD,,6/11/14,2
1296,227 DAWSON,NEW BEDFORD,,6/12/14,2
1297,STUDLEY,NEW BEDFORD,,6/12/14,1
1298,58 IVY,NEW BEDFORD,,6/16/14,1
1299,311 COFFIN,NEW BEDFORD,,6/17/14,2
1300,ASHLEY,NEW BEDFORD,AT COFFIN AVE,6/17/14,2
1301,52 FERN,NEW BEDFORD,,6/17/14,2
1302,235-237 SHAW,NEW BEDFORD,,6/17/14,1
1303,54 OCEAN,NEW BEDFORD,,6/20/14,2
1304,53 OCEAN,NEW BEDFORD,,6/20/14,1
1305,245 SHAW,NEW BEDFORD,,6/20/14,1
1306,32 ROCKLAND,NEW BEDFORD,,6/23/14,2
1307,145 ROCKLAND,NEW BEDFORD,,6/24/14,2
1308,293 COFFIN,NEW BEDFORD,,6/24/14,1
1309,135 CHESTNUT,NEW BEDFORD,,6/25/14,2
1310,52 THOMPSON,NEW BEDFORD,,6/25/14,2
1311,52 THOMPSON,NEW BEDFORD,,6/25/14,1
1312,35 MYRTLE,NEW BEDFORD,,6/26/14,2
1313,333-335 PLEASANT,NEW BEDFORD,,6/26/14,2
1314,237 WELD,NEW BEDFORD,,6/26/14,1
1315,812 BELLEVILLE,NEW BEDFORD,,6/30/14,2
1316,824 BELLEVILLE,NEW BEDFORD,,6/30/14,2
1317,65 LARCH,NEW BEDFORD,,6/30/14,2
1318,464 ROCKDALE,NEW BEDFORD,,7/1/14,1
1319,464 ROCKDALE,NEW BEDFORD,,7/2/14,2
1320,21 WILLOW,NEW BEDFORD,,7/2/14,1
1321,41 TARKILN-HILL,NEW BEDFORD,,7/3/14,2
1322,RUTLAND,NEW BEDFORD,AT 349 CONDUIT ST,7/3/14,2
1323,30 ADAMS,NEW BEDFORD,,7/3/14,2
1324,120 HEMLOCK,NEW BEDFORD,,7/5/14,1
1325,498 CHURCH,NEW BEDFORD,,7/8/14,2
1326,192 CHURCH,NEW BEDFORD,,7/8/14,2
1327,1 HYACINTH,NEW BEDFORD,,7/9/14,1
1328,OPP 18 LINDEN,NEW BEDFORD,,7/11/14,2
1329,PLEASANT,NEW BEDFORD,NORTH OF LINDEN ST.,7/11/14,2
1330,356 VALLEY,NEW BEDFORD,,7/12/14,1
1331,231 POPE,NEW BEDFORD,,7/14/14,2
1332,1743-1749 ACUSHNET,NEW BEDFORD,,7/15/14,2
1333,41 ADAMS,NEW BEDFORD,,7/21/14,2
1334,41 ADAMS,NEW BEDFORD,,7/21/14,2
1335,CHURCH,NEW BEDFORD,AT BELLWVILLE RD,7/22/14,2
1336,43 CAPITOL,NEW BEDFORD,,7/22/14,1
1337,414-415 COTTAGE,NEW BEDFORD,,7/23/14,2
1338,63 E-CLINTON,NEW BEDFORD,,7/23/14,2
1339,790 ROCKDALE,NEW BEDFORD,,7/23/14,1
1340,65 SEYMOUR,NEW BEDFORD,,7/24/14,2
1341,49 SEYMOUR,NEW BEDFORD,,7/24/14,1
1342,65 SEYMOUR,NEW BEDFORD,,7/25/14,2
1343,49 SEYMOUR,NEW BEDFORD,,7/26/14,1
1344,S-SIXTH,NEW BEDFORD,,8/1/14,2
1345,83 BEDFORD,NEW BEDFORD,,8/4/14,2
1346,443 MAXFIELD,NEW BEDFORD,,8/4/14,2
1347,RUSSELL,NEW BEDFORD,,8/4/14,2
1348,28 VIALL,NEW BEDFORD,,8/4/14,2
1349,186 ROCKDALE,NEW BEDFORD,,8/5/14,2
1350,121-137 FILLMORE,NEW BEDFORD,,8/5/14,1
1351,14 EDWARD,NEW BEDFORD,,8/6/14,2
1352,170 DEANE,NEW BEDFORD,,8/6/14,1
1353,24 ALVA,NEW BEDFORD,,8/7/14,2
1354,RICHMOND,NEW BEDFORD,AT AUSTIN ST,8/7/14,2
1355,BROCK,NEW BEDFORD,,8/7/14,2
1356,21 AGNES,NEW BEDFORD,,8/8/14,2
1357,124 COUNTY,NEW BEDFORD,,7/31/14,1
1358,87 SUTTON,NEW BEDFORD,,8/4/14,2
1359,34 SWIFT,NEW BEDFORD,,8/4/14,2
1360,POPE,NEW BEDFORD,,8/4/14,2
1361,42 STEPHEN,NEW BEDFORD,,8/7/14,2
1362,175 ELM,NEW BEDFORD,,8/8/14,2
1363,51 RUSSELL,NEW BEDFORD,,8/21/14,2
1364,255 CENTRAL,NEW BEDFORD,,8/25/14,1
1365,73 FRUIT,NEW BEDFORD,,8/27/14,2
1366,75 NORMAN,NEW BEDFORD,,8/27/14,1
1367,24 VALENTINE,NEW BEDFORD,,8/29/14,1
1368,24 VALENTINE,NEW BEDFORD,,9/4/14,
1369,TRADEWIND,NEW BEDFORD,AT HATHAWAY ST,9/8/14,
1370,128 COTTAGE,NEW BEDFORD,,9/9/14,
1371,104 STATE,NEW BEDFORD,,9/12/14,
1372,20 LINDEN,NEW BEDFORD,,9/15/14,
1373,574 BROCK,NEW BEDFORD,,9/17/14,2
1374,478 BEDFORD,NEW BEDFORD,,9/17/14,2
1375,399 BELLEVILLE,NEW BEDFORD,,9/17/14,1
1376,42 HILL,NEW BEDFORD,,9/19/14,1
1377,BELLEVILLE,NEW BEDFORD,AT COFFIN AVE,9/19/14,2
1378,251 PHILLIPS,NEW BEDFORD,,9/19/14,2
1379,95 BEETLE,NEW BEDFORD,,9/22/14,2
1380,57 E-CLINTON,NEW BEDFORD,,9/22/14,2
1381,95 BEETLE,NEW BEDFORD,,9/22/14,1
1382,15 SHERMAN,NEW BEDFORD,,9/22/14,1
1383,51 POPLAR,NEW BEDFORD,,9/24/14,2
1384,208-210 GRANDFIELD,NEW BEDFORD,,9/24/14,2
1385,877 HATHAWAY,NEW BEDFORD,,9/25/14,2
1386,807 KEMPTON,NEW BEDFORD,,9/26/14,1
1387,71 NASH,NEW BEDFORD,,9/29/14,1
1388,50-52 EMERY,NEW BEDFORD,,10/2/14,1
1389,667 COTTAGE,NEW BEDFORD,,10/3/14,2
1390,69 FOSTER,NEW BEDFORD,,10/6/14,2
1391,24 JONATHAN,NEW BEDFORD,,10/7/14,1
1392,15 ANTHONY,NEW BEDFORD,,10/8/14,1
1393,270 SHAW,NEW BEDFORD,,10/8/14,1
1394,242 RYAN,NEW BEDFORD,,10/10/14,2
1395,93 BEDFORD,NEW BEDFORD,,10/14/14,1
1396,56-58 LAFAYETTE,NEW BEDFORD,,10/17/14,2
1397,208 ASHLEY,NEW BEDFORD,,10/17/14,1
1398,13 EMERSON,NEW BEDFORD,,10/17/14,1
1399,S-SECOND,NEW BEDFORD,,10/22/14,2
1400,314 HATHAWAY,NEW BEDFORD,,10/28/14,1
1401,528 ASHLEY,NEW BEDFORD,,10/29/14,2
1402,WING,NEW BEDFORD,,10/30/14,2
1403,265 QUERY,NEW BEDFORD,,10/31/14,1
1404,27 CLARENDON,NEW BEDFORD,,10/31/14,2
1405,160 STATE,NEW BEDFORD,,11/3/14,2
1406,46-48 MORGAN,NEW BEDFORD,,11/3/14,1
1407,45 STATE,NEW BEDFORD,,11/5/14,2
1408,887-889 BROCK,NEW BEDFORD,,11/10/14,1
1409,BROCK,NEW BEDFORD,,11/12/14,3
1410,373 BELLEVILLE,NEW BEDFORD,,11/18/14,2
1411,59 FRANCIS,NEW BEDFORD,,11/21/14,1
1412,197 WELD,NEW BEDFORD,,11/21/14,1
1413,41 BRIGGS,NEW BEDFORD,,11/25/14,2
1414,950 RODNEY FRENCH,NEW BEDFORD,,12/2/14,2
1415,1085 JOYCE,NEW BEDFORD,,12/2/14,2
1416,BEDFORD,NEW BEDFORD,AT COTTAGE ST,12/3/14,2
1417,100 CHERRY TREE,NEW BEDFORD,,12/3/14,1
1418,384 ACUSHNET,NEW BEDFORD,,12/4/14,1
1419,13 SPRUCE,NEW BEDFORD,,12/4/14,1
1420,ROCKDALE,NEW BEDFORD,,12/5/14,2
1421,80 DARTMOUTH,NEW BEDFORD,,12/8/14,2
1422,166-168 HADLEY,NEW BEDFORD,,12/9/14,1
1423,286 CEDAR,NEW BEDFORD,,12/9/14,1
1424,29 VALENTINE,NEW BEDFORD,,12/10/14,1
1425,ASHLEY,NEW BEDFORD,,12/10/14,1
1426,354 PLEASANT,NEW BEDFORD,,12/10/14,1
1427,111 PLYMOUTH,NEW BEDFORD,,12/12/14,2
1428,45 DURFEE,NEW BEDFORD,,12/13/14,2
1429,244-246 DAVIS,NEW BEDFORD,,12/15/14,2
