ID,ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE
468,330 MAIN,FAIRHAVEN,,10/14/14,1
469,134 CHESTNUT,FAIRHAVEN,,10/15/14,1
470,110 ADAMS,FAIRHAVEN,,10/20/14,2
471,73 HARDING,FAIRHAVEN,,10/21/14,1
472,26 RIVET,FAIRHAVEN,,10/24/14,2
473,15 ROSEANNE,FAIRHAVEN,,10/28/14,1
474,35 HACKER,FAIRHAVEN,,11/5/14,2
475,14 MANHATTAN,FAIRHAVEN,,11/7/14,2
476,54 ADAMS,FAIRHAVEN,,11/7/14,2
477,67 MILL,FAIRHAVEN,,11/7/14,2
478,59 PLEASANT,FAIRHAVEN,,11/10/14,1
479,CASTLE,FAIRHAVEN,AT NORTH ST,11/19/14,2
480,27 HIGHLAND,FAIRHAVEN,,11/20/14,2
481,4 HARVARD,FAIRHAVEN,,11/20/14,2
482,14 BONNEY,FAIRHAVEN,,11/20/14,2
483,FRANCIS,FAIRHAVEN,,11/20/14,2
484,NANCY,FAIRHAVEN,,11/20/14,2
485,3 CHANEY,FAIRHAVEN,,11/21/14,1
486,36 HARVARD,FAIRHAVEN,,11/25/14,2
487,7 RIVET,FAIRHAVEN,,12/1/14,2
488,20 FAIRHAVEN-COMMONS,FAIRHAVEN,,12/1/14,2
489,43-46 HEDGE,FAIRHAVEN,,12/1/14,2
490,372 MAIN,FAIRHAVEN,,12/2/14,2
491,35 BRIDGE,FAIRHAVEN,,12/3/14,2
492,14 NEWTON,FAIRHAVEN,,12/4/14,2
493,309 ALDEN,FAIRHAVEN,,12/4/14,2
494,289 HUTTLESTON,FAIRHAVEN,,12/5/14,2
495,362 MAIN,FAIRHAVEN,,12/5/14,2
496,6 DUDLEY,FAIRHAVEN,,12/8/14,2
497,55 WILDING,FAIRHAVEN,,12/10/14,2
498,14 LIVESEY,FAIRHAVEN,,12/10/14,2
499,HOWLAND,FAIRHAVEN,AT MAIN ST,12/12/14,2
500,241 MAIN,FAIRHAVEN,,12/17/14,2
501,240 ADAMS,FAIRHAVEN,,12/26/14,3
502,14 RESERVATION,FAIRHAVEN,,12/29/14,2
503,HOLLIS,FRAMINGHAM,AT CHAFLIN ST,1/9/14,1
504,26 BRIARWOOD,FRAMINGHAM,,1/13/14,2
505,51 APPLEDOR,FRAMINGHAM,,1/13/14,1
506,FENWICK,FRAMINGHAM,AT ASHTON LN,1/15/14,2
507,198 LOCKLAND,FRAMINGHAM,,1/17/14,2
508,198 LOCKLAND,FRAMINGHAM,,1/21/14,2
509,CURRIER,FRAMINGHAM,AT LANEWOOD AVE,1/21/14,3
510,198 LOCKLAND,FRAMINGHAM,,1/22/14,2
511,237 UNION,FRAMINGHAM,,1/25/14,1
512,39-41 WOODWARD,FRAMINGHAM,,1/28/14,1
513,56 SECOND,FRAMINGHAM,,1/29/14,2
514,110 ELM,FRAMINGHAM,,1/30/14,1
515,2 NEW-YORK,FRAMINGHAM,,1/31/14,2
516,52 BERRY,FRAMINGHAM,,2/6/14,1
517,WILD-OAK,FRAMINGHAM,,2/6/14,1
518,200 LOCKLAND,FRAMINGHAM,,2/7/14,2
519,108 JEAN,FRAMINGHAM,,2/11/14,2
520,53 CLAFLIN,FRAMINGHAM,,2/16/14,1
521,16 BEAVER-TERRACE,FRAMINGHAM,,2/19/14,1
522,10 NICHOLAS,FRAMINGHAM,,2/25/14,2
523,56 EAMES,FRAMINGHAM,,2/19/14,2
524,58 LINDA,FRAMINGHAM,,2/20/14,2
525,20 ROSE,FRAMINGHAM,,2/24/14,1
526,30 ROSE,FRAMINGHAM,,2/24/14,2
527,25 KNIGHT,FRAMINGHAM,,2/24/14,2
528,6 STILLMAN,FRAMINGHAM,,2/25/14,2
529,325 PLEASANT,FRAMINGHAM,,2/25/14,2
530,327 SINGLETARY,FRAMINGHAM,,3/11/14,2
531,16 GLEASON,FRAMINGHAM,,3/14/14,1
532,CONCORD,FRAMINGHAM,AT PHELPS ST,3/19/14,1
533,30 SHAWMUT,FRAMINGHAM,,3/19/14,1
534,42590,FRAMINGHAM,,3/21/14,2
535,14 CREST,FRAMINGHAM,,3/24/14,2
536,13 ROXANNA,FRAMINGHAM,,3/26/14,1
537,13 GINA,FRAMINGHAM,,4/4/14,1
538,39 BERKELEY,FRAMINGHAM,,4/10/14,2
539,400 COCHITUATE,FRAMINGHAM,,4/14/14,1
540,SECOND,FRAMINGHAM,AT BEAVER TER CIR,4/18/14,2
541,19 DUFFET,FRAMINGHAM,,5/3/14,1
542,28 DUFFET,FRAMINGHAM,,5/7/14,1
543,11 VICTORY,FRAMINGHAM,,5/12/14,2
544,153 FRANKLIN,FRAMINGHAM,,5/12/14,1
545,89 MAYNARD,FRAMINGHAM,,5/15/14,1
546,19 DUFFET,FRAMINGHAM,,5/22/14,1
547,LANEWOOD,FRAMINGHAM,AT ROLLING DR,5/28/14,2
548,CHARLES,FRAMINGHAM,AT HOLLIS ST,5/29/14,2
549,4 BANCROFT,FRAMINGHAM,,6/10/14,1
550,19 LARRABEE,FRAMINGHAM,,6/12/14,1
551,997 WAVERLY,FRAMINGHAM,,6/13/14,1
552,42 GILBERT,FRAMINGHAM,,6/18/14,1
553,107 ROUNDTOP,FRAMINGHAM,,6/23/14,1
554,100 MOUNTAIN,FRAMINGHAM,,6/24/14,1
555,565 POTTER,FRAMINGHAM,,7/11/14,2
556,19 DUFFET,FRAMINGHAM,,7/13/14,1
557,396 OLD-CONNECTICUT,FRAMINGHAM,,7/14/14,2
558,9 CRESTWOOD,FRAMINGHAM,,7/15/14,2
559,329 SINGLETARY,FRAMINGHAM,,7/15/14,1
560,60 ELM,FRAMINGHAM,,7/21/14,1
561,477 EDGELL,FRAMINGHAM,,8/1/14,1
562,198 LOCKLAND,FRAMINGHAM,,8/4/14,2
563,200 LOCKLAND,FRAMINGHAM,,8/4/14,2
564,36 BELVIDERE,FRAMINGHAM,,8/7/14,2
565,51-53 LAWRENCE,FRAMINGHAM,,7/31/14,1
566,28 BRIARWOOD,FRAMINGHAM,,7/31/14,1
567,WINTHROP,FRAMINGHAM,AT MELLEN ST,8/1/14,2
568,WINTER,FRAMINGHAM,AT WAVERLY ST,8/5/14,1
569,19 PRIOR,FRAMINGHAM,,8/6/14,1
570,46 BETHANY,FRAMINGHAM,,8/26/14,1
571,615 CONCORD,FRAMINGHAM,,9/5/14,
572,60 SPEEN,FRAMINGHAM,,9/9/14,
573,1500 WORCESTER,FRAMINGHAM,,9/9/14,
574,43 WOODMERE,FRAMINGHAM,,9/10/14,
575,15 LINDBERGH,FRAMINGHAM,,9/24/14,2
576,15 LINDBERGH,FRAMINGHAM,,9/24/14,2
577,1492 CONCORD,FRAMINGHAM,,9/29/14,1
578,108 FAY,FRAMINGHAM,,10/6/14,2
579,847 CENTRAL,FRAMINGHAM,,10/20/14,1
580,26A-26B A,FRAMINGHAM,,10/28/14,1
581,911 EDGELL,FRAMINGHAM,,10/30/14,1
582,19 DUFFETT,FRAMINGHAM,,11/9/14,1
583,1004-1008 PLEASANT,FRAMINGHAM,,11/21/14,2
584,1004 PLEASANT,FRAMINGHAM,,11/22/14,2
585,14 CREST,FRAMINGHAM,,11/28/14,2
586,110 ROUNDTOP,FRAMINGHAM,,12/1/14,2
587,16 HILLSIDE,FRAMINGHAM,,12/3/14,1
588,42624 MORTON,FRAMINGHAM,,12/5/14,2
589,CLAUDETTE,FRAMINGHAM,AT LYMAN RD,12/8/14,2
590,35 NEWTON,FRAMINGHAM,,12/11/14,2
591,74-76 NEW YORK,FRAMINGHAM,,12/12/14,1
592,79 BEACON,FRAMINGHAM,,12/17/14,2
593,1 FRANCINE,FRAMINGHAM,,12/17/14,2
594,33 GLEASON,FRAMINGHAM,,12/22/14,2
595,37 LYMAN,FRAMINGHAM,,12/22/14,2
596,98 LAWRENCE,FRAMINGHAM,,12/23/14,2
597,10 CRESTWOOD,FRAMINGHAM,,12/23/14,2
598,907 PLEASANT,FRAMINGHAM,,12/26/14,2
599,57 BETHANY,FRAMINGHAM,,12/26/14,2
600,138 TARALLI,FRAMINGHAM,,12/29/14,2
601,LINCOLN,FRAMINGHAM,,12/29/14,2
602,20 SECOND,FRAMINGHAM,,12/29/14,2
603,573 PLEASANT,FRAMINGHAM,,12/30/14,2
604,1062 GROVE,FRAMINGHAM,,12/30/14,1
605,7 N-MAIN,GRAFTON,,1/10/14,1
606,HOLLYWOOD,GRAFTON,AT BEVERLY RD,1/10/14,2
607,42374 WOODBRIDGE,GRAFTON,,1/13/14,1
608,35 GRAFTN-COMN,GRAFTON,,1/16/14,2
609,35 GRAFTN-COMN,GRAFTON,,2/3/14,2
610,JANET,GRAFTON,AT DORIS,3/7/14,1
611,DORIS,GRAFTON,AT MARYANN DR,3/14/14,1
612,2 MILL,GRAFTON,,3/24/14,2
613,33 SOUTH,GRAFTON,,5/2/14,1
614,52 ELMWOOD,GRAFTON,,5/14/14,2
615,19 BAY-FARM,GRAFTON,,7/19/14,1
616,9 SUNRISE,GRAFTON,,7/29/14,2
617,85 PROVIDENCE,GRAFTON,,8/6/14,2
618,27-33 BUTTERCUP,GRAFTON,,9/15/14,2
619,79 ELMWOOD,GRAFTON,,11/10/14,2
620,33 GORDON,GRAFTON,,11/24/14,2
621,160 RESERVOIR,HOLDEN,,9/11/14,
622,10 WOODRIDGE,HOLDEN,,12/4/14,2
623,71 TRACY-LYN,HOLLISTON,,1/5/14,2
624,12 METCALF,HOLLISTON,,1/6/14,2
625,WASHINGTON,HOLLISTON,,1/28/14,2
626,1605 WASHINGTON,HOLLISTON,,1/28/14,2
627,286 WASHINGTON,HOLLISTON,,2/4/14,2
628,286 WASHINGTON,HOLLISTON,,2/5/14,2
629,16 PINECREST,HOLLISTON,,2/7/14,2
630,730 NORFOLK,HOLLISTON,,2/7/14,2
631,16 BRADFORD-JAY,HOLLISTON,,2/10/14,2
632,WASHINGTON,HOLLISTON,AT POPE,2/12/14,2
633,WASHINGTON,HOLLISTON,,2/12/14,2
634,83 MOHAWK,HOLLISTON,,2/18/14,1
635,CHESTNUT,HOLLISTON,AT WASHINGTON ST,2/24/14,2
636,66 WILKINS,HOLLISTON,,2/25/14,2
637,35 PAUL,HOLLISTON,,3/17/14,2
638,56 MORTON,HOLLISTON,,3/18/14,2
639,48 PINECREST,HOLLISTON,,3/21/14,2
640,OAKRIDGE,HOLLISTON,AT BIRCHWOOD RD,3/24/14,2
641,17 OAKRIDGE,HOLLISTON,,3/25/14,2
642,10 COLONIAL,HOLLISTON,,6/10/14,1
643,42560 PINECREST,HOLLISTON,,6/19/14,2
644,11 INDIAN,HOLLISTON,,8/6/14,1
645,310 HIGH,HOLLISTON,,8/5/14,2
646,49 PINECREST,HOLLISTON,,8/26/14,2
647,127 MOHAWK,HOLLISTON,,9/16/14,2
648,TURNER,HOLLISTON,,9/18/14,2
649,729 CENTRAL,HOLLISTON,,9/25/14,2
650,29 CONCORD,HOLLISTON,,10/28/14,2
651,149 HOLLY,HOLLISTON,,10/28/14,1
652,29 CONCORD,HOLLISTON,,10/28/14,1
653,65 BRADFORD JAY,HOLLISTON,,12/12/14,1
654,1212 WASHINGTON,HOLLISTON,,12/18/14,2
655,49 PINECREST,HOLLISTON,,12/18/14,2
656,37 ADIN,HOPEDALE,,1/15/14,1
657,42433 LAKE,HOPEDALE,,3/27/14,1
658,93 DUTCHER,HOPEDALE,,4/14/14,1
659,107 HOPEDALE,HOPEDALE,,9/14/14,
660,FREEDOM,HOPEDALE,,12/12/14,1
661,WOOD,HOPKINTON,AT WHISPER WAY,1/29/14,2
662,EASTVIEW,HOPKINTON,,5/2/14,1
663,353 WOOD,HOPKINTON,,5/30/14,2
664,200 WOOD,HOPKINTON,,6/4/14,2
665,13 THAYER-HTS,HOPKINTON,,6/4/14,2
666,13 THAYER-HTS,HOPKINTON,,6/4/14,2
667,CEDAR,HOPKINTON,AT ALKEN ST,6/24/14,1
668,34 CONNELLY-HILL,HOPKINTON,,7/25/14,1
669,333 WOOD,HOPKINTON,,10/8/14,2
670,319 WOOD,HOPKINTON,,10/8/14,2
671,15 FROSTPANE,HOPKINTON,,10/14/14,1
672,171 SOUTH,HOPKINTON,,10/31/14,1
673,42594 TREVOR,HOPKINTON,,11/5/14,2
674,129 WOOD,HOPKINTON,,12/4/14,2
675,WOOD,HOPKINTON,,12/4/14,2
676,42529 RYEGRASS,HOPKINTON,,12/18/14,1
677,28 CEDAR,HOPKINTON,,12/20/14,2
678,158 HAYDEN ROWE,HOPKINTON,,12/29/14,2
679,12 FLORENCE,HUDSON,,1/11/14,1
680,40-46 MICHIGAN,HUDSON,,1/18/14,1
681,40-46 MICHIGAN,HUDSON,,1/21/14,2
682,322 CENTRAL,HUDSON,,1/21/14,1
683,11R LINCOLN,HUDSON,,1/28/14,1
684,11R SCHOOL,HUDSON,,1/29/14,2
685,CAUSEWAY,HUDSON,,1/30/14,2
686,23 CHAMPLAIN,HUDSON,,2/10/14,2
687,17 HURON,HUDSON,,2/25/14,2
688,49 ONTARIO,HUDSON,,2/24/14,1
689,ONTARIO,HUDSON,AT SARATOGA DR,2/24/14,1
690,6 NIXON,HUDSON,,2/24/14,1
691,14 HOUGHTON,HUDSON,,3/6/14,1
692,11 CAYUGA,HUDSON,,3/24/14,2
693,11 RICHARDSON,HUDSON,,3/26/14,2
694,12 RICHARDSON,HUDSON,,3/27/14,2
695,12 CAYUGA,HUDSON,,4/2/14,2
696,106 RIVER,HUDSON,,4/7/14,1
697,26 STRATTON,HUDSON,,4/9/14,2
698,5 PARMENTER,HUDSON,,4/16/14,1
699,560 MAIN,HUDSON,,5/5/14,1
700,66 OLD-BOLTON,HUDSON,,5/7/14,1
701,310 COX,HUDSON,,5/12/14,1
702,12 BARRETTS,HUDSON,,6/2/14,1
703,1 WALCOTT,HUDSON,,7/27/14,2
704,46-48 COTTAGE,HUDSON,,7/30/14,1
705,49 MAIN,HUDSON,,8/2/14,1
706,460-462 MAIN,HUDSON,,8/7/14,2
707,31 BROOK,HUDSON,,8/6/14,2
708,FOREST,HUDSON,AT WILKINS ST,8/25/14,2
709,59 OLD-BOLTON,HUDSON,,9/16/14,1
710,38 STEVENS,HUDSON,,9/17/14,1
711,77 FORT-MEADOW,HUDSON,,9/25/14,2
712,59 OLD-BOLTON,HUDSON,,10/6/14,2
713,42624 DOVER,HUDSON,,10/9/14,2
714,19 ONTARIO,HUDSON,,10/9/14,2
715,11 RIVERVIEW,HUDSON,,10/13/14,1
716,36 STEVENS,HUDSON,,10/14/14,1
717,6 RICE,HUDSON,,11/5/14,1
718,98 CENTRAL,HUDSON,,11/15/14,2
719,9 DOVER,HUDSON,,11/23/14,1
720,1 SANTOS,HUDSON,,12/3/14,1
721,HIGHLAND PARK,HUDSON,,12/3/14,1
722,RIVER,HUDSON,AT FOUR BRIDGES RD,12/27/14,2
723,107 WILLIAM,HYDE PARK,,1/9/14,2
724,94 ARLINGTON,HYDE PARK,,1/16/14,2
725,59-61 BEECHMONT,HYDE PARK,,1/17/14,3
726,59-61 BEECHMONT,HYDE PARK,,1/17/14,2
727,2 MEADOWVIEW,HYDE PARK,,1/18/14,1
728,31 COMO,HYDE PARK,,1/20/14,1
729,37 READVILLE,HYDE PARK,,1/27/14,2
730,18 HALSEY,HYDE PARK,,1/28/14,1
731,READVILLE,HYDE PARK,AT NEPONSET CALLEY PKY,1/30/14,2
732,118 HIGHLAND,HYDE PARK,,1/30/14,1
733,31 WILLIAM,HYDE PARK,,2/4/14,2
734,96 WILLOW,HYDE PARK,,2/6/14,2
735,53 BEACON,HYDE PARK,,2/10/14,1
736,21 BUCKINGHAM,HYDE PARK,,2/11/14,1
737,1284 HYDE-PARK,HYDE PARK,,2/23/14,1
738,24-26 SILVIA,HYDE PARK,,2/25/14,2
739,6 MAPLE,HYDE PARK,,2/17/14,1
740,19 PERKINS,HYDE PARK,,2/19/14,1
741,42 CLEVELAND,HYDE PARK,,2/21/14,1
742,42560 ROXANNA,HYDE PARK,,2/24/14,2
743,56 W-MILTON,HYDE PARK,,2/24/14,2
744,131 READVILLE,HYDE PARK,,2/25/14,2
745,228 NEPONSET-VLY,HYDE PARK,,3/14/14,1
746,20 HILLIS,HYDE PARK,,3/14/14,1
747,83 WOOD,HYDE PARK,,3/19/14,1
748,24 RIVERSIDE,HYDE PARK,,3/20/14,2
749,58 DANA,HYDE PARK,,3/27/14,2
750,225 MARGARETTA,HYDE PARK,,3/31/14,1
751,22-24 RALDNE,HYDE PARK,,4/11/14,2
752,22-24 RALDNE,HYDE PARK,,4/16/14,2
753,46-48 RALDNE,HYDE PARK,,4/22/14,2
754,1285 HYDE-PARK,HYDE PARK,,4/22/14,1
755,26 GEORGETOWN,HYDE PARK,,4/25/14,1
756,26 GEORGETOWN,HYDE PARK,,4/25/14,1
757,36 CHITTICK,HYDE PARK,,5/2/14,2
758,W-MILTON,HYDE PARK,AT PINE AVE,5/5/14,2
759,77 W-MILTON,HYDE PARK,,5/5/14,2
760,63 HALLRON,HYDE PARK,,5/12/14,2
761,20 MYOPIA,HYDE PARK,,5/12/14,2
762,39 NORTON,HYDE PARK,,5/14/14,1
763,76 CROWN-POINT,HYDE PARK,,5/19/14,2
764,59 HALLRON,HYDE PARK,,5/23/14,2
765,HYDE-PARK,HYDE PARK,,5/27/14,2
766,5 BRADLEE,HYDE PARK,,5/28/14,2
767,50-52 GEORGETOWN,HYDE PARK,,6/9/14,1
768,115-117 CLARE,HYDE PARK,,6/20/14,2
769,464 METROPOLITAN,HYDE PARK,,6/25/14,2
770,871 HYDE-PARK,HYDE PARK,,7/8/14,2
771,85 READVILLE,HYDE PARK,,7/11/14,2
772,544 METROPOLITAN,HYDE PARK,,7/17/14,1
773,15-17 RALDNE,HYDE PARK,,7/21/14,1
774,114 CLARE,HYDE PARK,,7/25/14,2
775,6 CORCORAN,HYDE PARK,,7/26/14,1
776,40 COMO,HYDE PARK,,8/1/14,2
777,87 LEWISTON,HYDE PARK,,8/5/14,2
778,LODGEHILL,HYDE PARK,AT MAGEE ST,8/7/14,2
779,201 WOOD,HYDE PARK,,8/1/14,1
780,20 LODGEHILL,HYDE PARK,,8/5/14,2
781,MAGEE,HYDE PARK,AT LODGE HILL RD,8/5/14,1
782,762 HYDE-PARK,HYDE PARK,,8/6/14,2
783,11 AVILA,HYDE PARK,,8/6/14,1
784,55 ANAFRAN,HYDE PARK,,8/26/14,1
785,44 CHESTERFIELD,HYDE PARK,,8/27/14,2
786,42560 LODGEHILL,HYDE PARK,,9/2/14,2
787,46 MONPONSET,HYDE PARK,,9/5/14,
788,46 MONPONSET,HYDE PARK,,9/5/14,
789,GREENBROOK,HYDE PARK,,9/16/14,2
790,96 GORDON,HYDE PARK,,9/17/14,2
791,44 CHESTERFIELD,HYDE PARK,,9/19/14,2
792,42560 ROXANNA,HYDE PARK,,9/23/14,2
793,83 ANNAFRAN,HYDE PARK,,10/6/14,2
794,88 ANAFRAN,HYDE PARK,,10/9/14,2
795,51 COMO,HYDE PARK,,10/28/14,2
796,75 ANNAFRAN,HYDE PARK,,10/30/14,2
797,89 READVILLE,HYDE PARK,,10/31/14,1
798,22 GEORGE,HYDE PARK,,11/7/14,2
799,28 GEORGE,HYDE PARK,,11/7/14,2
800,107 CHESTERFIELD,HYDE PARK,,11/14/14,2
801,55 WESTMINSTER,HYDE PARK,,11/15/14,1
802,61 THOMPSON,HYDE PARK,,11/19/14,2
803,19 HALSEY,HYDE PARK,,11/25/14,3
804,25 TAUNTON,HYDE PARK,,11/28/14,2
805,18-20 RALDNE,HYDE PARK,,12/4/14,2
806,MAIDA,HYDE PARK,AT RIVER ST,12/8/14,2
807,51 LINCOLN,HYDE PARK,,12/8/14,2
808,36 CLIFFORD,HYDE PARK,,12/8/14,1
809,48 CHESTERFIELD,HYDE PARK,,12/11/14,2
810,51 CHESTERFIELD,HYDE PARK,,12/11/14,2
811,28 BRADLEE,HYDE PARK,,12/12/14,2
812,50 COMO,HYDE PARK,,12/12/14,2
813,28 BRADLEE,HYDE PARK,,12/12/14,2
814,78-80 ARLINGTON,HYDE PARK,,12/15/14,2
815,15 MACDONALD,HYDE PARK,,12/15/14,2
816,1457 HYDE PARK,HYDE PARK,,12/16/14,2
817,1457 HYDE PARK,HYDE PARK,,12/16/14,1
818,24 PLEASANT,HYDE PARK,,12/19/14,
819,108 ARLINGTON,HYDE PARK,,12/20/14,2
820,189 WOOD,HYDE PARK,,12/20/14,2
821,120 ARLINGTON,HYDE PARK,,12/22/14,2
822,TRUMAN,HYDE PARK,AT WAKEFIELD AVE,12/22/14,2
823,25 FRIENDSHIP,HYDE PARK,,12/22/14,2
824,GEORGETOWN,HYDE PARK,AT DEDHAM PARKWAY,12/23/14,2
825,19-21 SUNCREST,HYDE PARK,,12/23/14,2
826,730 TRUMAN,HYDE PARK,,12/28/14,2
827,11 SUNNYSIDE,HYDE PARK,,12/30/14,2
828,7 OSCEOLA,HYDE PARK,,12/30/14,2
829,4 PINE,KINGSTON,,2/19/14,1
830,55 SUMMER,KINGSTON,,3/20/14,2
831,42 ELM,KINGSTON,,4/24/14,1
832,4 BAY,KINGSTON,,8/4/14,2
833,95-97 SUMMER,KINGSTON,,9/2/14,2
834,178 SUMMER,KINGSTON,,11/13/14,1
835,16 PROSPECT,KINGSTON,,12/30/14,2
836,31 MAIN,MARION,,3/27/14,1
837,9 SCHOOL,MARION,,3/30/14,1
838,8 PIE,MARION,,5/6/14,2
839,48 SOUTH,MARION,,5/15/14,1
840,48 SOUTH,MARION,,5/16/14,1
841,48 SOUTH,MARION,,5/16/14,1
842,345 FRONT,MARION,,7/21/14,2
843,71 LEWIS,MARION,,8/4/14,2
844,75 WATER,MARION,,11/14/14,2
845,283 FRONT,MARION,,12/16/14,2
846,80 MAIN,MARION,,12/26/14,2
847,LEWIS,MARION,,12/29/14,2
848,92 DARTMOUTH,MARLBORO,,1/8/14,1
849,CHURCH,MARLBORO,AT SHAWMUT AVE,1/9/14,2
850,48 E-MAIN,MARLBORO,,1/13/14,1
851,MACINTOSH,MARLBORO,AT STEVEN ST,1/15/14,2
852,187 SOUTH,MARLBORO,,2/1/14,1
853,5 LIBBY,MARLBORO,,2/4/14,1
854,279 ELM,MARLBORO,,2/6/14,2
855,671 BRIGHAM,MARLBORO,,2/14/14,1
856,118 CONRAD,MARLBORO,,2/24/14,2
857,50 HELEN,MARLBORO,,2/21/14,2
858,77 WASHINGTON,MARLBORO,,2/24/14,2
859,150 LEOLEIS,MARLBORO,,2/26/14,2
860,499 BRIGHAM,MARLBORO,,3/11/14,1
861,17 DALTON,MARLBORO,,3/12/14,1
862,120 CHESTNUT,MARLBORO,,3/13/14,1
863,MAPLE,MARLBORO,,3/17/14,2
864,139 PLEASANT,MARLBORO,,3/19/14,2
865,117 MELODY,MARLBORO,,3/28/14,1
866,280 ELM,MARLBORO,,3/30/14,1
867,BOLTON,MARLBORO,,4/4/14,2
868,45 LAKESIDE,MARLBORO,,5/5/14,2
869,77 CHESTNUT,MARLBORO,,5/5/14,2
870,170 MORRISSEY,MARLBORO,,5/8/14,2
871,38 FAIRMOUNT,MARLBORO,,5/27/14,1
872,676 STEVENS,MARLBORO,,5/28/14,2
873,21 BRIMSMEAD,MARLBORO,,5/29/14,2
874,22 BRIMSMEAD,MARLBORO,,6/2/14,2
875,28 DAVIS,MARLBORO,,6/6/14,2
876,28 DAVIS,MARLBORO,,6/7/14,1
877,64A CHURCH,MARLBORO,,6/11/14,1
878,351 ELM,MARLBORO,,6/20/14,1
879,359 ELM,MARLBORO,,6/20/14,1
880,498 HOSMER,MARLBORO,,6/23/14,1
881,249 CEDAR-HILL,MARLBORO,,6/30/14,1
882,18 BRIMSMEAD,MARLBORO,,7/11/14,1
883,351 ELM,MARLBORO,,7/14/14,2
884,359 ELM,MARLBORO,,7/14/14,2
885,125 FRAMINGHAM,MARLBORO,,7/14/14,1
886,MCENNELLY,MARLBORO,AT WASHINGTON ST,7/21/14,2
887,TURNER-RIDGE,MARLBORO,,7/21/14,1
888,273 W-MAIN,MARLBORO,,7/21/14,1
889,23-24 ROYAL-CREST,MARLBORO,,8/2/14,1
890,20 SAWIN,MARLBORO,,8/1/14,2
891,18 CHURCH,MARLBORO,,8/2/14,1
892,28 HURLEY,MARLBORO,,8/5/14,2
893,607 SUDBURY,MARLBORO,,8/22/14,1
894,322 CHURCH,MARLBORO,,8/25/14,1
895,13 BERGERON,MARLBORO,,8/26/14,1
896,618 SUDBURY,MARLBORO,,8/27/14,1
897,210 CHURCH,MARLBORO,,8/28/14,1
898,261 CHURCH,MARLBORO,,9/12/14,
899,201 CHURCH,MARLBORO,,9/24/14,1
900,45 RIPLEY,MARLBORO,,10/7/14,2
901,BRIGHAM,MARLBORO,AT ELM,10/8/14,2
902,12 TURNER RIDGE,MARLBORO,,10/12/14,1
903,293 WEST BOSTON POST,MARLBORO,,10/18/14,1
904,62 CHURCH,MARLBORO,,10/18/14,1
905,225 ELM,MARLBORO,,10/21/14,2
906,40 FITZGERALD,MARLBORO,,11/5/14,2
907,330 EAST BOSTON POST,MARLBORO,,11/10/14,2
908,313 WEST BOSTON POST,MARLBORO,,11/10/14,1
909,498 HOSMER,MARLBORO,,11/13/14,1
910,90 HIGHLAND,MARLBORO,,11/13/14,2
911,120 CONCORD,MARLBORO,,11/13/14,1
912,2302 PARK VIEW,MARLBORO,,11/25/14,1
913,26-36 BERLIN,MARLBORO,,12/1/14,2
914,65 BRIMSMEAD,MARLBORO,,12/7/14,2
915,205 CHURCH,MARLBORO,,12/11/14,2
916,100 GRACE,MARLBORO,,12/13/14,2
917,46 HOSMER,MARLBORO,,12/13/14,2
918,22 CLOVER HILL,MARLBORO,,12/17/14,2
919,56 FARMINGTON,MARLBORO,,12/20/14,2
920,40 FITZGERALD,MARLBORO,,12/21/14,2
921,98 SANDINI,MARLBORO,,12/31/14,2
922,SANDINI,MARLBORO,AT TELLER ST,12/31/14,2
923,TAUNTON,MATTAPAN,AT 61 ROSEBERRY RD,7/29/14,2
924,41 SUNCREST,MATTAPAN,,12/5/14,2
925,118 BLAKE,MATTAPAN,,12/5/14,2
926,12 RIVER,MATTAPOISETT,,2/12/14,2
927,8 WINNATUXETT,MATTAPOISETT,,2/25/14,2
928,3 WATER,MATTAPOISETT,,3/7/14,1
929,12 LEBARON,MATTAPOISETT,,3/18/14,2
930,AUCOOT,MATTAPOISETT,AT BOWMAN RD,4/8/14,2
931,77 NORTH,MATTAPOISETT,,4/30/14,1
932,AUCOOT,MATTAPOISETT,AT BOWMAN ST,5/27/14,2
933,8 MAIN,MATTAPOISETT,,6/4/14,1
934,23 NORTH,MATTAPOISETT,,10/19/14,1
935,30 WATER,MATTAPOISETT,,10/20/14,2
936,39 RIVER,MATTAPOISETT,,10/28/14,2
937,16 RESERVATION,MATTAPOISETT,,10/28/14,1
938,5 SHAW,MATTAPOISETT,,10/29/14,2
939,44 FAIRHAVEN,MATTAPOISETT,,11/21/14,2
940,27-29 ARTHUR,MAYNARD,,2/20/14,1
941,10 MCKINLEY,MAYNARD,,2/24/14,1
942,11 MCKINLEY,MAYNARD,,4/4/14,2
943,14 DOUGLAS,MAYNARD,,4/9/14,2
944,DOUGLAS,MAYNARD,AT GARFIELD ST,4/10/14,1
945,25 DOUGLAS,MAYNARD,,4/30/14,2
946,10 FOWLER,MAYNARD,,5/20/14,1
947,149 MAIN,MAYNARD,,6/18/14,1
948,DOUGLAS,MAYNARD,AT GARFIELD ST,8/5/14,2
949,17 NASON,MAYNARD,,8/5/14,2
950,100 SUMMER,MAYNARD,,8/5/14,2
951,100 SUMMER,MAYNARD,,8/5/14,2
952,42509 RIVER,MAYNARD,,10/24/14,1
953,19 GEORGE,MAYNARD,,10/31/14,1
