ID,ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE,CAUSE
1567957,92 1ST ST ,MED ,BRADBURY AVE ,3/17/14,1, CORROSION
1567961,50 CAMBRIDGE ST ,WNC ,FERNWAY ,4/4/14,2, OTHER
1567969,39 FLINT ST ,SOM ,RUSH ST ,8/7/14,3, CORROSION
1567976,12 DEL LOGAN DR ,SLB ,PINE ST ,3/14/14,2, EQUIPMENT
1567977,234 JAMAICAWAY ,JPL ,CASTLETON ST ,4/14/14,, OTHER
1567987,146 W 8TH ST ,SBO ,E ST ,3/17/14,1, OTHER
1568025,5 ADAMS AVE ,PEA ,MOUNT CARMEL RD ,3/18/14,1, OTHER
1568054,17 RIVER ST ,DAN ,MILL ST ,3/17/14,1, OTHER
1568054,17 RIVER ST ,DAN ,MILL ST ,3/20/14,1, OTHER
1568054,17 RIVER ST ,DAN ,MILL ST ,3/20/14,1, OTHER
1568054,17 RIVER ST ,DAN ,MILL ST ,3/20/14,1, OTHER
1568067,77 WESTCHESTER RD ,JPL ,LILA RD ,3/18/14,1, EQUIPMENT
1568079,607 FELLSWAY ,MED ,MIDDLESEX AVE ,3/19/14,1, CORROSION
1568084,66 HARWOOD ST ,LNN ,WESTERN AVE ,4/14/14,, OTHER
1568088,125 ADAMS AVE ,SAU ,ELMWOOD AVE ,2/23/14,1, NATURAL FORCE
1568097,207 WASHINGTON ST ,LNN ,LLOYD ST ,4/11/14,, OTHER
1568111,143 MARY ST ,ARL ,WILSON AVE ,3/18/14,1, OTHER
1568113,99 WESTERN AVE ,GLO ,CENTENNIAL AVE ,3/17/14,1, OTHER
1568114,58 FOREST AVE ,EVE ,MAIN ST ,3/17/14,1, MATL OR WELD FAILURE
1568114,58 FOREST AVE ,EVE ,MAIN ST ,3/18/14,1, NATURAL FORCE
1568121,1050 HUMPHREY ST ,SWA ,MANTON RD ,4/16/14,2, OTHER
1568165,135 FARRAGUT RD ,SBO ,E 6TH ST ,4/8/14,, OTHER
1568166,16 BELLEVUE RD ,SWA ,CLARKE RD ,4/29/14,2, CORROSION
1568166,16 BELLEVUE RD ,SWA ,CLARKE RD ,4/29/14,2, OTHER
1568173,95 HANOVER ST ,LNN ,WHITTIER ST ,5/19/14,2, OTHER
1568184,774 E 6TH ST ,SBO ,O ST ,4/1/14,2, EQUIPMENT
1568189,39 WRENTHAM ST ,DOR ,BRUCE ST ,3/28/14,2, CORROSION
1568199,7 PINE ST ,BED ,GREAT RD ,5/8/14,2, MATL OR WELD FAILURE
1568203,253 PAYSON RD ,BEL ,ELM ST ,5/2/14,2, CORROSION
1568221,28 EUSTIS ST ,QUI ,RAWSON RD ,3/17/14,1, EQUIPMENT
1568226,1911 MAIN ST ,CON ,EDGEWOOD RD ,3/17/14,1, EQUIPMENT
1568254,185 WASHINGTON ST ,WEL ,WOODLAWN AVE ,8/21/14,2, NATURAL FORCE
1568258,22 HAWTHORNE RD ,WEL ,CUSHING RD ,8/4/14,2, CORROSION
1568283,164 GARFIELD AVE ,CHE ,NORMANDY RD ,3/19/14,1, NATURAL FORCE
1568402,119 SUMMIT AVE ,BRO ,JORDAN RD ,3/18/14,1, CORROSION
1568402,119 SUMMIT AVE ,BRO ,JORDAN RD ,3/18/14,1, OTHER
1568430,10 GAYLORD ST ,DOR ,WASHINGTON ST ,3/18/14,1, MATL OR WELD FAILURE
1568434,58 GREEN ST ,NEW ,GREEN CT ,3/18/14,1, CORROSION
1568434,58 GREEN ST ,NEW ,GREEN CT ,3/18/14,1, OTHER
1568438,35 KNEELAND ST ,BOS ,WHITMORE ST ,3/25/14,1, NATURAL FORCE
1568438,35 KNEELAND ST ,BOS ,WHITMORE ST ,3/25/14,1, OTHER
1568453,24 ISABELLA ST ,BOS ,ARLINGTON ST ,3/20/14,1, EQUIPMENT
1568497,E MAIN ST ,EBR ,MECHANIC ST ,3/18/14,1, CORROSION
1568510,88 FRANKLIN ST ,LNN ,BAKER ST ,3/18/14,1, OTHER
1568748,GALEN ST ,WAT ,MAPLE ST ,3/18/14,1, OTHER
1568748,GALEN ST ,WAT ,MAPLE ST ,3/19/14,1, OTHER
1568941,192 DRESSER ST ,SOU ,ORCHARD ST ,3/19/14,, OTHER
1569055,560 HEALD RD ,CAR ,ACTON ST ,3/18/14,1, EQUIPMENT
1569055,560 HEALD RD ,CAR ,ACTON ST ,3/18/14,1, EQUIPMENT
1569059,11 RAY ST ,PEA ,CHARLES ST ,3/19/14,1, OTHER
1569115,13 ELLIS ST ,ROX ,THORNTON ST ,3/18/14,1, EXCAVATION
1569119,9 SPENCER ST ,LEX ,JOSEPH RD ,3/18/14,1, NATURAL FORCE
1569119,9 SPENCER ST ,LEX ,JOSEPH RD ,3/18/14,1, NATURAL FORCE
1569138,316 MAIN ST ,NHA ,DEACONS FOLLY RD ,4/23/14,2, EQUIPMENT
1569163,273 DORCHESTER ST ,SBO ,REV RICHARD A BURKE ST ,3/20/14,1, OTHER
1569163,273 DORCHESTER ST ,SBO ,REV RICHARD A BURKE ST ,3/20/14,1, OTHER
1569183,9 SACHEM PIKE ,QUI ,SACHEM ST ,3/18/14,1, CORROSION
1569184,121 BOSTON AVE ,MED ,ARLINGTON ST ,3/24/14,1, CORROSION
1569184,121 BOSTON AVE ,MED ,ARLINGTON ST ,4/2/14,1, CORROSION
1569191,20 LAPHAM ST ,MED ,RIVERSIDE AVE ,3/18/14,1, CORROSION
1569204,37 LAKE RD ,WAY ,LAKE ROAD TER ,3/18/14,1, EQUIPMENT
1569211,14 BRANCHFIELD ST ,DOR ,MEDWAY ST ,3/19/14,1, NATURAL FORCE
1569230,120 SHORE DR ,DEN ,LUNETTE LN ,3/18/14,1, EXCAVATION
1569296,92 TREMONT ST ,PEA ,HARRIS ST ,3/18/14,1, CORROSION
1569303,134 OLD WHARF RD ,DEP ,CAPTAIN CHASE RD ,3/18/14,1, EXCAVATION
1569303,134 OLD WHARF RD ,DEP ,CAPTAIN CHASE RD ,3/18/14,1, EXCAVATION
1569353,412 E 8TH ST ,SBO ,MOUNT WASHINGTON PL ,3/19/14,1, MATL OR WELD FAILURE
1569353,412 E 8TH ST ,SBO ,MOUNT WASHINGTON PL ,3/21/14,1, OTHER
1569353,412 E 8TH ST ,SBO ,MOUNT WASHINGTON PL ,3/24/14,1, OTHER
1569353,412 E 8TH ST ,SBO ,MOUNT WASHINGTON PL ,3/24/14,1, OTHER
1569353,412 E 8TH ST ,SBO ,MOUNT WASHINGTON PL ,3/24/14,1, OTHER
1569353,412 E 8TH ST ,SBO ,MOUNT WASHINGTON PL ,3/24/14,1, OTHER
1569393,32 GREENWAY RD ,SAL ,COTTAGE ST ,3/18/14,1, CORROSION
1569403,19 OAKLAND AVE ,EVE ,BROADWAY ,3/19/14,1, CORROSION
1569449,16 COLUMBIA ST ,WEL ,WASHINGTON ST ,3/18/14,1, EQUIPMENT
1569522,82 FOREST ST ,HYA ,5TH AVE ,3/18/14,1, EQUIPMENT
1569526,308 MARLBOROUGH ST ,BOS ,GLOUCESTER ST ,3/19/14,1, CORROSION
1569548,52 MIDDLESEX AVE ,SWA ,BERKSHIRE ST ,3/19/14,1, MATL OR WELD FAILURE
1569727,294 HARVARD ST ,BRO ,GREEN ST ,3/25/14,2, OTHER
1569727,294 HARVARD ST ,BRO ,GREEN ST ,3/25/14,2, OTHER
1569727,294 HARVARD ST ,BRO ,GREEN ST ,4/1/14,2, OTHER
1569727,294 HARVARD ST ,BRO ,GREEN ST ,4/2/14,2, OTHER
1569727,294 HARVARD ST ,BRO ,GREEN ST ,4/9/14,2, OTHER
1569727,294 HARVARD ST ,BRO ,GREEN ST ,4/9/14,2, OTHER
1570055,600 ROGERS ST ,LOW ,PARKVIEW AVE ,3/19/14,1, CORROSION
1570107,6 ELDORA ST ,ROX ,HILLSIDE ST ,4/1/14,1, OTHER
1570172,16 READING HILL AVE ,MEL ,FAIRVIEW AVE ,3/19/14,1, CORROSION
1570194,20 MOUNT JOY DRIVE EXT ,TEW ,MOUNT JOY DR ,3/26/14,3, EQUIPMENT
1570198,422 MERIDIAN ST ,EBO ,MARION ST ,3/19/14,1, CORROSION
1570217,1000 MAIN ST ,MAL ,FAIRLAWN ST ,3/19/14,1, EQUIPMENT
1570225,2 ARDLEY PL ,WNC ,ARDLEY RD ,4/3/14,2, CORROSION
1570241,609 ADAMS ST ,DOR ,WESTGLOW ST ,3/19/14,1, OTHER
1570255,30 MILLBROOK DR ,ROC ,BIRCH BOTTOM CIR ,4/14/14,2, MATL OR WELD FAILURE
1570271,MASS AVE ,ARL ,BROADWAY ,3/20/14,1, OTHER
1570284,11 LIBERTY ST ,WEY ,ERICA LN ,3/27/14,2, CORROSION
1570324,119 CASTLE RD ,NAH ,WENDELL ROAD EXT ,3/19/14,1, CORROSION
1570391,10 COVENTRY LN ,WOB ,BURLINGTON ST ,3/19/14,1, EQUIPMENT
1570419,113 LAUREL ST ,MEL ,6TH ST ,3/20/14,1, EXCAVATION
1570420,97 1ST ST ,MED ,BRADBURY AVE ,4/7/14,2, OTHER
1570559,4 INTERVALE ST ,QUI ,BROOK RD ,3/20/14,1, NATURAL FORCE
1570566,238 WARREN ST ,ROX ,DUNREATH ST ,3/21/14,1, OTHER
1570567,82 GERARD ST ,ROX ,ALLERTON ST ,3/20/14,1, OTHER
1570818,63 STEWART ST ,QUI ,GRAHAM TER ,3/20/14,1, OTHER
1571119,SHAWMUT ST ,CHE ,CONGRESS AVE ,3/21/14,2, OTHER
1571119,SHAWMUT ST ,CHE ,CONGRESS AVE ,3/21/14,2, OTHER
1571151,493 CUMMINS HWY ,ROS ,PLEASANTVIEW ST ,3/20/14,2, OTHER
1571155,818 WORCESTER TPKE ,WEL ,MARTIN RD ,3/24/14,1, NATURAL FORCE
1571237,441 MAIN ST ,MEL ,LARRABEE PL ,3/20/14,1, OTHER
1571254,28 MERRIFIELD AVE ,WAT ,BIGELOW AVE ,3/20/14,1, NATURAL FORCE
1571255,204 NORTH ST ,STO ,CROSBY ST ,3/20/14,1, EQUIPMENT
1571256,249 BLUE HILL AVE ,DOR ,MAYWOOD ST ,3/20/14,1, OTHER
1571275,500 WORCESTER TPKE ,WEL ,KIMLO RD ,3/22/14,1, OTHER
1571276,116 CHURCH ST ,NEW ,ELDREDGE ST ,3/21/14,1, NATURAL FORCE
1571283,266 GOVERNORS AVE ,MED ,SHERWOOD RD ,3/25/14,, NATURAL FORCE
1571294,5 NICHOLSON ST ,LNN ,HARMON ST ,3/20/14,1, OTHER
1571301,12 TOLMAN ST ,SHI ,WHITELEY ST ,3/20/14,1, EQUIPMENT
1571301,12 TOLMAN ST ,SHI ,WHITELEY ST ,3/20/14,1, EQUIPMENT
1571308,ALLERTON ST ,ROX ,CHESTERTON ST ,3/20/14,1, EQUIPMENT
1571342,38 ENFIELD RD ,WNT ,INGLESIDE AVE ,3/19/14,, NATURAL FORCE
1571376,4 MOSES RD ,SIB ,OCEANVIEW AVE ,3/20/14,1, EQUIPMENT
1571389,34 LAKEHURST AVE ,WEY ,WASHINGTON ST ,3/20/14,1, CORROSION
1571402,52 HIGHCREST TER ,ROS ,HIGHCREST RD ,3/25/14,1, CORROSION
1571422,22 CHAPEL ST ,GLO ,DAVIS ST ,3/24/14,2, OTHER
1571422,22 CHAPEL ST ,GLO ,DAVIS ST ,3/26/14,2, OTHER
1571422,22 CHAPEL ST ,GLO ,DAVIS ST ,3/26/14,2, OTHER
1571423,15 COURT SQ ,BOS ,PI ALY ,3/20/14,1, OTHER
1571437,20 CHAPEL ST ,GLO ,HIGHLAND PL ,3/24/14,2, MATL OR WELD FAILURE
1571437,20 CHAPEL ST ,GLO ,HIGHLAND PL ,3/24/14,2, OTHER
1571478,26 WILMINGTON RD ,BUR ,CHESTNUT AVE ,3/20/14,1, NATURAL FORCE
1571485,32 FRANCIS ST ,REV ,HOPKINS ST ,3/20/14,1, CORROSION
1571495,DIX ST ,WNC ,GLENGARRY RD ,3/20/14,2, OTHER
1571502,264 S CENTRAL AVE ,QUI ,LINCOLN AVE ,3/20/14,1, CORROSION
1571608,99 SUNSET LN ,BAR ,1ST WAY ,3/20/14,1, EQUIPMENT
1571675,12 JENKINS ST ,SBO ,DORCHESTER ST ,3/20/14,1, NATURAL FORCE
1571784,113 EUCLID AVE ,LNN ,LAKEVIEW AVE ,3/21/14,1, CORROSION
1571791,11 HILLTOP RD ,WES ,PIGEON HILL RD ,3/21/14,1, CORROSION
1571791,11 HILLTOP RD ,WES ,PIGEON HILL RD ,3/21/14,1, CORROSION
1572254,912 BEDFORD ST ,WHI ,FOREST ST ,4/7/14,2, CORROSION
1572267,270 HANCOCK ST ,QUI ,HUNT ST ,4/9/14,2, OTHER
1572277,480 SOUTHERN AR ,QUI ,FIELD ST ,4/28/14,2, OTHER
1572281,169 HAWTHORNE RD ,BRA ,WHITE RD ,3/28/14,, CORROSION
1572288,108 CENTRAL AVE ,HUL ,O ST ,5/20/14,, CORROSION
1572340,3082 WASHINGTON ST ,JPL ,ATHERTON ST ,3/22/14,1, OTHER
1572356,18 COLLINS STCT ,LNN ,LOGAN ST ,3/21/14,1, CORROSION
1572393,43 WAVERLY ST ,BRO ,CYPRESS ST ,3/21/14,1, EQUIPMENT
1572407,473 CENTRAL ST ,SAU ,CENTRAL PL ,5/2/14,2, OTHER
1572429,2855 WASHINGTON ST ,ROX ,BRINTON ST ,3/22/14,1, OTHER
1572436,60 DERBY ST ,SAL ,ENGLISH ST ,5/2/14,2, OTHER
1572440,22 BRATLEY ST ,MEL ,LEBANON ST ,3/21/14,1, OTHER
1572471,48 HARBOR RD ,HAP ,MILL RD ,3/21/14,1, CORROSION
1572515,39 CENTRAL ST ,BEV ,LOTHROP ST ,3/26/14,2, OTHER
1572515,39 CENTRAL ST ,BEV ,LOTHROP ST ,3/26/14,2, OTHER
1572515,39 CENTRAL ST ,BEV ,LOTHROP ST ,3/26/14,2, OTHER
1572543,72 ROGERS AVE ,LNN ,LAWTON AVE ,3/21/14,1, OTHER
1572648,137 BLUE HILL AVE ,ROX ,WAVERLY ST ,3/22/14,1, OTHER
1572648,137 BLUE HILL AVE ,ROX ,WAVERLY ST ,3/22/14,1, OTHER
1572648,137 BLUE HILL AVE ,ROX ,WAVERLY ST ,3/22/14,1, OTHER
1572703,159 MAPLE ST ,DAN ,MAPLE AVE ,5/14/14,, CORROSION
1572707,3 MOULTON AVE ,SAL ,DEARBORN ST ,7/9/14,2, OTHER
1572726,396 WASHINGTON ST ,NOR ,PHILBRICK ST ,3/21/14,1, CORROSION
1572727,14 RIVER ST ,LNN ,CANAL ST ,6/4/14,, OTHER
1572727,14 RIVER ST ,LNN ,CANAL ST ,6/4/14,, OTHER
1572727,14 RIVER ST ,LNN ,CANAL ST ,6/4/14,, OTHER
1572727,14 RIVER ST ,LNN ,CANAL ST ,6/4/14,, OTHER
1572727,14 RIVER ST ,LNN ,CANAL ST ,6/4/14,, OTHER
1572731,240 NAHANT RD ,NAH ,POND ST ,4/9/14,2, OTHER
1572742,42 SPENCER ST ,LNN ,WOODMAN ST ,4/14/14,2, OTHER
1572770,53 BARNECK RD ,WOH ,GOSNOLD RD ,3/21/14,1, EQUIPMENT
1572780,3 LITTLETON RD ,WFD ,TADMUCK RD ,3/22/14,1, EQUIPMENT
1572780,3 LITTLETON RD ,WFD ,TADMUCK RD ,3/31/14,1, EQUIPMENT
1572904,43 CASTLE ST ,LEO ,LINCOLN TER ,3/22/14,1, EQUIPMENT
1573283,235 ESSEX ST ,HAV ,HIGH ST ,3/22/14,1, OTHER
1573491,55 ROGERS AVE ,LNN ,LAWTON AVE ,3/22/14,1, CORROSION
1573522,25 FULTON SPRING RD ,MED ,FELLSWAY W ,3/22/14,1, NATURAL FORCE
1573551,386 W SQUANTUM ST ,QUI ,CLEMENT TER ,3/22/14,1, CORROSION
1573552,12 TOLMAN ST ,SHI ,WHITELEY ST ,3/22/14,1, EQUIPMENT
1573565,10 WESTGATE DR ,WOB ,PEARL ST ,3/25/14,1, NATURAL FORCE
1573575,90 BELLEVUE AVE ,HAV ,BLAISDELL ST ,3/22/14,1, CORROSION
1573691,24 PATHWOODS AVE ,BUR ,PURITY SPRINGS RD ,3/24/14,1, OTHER
1573866,113 BOSTON AVE ,MED ,TONTINE ST ,3/23/14,1, OTHER
1573873,GENEVA AVE ,DOR ,NORMANDY ST ,3/23/14,1, OTHER
1574607,60 MOFFAT RD ,NEW ,LAWMARISA RD ,3/28/14,1, OTHER
1574607,60 MOFFAT RD ,NEW ,LAWMARISA RD ,3/29/14,1, OTHER
1574750,42 NORRIS RD ,TYN ,KATY LN ,3/23/14,1, EQUIPMENT
1574763,14 BASSE RD ,LNN ,BASSE CIR ,3/23/14,1, EQUIPMENT
1574977,24 WILLIAM FAIRFIELD DR ,WEN ,SPEAKERS LN ,3/24/14,1, MATL OR WELD FAILURE
1575098,150 N WASHINGTON ST ,BOS ,CAUSEWAY ST ,4/14/14,1, OTHER
1575520,100 W DEDHAM ST ,BOS ,IVANHOE ST ,3/24/14,1, OTHER
1575639,97 W SPRINGFIELD ST ,BOS ,SHAWMUT AVE ,3/25/14,1, OTHER
1575639,97 W SPRINGFIELD ST ,BOS ,SHAWMUT AVE ,3/25/14,1, OTHER
1575639,97 W SPRINGFIELD ST ,BOS ,SHAWMUT AVE ,3/25/14,1, OTHER
1575685,OLD WHARF RD ,DEP ,GLENDON RD ,3/24/14,1, EXCAVATION
1575698,79 FENNO ST ,QUI ,ESTABROOK RD ,4/3/14,2, OTHER
1575698,79 FENNO ST ,QUI ,ESTABROOK RD ,4/3/14,2, OTHER
1575698,79 FENNO ST ,QUI ,ESTABROOK RD ,4/3/14,2, OTHER
1575698,79 FENNO ST ,QUI ,ESTABROOK RD ,4/3/14,2, OTHER
1575766,11 SHORT ST ,CHA ,SHORT STCT ,3/24/14,2, OTHER
1575773,156 PORTER ST ,EBO ,LUBEC ST ,4/14/14,, OTHER
1575773,156 PORTER ST ,EBO ,LUBEC ST ,4/14/14,, OTHER
1575773,156 PORTER ST ,EBO ,LUBEC ST ,4/14/14,, OTHER
1575876,90 MOULTON ST ,LNN ,AMORY ST ,3/25/14,1, CORROSION
1575988,19 WHITNEY AVE ,BEV ,GIDDINGS AVE ,3/24/14,1, CORROSION
1576073,12 CHURCH ST ,BEL ,TRAPELO RD ,3/31/14,1, NATURAL FORCE
1576116,204 NORTH RD ,BED ,PINE HILL RD ,3/24/14,1, NATURAL FORCE
1576444,32 NORTHAMPTON ST ,BOS ,FELLOWS ST ,3/25/14,1, OTHER
1576619,650 HARRISON AVE ,BOS ,E DEDHAM ST ,3/25/14,1, OTHER
1576650,28 LAWRENCE ST ,CLI ,STERLING ST ,4/7/14,, CORROSION
1576688,977 MAIN ST ,WAL ,PROSPECT HILL AVE ,3/31/14,1, OTHER
1576720,92 NEW PARK ST ,LNN ,FOREST ST ,3/26/14,1, CORROSION
1576748,50 WARREN AVE ,MIL ,REVERE ST ,3/25/14,1, CORROSION
1576759,15 VICTORIA RD ,QUI ,SHORE AVE ,3/28/14,1, CORROSION
1576884,45 WINSLOW RD ,BEL ,CREELEY RD ,3/25/14,1, CORROSION
1576884,45 WINSLOW RD ,BEL ,CREELEY RD ,3/25/14,1, OTHER
1576915,12 BEAUDRY TER ,LNN ,LAWTON AVE ,3/26/14,1, OTHER
1576915,12 BEAUDRY TER ,LNN ,LAWTON AVE ,3/26/14,1, OTHER
1576982,27 EDWARD ST ,MED ,SANGER ST ,3/25/14,1, NATURAL FORCE
1577026,49 SUMMER ST ,SAU ,SUMMER CT ,3/25/14,1, CORROSION
1577605,191 THACHER ST ,MIL ,WARREN AVE ,4/9/14,3, OTHER
1577605,191 THACHER ST ,MIL ,WARREN AVE ,4/9/14,3, OTHER
1577630,665 WASHINGTON ST ,BOS ,BEACH ST ,3/28/14,1, OTHER
1577694,21 PARK AVENUE EXT ,ARL ,ALPINE ST ,5/12/14,2, NATURAL FORCE
1577694,21 PARK AVENUE EXT ,ARL ,ALPINE ST ,5/12/14,2, OTHER
1577752,403 CHESTNUT ST ,CLI ,PEARL ST ,3/27/14,, CORROSION
1577768,36 OAKWOOD ST ,DOR ,NORFOLK ST ,3/26/14,1, OTHER
1577778,57 FOREST ST ,MED ,HALL AVE ,4/16/14,2, OTHER
1577804,6 SPICE ST ,CHA ,CAMBRIDGE ST ,3/27/14,2, EQUIPMENT
1577934,21 HIGH ST ,HAV ,ARCH ST ,4/22/14,2, OTHER
1577938,20 PLEASANT ST ,CHA ,WARREN ST ,6/10/14,2, CORROSION
1577945,64 GARRISON ST ,GVL ,GOVERNORS RD ,4/12/14,3, CORROSION
1578030,28 BELMONT PL ,MEL ,BELMONT ST ,3/26/14,1, CORROSION
1578187,25 KINGSTON ST ,BOS ,BEDFORD ST ,3/28/14,1, EQUIPMENT
1578716,343 LINCOLN RD ,SUD ,FERN TRL ,3/27/14,2, EQUIPMENT
1578755,103 WASHINGTON ST ,GLO ,ADDISON ST ,3/27/14,1, CORROSION
1578768,219 BELGRADE AVE ,ROS ,COLBERG AVE ,4/14/14,2, OTHER
1578781,122 SUMMIT AVE ,BRO ,JORDAN RD ,4/24/14,2, OTHER
1578802,36 MONTBATTEN RD ,BIL ,CHATHAM RD ,3/27/14,1, EQUIPMENT
1578806,7 MUNROE RD ,WEL ,JEFFERSON RD ,3/27/14,1, CORROSION
1578828,17 BERKELEY ST ,MEL ,PARK ST ,3/28/14,1, EXCAVATION
1578829,136 WASHINGTON ST ,BRI ,FIDELIS WAY ,3/28/14,1, CORROSION
1578829,136 WASHINGTON ST ,BRI ,FIDELIS WAY ,3/28/14,1, OTHER
1578842,1932 WASHINGTON ST ,NEW ,STANTON AVE ,10/16/14,2, MATL OR WELD FAILURE
1578842,1932 WASHINGTON ST ,NEW ,STANTON AVE ,11/11/14,2, CORROSION
1578907,28 MANITOBA RD ,NEW ,NEHOIDEN RD ,5/13/14,2, OTHER
1578917,177 TREMONT ST ,BOS ,HEAD PL ,5/10/14,, OTHER
1578930,680 UNION ST ,ROC ,SUMMIT ST ,3/27/14,1, EXCAVATION
1578940,9 RUSSELL ST ,CHA ,SULLIVAN ST ,3/28/14,1, CORROSION
1578989,143 WALNUT ST ,NEW ,LOWELL AVE ,7/9/14,2, OTHER
1579000,12 ROCKLEDGE RD ,NEW ,WOODCLIFF RD ,5/16/14,2, CORROSION
1579025,930 WASHINGTON ST ,NOR ,WALNUT AVE ,3/28/14,1, EQUIPMENT
1579152,12 SUPPLE RD ,DOR ,COLUMBIA RD ,3/28/14,1, NATURAL FORCE
1579162,58 SALEM ST ,WNC ,FARROW ST ,3/28/14,1, CORROSION
1579181,73 SMITH AVE ,NEW ,CLEVELAND ST ,3/31/14,1, EQUIPMENT
1579181,73 SMITH AVE ,NEW ,CLEVELAND ST ,3/31/14,1, NATURAL FORCE
1579275,154 WARREN AVE ,BOS ,W CANTON ST ,3/28/14,1, CORROSION
1579766,41 SARGENT RD ,WNC ,RISLEY RD ,4/10/14,2, OTHER
1579791,2 7TH ST ,HUL ,NANTASKET RD ,4/16/14,2, CORROSION
1579807,831 FELLSWAY W ,MED ,ELM ST ,3/28/14,1, EXCAVATION
1579841,95 GROTON SCHOOL RD ,AYE ,GROTON SHIRLEY RD ,3/28/14,1, EXCAVATION
1579861,100 NEEDHAM ST ,NEW ,COLUMBIA AVE ,4/7/14,1, OTHER
1579886,210 W MAIN ST ,AYE ,SHOPPING MALL ,4/3/14,1, EQUIPMENT
1579936,64 PIERCE RD ,WAT ,GRANT AVE ,3/31/14,1, EQUIPMENT
1579940,14 TRASK ST ,DAN ,FRANKLIN ST ,3/28/14,1, OTHER
1580034,83 OVERLOOK RD ,ARL ,WASHINGTON ST ,3/28/14,1, NATURAL FORCE
1580035,SPICE ST ,CHA ,CAMBRIDGE ST ,4/14/14,1, OTHER
1580039,88 HEMLOCK RD ,SUD ,POPLAR ST ,3/28/14,1, CORROSION
1580046,65 UPTON ST ,QUI ,GOVERNORS RD ,3/28/14,1, EQUIPMENT
1580059,624 MAIN ST ,HYA ,SEA ST EXT ,3/28/14,1, EQUIPMENT
1580102,4 FLINT ST ,LNN ,BOSTON ST ,4/4/14,, OTHER
1580109,66 WYMAN ST ,LNN ,BOWLEY AVE ,4/11/14,, OTHER
1580116,435 BOSTON ST ,LNN ,FEDERAL ST ,5/29/14,, OTHER
1580129,110 PARK ST ,LNN ,BOSTON ST ,4/22/14,2, OTHER
1580142,16 U ST ,HUL ,NANTASKET AVE ,3/28/14,1, EQUIPMENT
1580145,11 SUTTON AVE ,SAL ,ISLAND AVE ,4/17/14,2, CORROSION
1580190,31 WINTER ST ,SAU ,WILLIS ST ,6/6/14,2, OTHER
1580518,18 TRASK ST ,DAN ,FRANKLIN ST ,3/29/14,1, NATURAL FORCE
1580852,35 REXFORD ST ,LOW ,MARSHALL AVE ,3/29/14,1, CORROSION
1580991,35 WARWICK RD ,NEW ,WALTHAM ST ,3/31/14,1, CORROSION
1581109,14 BELMONT RD ,BIL ,STAFFORD LN ,3/29/14,1, CORROSION
1581233,67 PLEASANT ST ,HAP ,BANK ST ,3/29/14,1, EQUIPMENT
1581300,72 PERRY AVE ,LNF ,GREENMEADOWS DR ,3/29/14,1, EXCAVATION
1582174,113 PARKER RD ,CFD ,GREEN VALLEY DR ,3/30/14,1, EQUIPMENT
1582292,16 SPOONDRIFT CIR ,NES ,SPOONDRIFT WAY ,3/30/14,1, EQUIPMENT
1582580,7 LONGMEADOW RD ,WEL ,GROVE ST ,4/1/14,1, NATURAL FORCE
1583264,1 PINGREE FARM RD ,ROW ,HAVERHILL ST ,4/14/14,3, MATL OR WELD FAILURE
1583264,1 PINGREE FARM RD ,ROW ,HAVERHILL ST ,4/14/14,3, MATL OR WELD FAILURE
1583307,780 ALBANY ST ,BOS ,MASSACHUSETTS AVE ,4/2/14,1, OTHER
1583308,7 WINTHROP ST ,SAL ,BROAD ST ,3/31/14,1, CORROSION
1583315,33 MINISTERIAL DR ,CON ,LAPHAM RD ,3/31/14,1, NATURAL FORCE
1583316,149 ACAPESKET RD ,EFA ,THEROUX DR ,3/31/14,1, EQUIPMENT
1583317,PLEASANT ST ,AYE ,TAFT ST ,4/24/14,2, CORROSION
1583330,53 CLIFFORD RD ,SUD ,GLEN RD ,3/31/14,1, EQUIPMENT
1583369,99 SWANTON ST ,WNC ,SPRUCE ST ,5/2/14,2, CORROSION
1583369,99 SWANTON ST ,WNC ,SPRUCE ST ,5/2/14,2, CORROSION
1583369,99 SWANTON ST ,WNC ,SPRUCE ST ,5/2/14,2, CORROSION
1583406,2078 MAIN ST ,WCH ,VICTORIA DR ,9/10/14,, CORROSION
1583449,DEERING DR ,WCH ,HAPPY VALLEY RD ,4/29/14,2, EQUIPMENT
1583450,580 LYNN FELLS PKY ,MEL ,BATCHELDER ST ,3/31/14,1, NATURAL FORCE
1583469,70 WHITEHEAD RD ,COH ,ATLANTIC AVE ,3/31/14,1, EXCAVATION
1583515,179 OLD WHARF RD ,DEP ,GLENDON RD ,3/31/14,1, EXCAVATION
1583522,83 SUMMER ST ,MED ,MARSTON ST ,4/1/14,1, NATURAL FORCE
1583532,14 BASSE RD ,LNN ,BASSE RD ,5/20/14,2, CORROSION
1583545,261 NEWPORT AVE ,QUI ,ELMWOOD AVE ,4/1/14,1, CORROSION
1583545,261 NEWPORT AVE ,QUI ,ELMWOOD AVE ,4/1/14,1, OTHER
1583552,12 BASSE CIR ,LNN ,BASSE RD ,5/27/14,2, CORROSION
1583706,22 GLEASON ST ,DOR ,HARVARD ST ,3/31/14,1, NATURAL FORCE
1583731,4 BLUFF RD ,HUL ,STANDISH AVE ,4/2/14,1, CORROSION
